,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Blooming,PDSI_Podding,PDSI_Dropping leaves,PDSI_Harvest,PIC
10999,2016,iowa_audubon,4.166399999999999,4.85862169147811,4.986133159754852,3.958679065468474,3.8952974077420937,4.257579238660019,4.700568847672332,0.0190036620243376
11041,2016,iowa_calhoun,4.186559999999999,2.7723985984303425,2.7922759239574724,1.8230299507921552,1.9597753361165056,2.591821986955294,3.146831427310835,0.0135758990334613
11083,2016,iowa_carroll,3.94464,4.599686173994567,4.730042806441592,3.718919017305903,3.708525043227752,3.871341571809179,4.217803850930667,0.0012712941774726
11125,2016,iowa_crawford,4.32096,5.6673932223650505,5.69354131867021,4.55078650143702,4.540589342197031,4.575987980034408,4.912164705582754,0.0128499658763181
11167,2016,iowa_greene,4.2672,4.2339423899449615,4.210805614080591,3.232245342595084,3.2576648263544463,3.699538244503716,4.013995938452914,0.0190036620243376
11209,2016,iowa_guthrie,3.92448,4.189572571233827,4.217509373204395,3.063435674271528,3.0061013586909446,3.187660442793629,3.548522201687748,0.0179886566625174
11250,2016,iowa_harrison,3.91104,4.5804615726180815,4.694364498214936,3.7480135681116784,3.823883677098266,4.2392970747638845,4.804472962547293,0.1353216753340503
11290,2016,iowa_ida,4.542719999999999,5.089861374515443,5.1702662669850525,4.157606306063063,4.120420221989749,3.760827981872602,4.02088023894794,0.0190036620243376
11331,2016,iowa_monona,3.76992,4.897533861007195,5.101962111989256,4.23998591938782,4.216726137023096,3.914104313485818,3.96685336697376,0.2312331027702679
11373,2016,iowa_sac,4.25376,3.8402855174058703,3.879388697252063,2.906128280771944,2.938171426891408,3.04045451970316,3.633244878491214,0.0016042512658545
11414,2016,iowa_shelby,4.0656,4.289925216594567,4.505976245726163,3.578057445757198,3.5674520263920666,4.103670378171916,4.618450469074538,0.0124052597594685
11455,2016,iowa_woodbury,4.11264,4.810385799193096,5.078610487829147,4.579251845810874,4.523704047221355,4.34676710368135,4.268528097537902,0.0099895967812691
11516,2016,michigan_clare,2.93664,1.9600000381469729,1.7633333206176758,1.1500000357627869,1.0483333667119343,1.1274999976158142,1.2866666316986084,0.1026674870561002
11542,2016,michigan_gladwin,3.1248,1.965000033378601,1.7258333365122478,0.8550000041723251,0.4191666742165883,0.6574999988079071,0.9391666650772096,0.3217170947911004
11581,2016,michigan_gratiot,3.63552,1.538585964236343,1.3073256081949198,-0.6481319295397976,-0.9039784807350204,0.2874596527017521,0.733770998745634,0.0248274902062163
11621,2016,michigan_isabella,3.528,1.4265854043199433,1.1984860831056012,-0.8665004411461914,-1.016566739699602,-0.0188597910250338,0.1497409655864287,0.0082141339753575
11663,2016,michigan_midland,3.37344,1.9787845195539844,1.7411770082486082,0.4100298169919752,0.043294800652398,1.0389056816908249,0.8940728423668323,0.0049991008811364
11705,2016,michigan_montcalm,3.48096,2.4560628082546483,2.247800334607284,1.137528575502979,1.028724608498479,1.7740466289865182,2.0057085621629267,0.1273749630068067
11746,2016,michigan_arenac,3.05088,2.4794759208979045,2.226739427581798,1.432303497104145,1.115334796853461,1.4752074061002274,1.674650650531097,0.1026674870561002
11786,2016,michigan_bay,3.6288,3.569290145488944,3.279677161420808,2.205800471358495,1.9215304851030577,2.401309911234521,2.022359633245177,0.0157709629676782
11827,2016,michigan_huron,3.48768,2.18833335240682,1.9655555619133844,1.3575000166893003,0.7688889039887323,1.2266666491826377,0.7472222329427799,0.0004081447553398
11869,2016,michigan_saginaw,3.46752,0.7994540086788028,0.5831984570367953,-0.8990565514423929,-1.301862527370212,0.1966937903258169,0.0221817606693196,0.0021147093250097
11911,2016,michigan_sanilac,3.60192,-0.1583793187351735,-0.2544633684469176,-0.8048287370387612,-1.0389148490143352,-0.0934217816967566,-0.3668581060440004,0.0024496090667814
11953,2016,michigan_tuscola,3.54816,2.2826554319370227,2.0717357623816497,0.7664192580207285,0.2790236973415417,1.0827764986581112,0.4733164595502866,0.0290332129536439
12065,2016,michigan_barry,3.28608,1.3968359302729367,1.2349062437346827,-0.8428671686910094,-0.955536447574074,1.261701155174524,1.309020837644736,0.0315453852882255
12106,2016,michigan_branch,3.2121599999999995,-2.440849922985607,-2.64348392112113,-2.867905042979139,-2.774829782848645,-1.5532534123137682,-1.440289360375256,0.2595550974834664
12147,2016,michigan_calhoun,3.37344,-0.8743611824583017,-1.084505802852763,-2.1564157575649725,-2.167680627013352,0.0926523035995901,0.3308970766477146,0.0702456902402606
12189,2016,michigan_clinton,3.64224,1.3890184869043856,1.1478793300836645,-0.7885984196400488,-0.935731975540992,1.304617261665093,1.478611612748116,0.004799375690967
12231,2016,michigan_eaton,3.33312,1.8704444746891835,1.6430659646467536,-0.0873027546822681,-0.5195675997568575,1.658540268373895,1.90734934088905,0.0020532891542598
12273,2016,michigan_hillsdale,3.44064,-2.7898953974396914,-2.9643088846121644,-3.3501691289663342,-3.335891911587757,-2.7175890501802145,-2.45827464681421,0.021673763223739
12315,2016,michigan_ingham,3.48096,-0.1824459037498424,-0.4649575640235031,-1.880006907004958,-2.0140902743241043,0.8144211643557295,2.0483846266305448,0.0017702896560144
12357,2016,michigan_ionia,3.68256,1.7722043370370326,1.6029642981183774,0.3019357705427609,0.02108355429296,1.5318626794920016,1.6353274228094543,0.012234325493189
12399,2016,michigan_jackson,3.05088,-1.3447015330840584,-1.5192973085673769,-2.3807429713128547,-2.425896020635129,-0.6830212451195006,0.7501555523093013,0.0376421263699956
12441,2016,michigan_shiawassee,3.17856,-0.8261326050291807,-1.1085331132389216,-2.459096945564335,-2.6940551493539773,-1.67245333145301,-1.110572251213444,0.0027570118233391
12483,2016,michigan_genesee,2.8089599999999995,-1.1563893635068714,-1.3910767619461826,-2.7687347116669097,-3.020121297319784,-2.036797061173127,-1.6075917864492546,0.0486836861033733
12525,2016,michigan_lapeer,3.2256,0.5561784627090341,0.4287727184862439,-0.7024199916198868,-0.8734739146968042,0.0501003518462149,-0.2369681703553698,0.1026674870561002
12567,2016,michigan_lenawee,3.28608,-2.066768543080252,-2.2265457836582394,-3.0781850481868176,-3.1690306567433253,-2.694851541202497,-2.273775692381904,0.0013661291911595
12609,2016,michigan_livingston,3.48768,-0.8454238855299144,-1.1080713508387487,-2.479244902398851,-2.6304430856953265,-1.1375967197948031,0.5930040953090652,0.1026674870561002
12650,2016,michigan_macomb,3.33984,0.3878117965898852,0.0668951474695437,-0.6172793854063772,-0.6481265644620205,0.1940467242368028,-0.0703999821588349,0.0087077772402606
12692,2016,michigan_monroe,3.54144,-0.2590181393759366,-0.5828376827695347,-1.7974371598159358,-2.011197309010963,-1.640508876154856,-1.1066485607351997,0.0046273128223605
12763,2016,michigan_washtenaw,3.2121599999999995,-2.1073866885224413,-2.2277629992518264,-3.065700133979816,-3.32508761366775,-2.8114997826756047,-2.4304469164537275,0.0069677100283973
