,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Blooming,EVI_Podding,PDSI_Podding,PDSI_Dropping leaves,PDSI_Harvest,PIC
588,2012,illinois_kankakee,2.94336,-2.564040453633877,-2.6187922582627285,-3.658064799987178,0.596555312617291,-4.17533547626195,-5.015453367883722,-5.260724100023829,0.0308342236721445
630,2012,illinois_livingston,2.76864,-3.769243877519172,-3.8297945666823017,-5.078895096635623,0.5418519655980628,-5.683058213070793,-5.959850787436645,-5.87795263825026,0.0308342236721445
672,2012,illinois_piatt,3.45408,-4.211039262308287,-4.386876688199879,-5.864259299693235,0.5771564443329638,-6.528173689299908,-6.448089207671528,-5.933960794489897,0.0308342236721445
713,2012,illinois_vermilion,3.13152,-2.889171469912017,-3.0627915266543457,-4.67360252422128,0.5702306765202824,-5.4218809584350005,-5.450824033985029,-5.054632499473916,0.0308342236721445
754,2012,illinois_clark,2.57376,-1.3495239414223694,-1.532543554762987,-3.4680257813486906,0.4754552558122764,-4.30356360547549,-4.956252322555997,-4.510002351727038,0.0308342236721445
794,2012,illinois_clay,1.51872,0.6504262587307151,-0.1515157423114719,-2.710246106121195,0.391153297225137,-3.501912493333176,-4.027654415545935,-3.199946996011855,0.0308342236721445
836,2012,illinois_coles,2.97696,-1.8361351412592133,-2.029123773491964,-3.809224079907227,0.4871386676375265,-4.668554722428677,-5.223175764371012,-4.703935852747329,0.0308342236721445
877,2012,illinois_crawford,2.02944,-1.2895135585909152,-1.4672428017926349,-3.369287129817544,0.4281461113222826,-4.183198217332069,-4.92191079224759,-4.396341202743633,0.0308342236721445
919,2012,illinois_cumberland,2.9097599999999995,-1.3216368301775965,-1.4963271036642856,-3.2771092854553165,0.4628824359707638,-4.07616616419164,-4.4689466866036085,-3.990352217651324,0.0308342236721445
960,2012,illinois_douglas,3.0576,-2.8763385668875303,-3.0859958589762937,-4.723000699429711,0.5068774788095519,-5.561434803937099,-6.099389712689694,-5.664813257577851,0.0308342236721445
1001,2012,illinois_edgar,2.61408,-1.7647551066470144,-1.956253719782796,-3.787313007492135,0.4974284578961012,-4.698282221312163,-5.481190948705258,-5.151871177623136,0.0308342236721445
1043,2012,illinois_effingham,2.8224,-0.8740666851250648,-1.088054792628193,-2.844226540715097,0.4566768979783259,-3.639172351978251,-3.799741737762415,-3.2575409811811715,0.0308342236721445
1085,2012,illinois_fayette,2.39232,-0.7789138657044186,-0.9898043144033568,-2.7314956061410403,0.4308754424512264,-3.566741464444128,-3.5549284651296293,-2.802812728864987,0.0308342236721445
1127,2012,illinois_jasper,2.64096,-0.8934208138525394,-1.3274789704907457,-3.125511528023984,0.4329432502982236,-3.9264476580806313,-4.43620168300577,-3.912920047011783,0.0308342236721445
1168,2012,illinois_lawrence,2.32512,0.0266058293939867,-0.9738994519430896,-3.377430172972316,0.4912459849041463,-4.141515272757244,-4.846332172167682,-4.115744424172322,0.0308342236721445
1209,2012,illinois_marion,1.86144,-0.1953861824527526,-0.7522456894368932,-2.580558860694587,0.3979068064072415,-3.44183909850184,-3.87273830475942,-2.961839125789452,0.0308342236721445
1251,2012,illinois_moultrie,3.0576,-3.148908710718481,-3.31265588831131,-4.921641998308379,0.5485597240944974,-5.754824023274981,-6.216654514582741,-5.747968765731069,0.0308342236721445
1293,2012,illinois_richland,1.8144,0.927559352481019,0.4233401616394057,-3.079799444813052,0.4025186152282345,-3.894568152765344,-4.430376563070254,-3.594083117892204,0.0308342236721445
1333,2012,illinois_shelby,3.09792,-1.7766491639021351,-1.904179567987748,-3.5696988814443515,0.4612844856763158,-4.402361267267231,-4.428816254055523,-3.971459988379786,0.0308342236721445
1375,2012,illinois_boone,2.95008,-1.2000000476837158,-1.3125,-3.09250009059906,0.6478856488279926,-3.720000108083089,-5.460000038146973,-5.865000009536743,0.0308342236721445
1446,2012,illinois_de kalb,3.4608,-1.6082617694295993,-1.7281386932476344,-3.415553896901905,0.599952555050212,-3.999543265301672,-5.463302747556366,-5.81468683781196,0.0308342236721445
1488,2012,illinois_grundy,2.95008,-2.628131275512792,-2.648651209443696,-3.867364365901972,0.5072367080351176,-4.45007635237332,-5.379705198286766,-5.558156362964936,0.0308342236721445
1530,2012,illinois_kane,3.1248,-0.2461413361743443,-0.7891754572658787,-2.863586482044936,0.5512787431326174,-3.4647210845126075,-5.02928113627492,-5.460286356974772,0.0308342236721445
1572,2012,illinois_kendall,2.9232,-1.7658009374972894,-1.8297418262299872,-3.266418824549386,0.5001127290156553,-3.863197993376424,-4.95317069787634,-5.260041895316747,0.0308342236721445
1611,2012,illinois_la salle,3.33312,-2.3482284245282536,-2.36700061759953,-3.719041924667336,0.5757626585477852,-4.33664409866379,-5.262757058817577,-5.4384352265205935,0.0308342236721445
1649,2012,illinois_lake,2.688,-2.03249990940094,-2.184999942779541,-3.962499976158142,0.4548052667447895,-4.455000082651774,-5.2825000286102295,-5.602499961853027,0.0308342236721445
1687,2012,illinois_mchenry,2.83584,-1.4431141807790444,-1.605822488472059,-3.3695291174954667,0.5454017642635206,-4.031580080201615,-5.626907363340452,-6.026877704894904,0.0308342236721445
1727,2012,illinois_will,2.94336,-1.6464737741790187,-1.659283960025006,-2.8232443614997,0.5703484065489262,-3.336632724521254,-4.249885301923555,-4.632876000899836,0.0308342236721445
1769,2012,illinois_bureau,3.696,-1.9255139958635668,-1.9606208095006217,-3.2594609870929743,0.5932072151210647,-3.834496038353702,-4.526869175112613,-4.621718943994416,0.0308342236721445
1811,2012,illinois_carroll,3.9648,-1.8424999713897705,-1.980000019073486,-3.659999966621399,0.6937858283592758,-4.363333384195964,-5.567499876022339,-5.957499980926514,0.0308342236721445
1852,2012,illinois_henry,3.4204799999999995,-2.488341302980344,-2.4712729823481343,-3.664887429756219,0.5992892822733308,-4.239344449108283,-5.0499354743250695,-5.172354534894203,0.0308342236721445
1933,2012,illinois_lee,3.528,-1.9483594406211904,-2.061435437964588,-3.653157419261081,0.6565025332961215,-4.243158485403395,-5.380633237422304,-5.682931246889803,0.0308342236721445
1975,2012,illinois_mercer,3.76992,-3.466722153640097,-3.384700516292799,-4.235848619373165,0.6467202674945756,-4.661030693474601,-5.279237954944805,-5.383840565934131,0.0308342236721445
2057,2012,illinois_putnam,3.55488,-1.9825000166893003,-2.012499988079071,-3.227499961853028,0.6091448954082084,-3.836666742960612,-4.475000143051148,-4.522500038146973,0.0308342236721445
2097,2012,illinois_rock island,3.38016,-3.128338823962146,-3.0497520701615937,-4.09004410784435,0.6199186380050487,-4.553796103243658,-5.294107444358595,-5.468874702506158,0.0308342236721445
2138,2012,illinois_stephenson,2.90304,-2.332469504054,-2.584756064705732,-4.307500126885204,0.5352025740328521,-5.062073273387381,-6.5127744325777375,-6.836311037947491,0.0308342236721445
2179,2012,illinois_whiteside,3.54816,-2.30801841657832,-2.3707719181539835,-3.912955117115777,0.6114505499494474,-4.573686662723758,-5.614331757967374,-5.903306380944319,0.0308342236721445
2219,2012,illinois_winnebago,2.64768,-3.027500033378601,-3.299999952316284,-5.072499990463257,0.5665886914649424,-5.824999968210856,-7.142499923706055,-7.422500133514404,0.0308342236721445
2261,2012,illinois_edwards,2.42592,1.1548484421455925,0.7442553101570335,-3.299354688702985,0.4496342756409738,-4.110744708866603,-4.217753952404237,-3.2876786688923696,0.0308342236721445
2301,2012,illinois_franklin,1.87488,0.9744387427221042,0.1081882345909459,-3.3103093295172306,0.4272025844391966,-4.169563998494371,-4.1130845108997045,-3.806671769520008,0.0308342236721445
2343,2012,illinois_gallatin,2.4057599999999995,1.2326953182928264,0.8008788859006017,-4.0228710398077965,0.4901712741557676,-4.739179654667775,-4.3612109534442425,-3.970820344053209,0.0308342236721445
2385,2012,illinois_hamilton,1.89504,1.071606917239336,0.5272594092393412,-3.264551637557992,0.4204116227660173,-4.076575570726452,-4.244448340011541,-3.668133069822882,0.0308342236721445
2456,2012,illinois_jefferson,1.8144,0.5263459041314281,-0.4407834153985391,-2.93034799923284,0.3908249171590324,-3.7973060149957134,-3.861741682826296,-3.2126148994318604,0.0308342236721445
2498,2012,illinois_massac,2.10336,-1.5917611996332806,-2.002054730576662,-3.685980111568128,0.4493204017861723,-4.233892167662309,-4.5299825376539085,-4.283268679789643,0.0308342236721445
2571,2012,illinois_saline,2.00928,1.0814915671731131,0.2656088828452261,-3.70344398834644,0.4162320490374007,-4.43198555079815,-4.433860260527136,-4.1625024230569,0.0308342236721445
2611,2012,illinois_wabash,2.76192,0.8713568910228231,0.1208998638531925,-3.495709013772469,0.4792836041225607,-4.283729652182317,-4.684256015647769,-3.828182835021361,0.0308342236721445
2651,2012,illinois_wayne,1.82784,1.0630838837900771,0.720722802206388,-2.867532624160318,0.4142517770281348,-3.7034479410039225,-4.115885086856655,-3.2883424771100582,0.0308342236721445
2692,2012,illinois_white,2.47296,1.2592283350274904,0.8977606433584346,-3.604208230387128,0.4910771162712746,-4.389937237081622,-4.352387099118124,-3.627267327567062,0.0308342236721445
2770,2012,illinois_clinton,1.848,-0.9873796102319604,-1.1232304796123684,-2.8260495596090287,0.4163135158991467,-3.693292421140608,-4.07011102955717,-3.02708918302067,0.0308342236721445
2812,2012,illinois_jackson,2.16384,0.0925203009447384,-0.7803080772255271,-3.422068327450925,0.4456011062929726,-4.276199057123045,-4.544816681336682,-4.406364069208521,0.0308342236721445
2888,2012,illinois_monroe,2.6544,-1.4995348159745272,-1.742263215785254,-3.5249559798364567,0.4995661282590937,-4.24835571839044,-4.894792552366041,-4.552137489390792,0.0308342236721445
2930,2012,illinois_perry,1.53216,0.4002083437960772,-0.5163690378623349,-3.229821378276461,0.4124185959066928,-4.102083324439942,-4.273601158743812,-3.836547678425199,0.0308342236721445
2972,2012,illinois_pulaski,2.4864,-1.3720724231690524,-1.879134835030756,-3.712647723812678,0.527472645882184,-4.296531154617599,-4.896097420904701,-4.674982219841786,0.0308342236721445
3014,2012,illinois_randolph,2.33184,-1.172855007598156,-1.4623882803684904,-3.3389312450911808,0.4530370950473399,-4.07340120140664,-4.592557133368726,-4.355854006130858,0.0308342236721445
3056,2012,illinois_union,2.0496,-1.3159790648444143,-1.709349325578201,-3.622873595586943,0.5170371898865648,-4.300405069133527,-4.945030774780486,-4.759720889805573,0.0308342236721445
3095,2012,illinois_washington,1.4918399999999998,-0.9244825412000464,-1.2137741444633463,-3.077758356734205,0.3576718282660491,-3.94764625403368,-4.103942361695735,-3.261225865213522,0.0308342236721445
3137,2012,illinois_williamson,1.9824,1.027829659509135,0.1845879063501462,-3.516758217916384,0.4320224938112009,-4.305091673637921,-4.519258263346913,-4.302445160163629,0.0308342236721445
3177,2012,illinois_adams,2.73504,-3.356498378158964,-3.40822630327879,-4.792852028377864,0.4969209352994301,-5.300177250702748,-5.940543226227686,-5.832823787187464,0.0308342236721445
3216,2012,illinois_brown,2.51328,-3.5787500739097595,-3.6449999809265137,-5.1912500858306885,0.4436458641258129,-5.741666714350383,-6.371249914169312,-6.071249961853027,0.0308342236721445
3258,2012,illinois_fulton,3.07776,-3.6706866239368834,-3.761140358651309,-5.027163529076617,0.5412805310445786,-5.571345885497885,-5.945468882259876,-5.882458877766756,0.0308342236721445
3300,2012,illinois_hancock,3.27264,-3.354156975922259,-3.3562564082782376,-4.494338084350932,0.6055611539036477,-5.004264199914354,-5.830673991211436,-5.947652058709751,0.0308342236721445
3341,2012,illinois_henderson,3.72288,-3.504481718772529,-3.4748626667506715,-4.382127232922691,0.5958704746639659,-4.920951549175753,-5.571729959733663,-5.700170065235515,0.0308342236721445
3382,2012,illinois_knox,3.75648,-2.6622053427684707,-2.683424536963016,-3.708347831112176,0.6269936651103009,-4.240728233824222,-4.849204754944585,-4.8823641260464985,0.0308342236721445
3424,2012,illinois_mcdonough,3.36,-3.631087911809871,-3.694654440308039,-4.894994481951327,0.583901148203668,-5.433739869015518,-6.065003945798143,-6.114853299803899,0.0308342236721445
3465,2012,illinois_schuyler,2.4864,-3.648749977350235,-3.7312500178813934,-5.171875059604645,0.4970889962006286,-5.715416630109151,-6.344375014305115,-6.2231250405311584,0.0308342236721445
3506,2012,illinois_warren,3.84384,-3.4439048699827275,-3.4540449783995646,-4.364963736645011,0.6196188878913844,-4.877138113760407,-5.446798586272758,-5.499925635672689,0.0308342236721445
3547,2012,illinois_bond,2.0832,-1.0602657244463636,-1.1929966238131569,-2.9725278706117795,0.4215150163184465,-3.816340240924728,-3.874588950661717,-2.988678359681633,0.0308342236721445
3587,2012,illinois_calhoun,2.78208,-2.5577560671014723,-2.6933442845064053,-4.326786551340472,0.4902762444439543,-4.992908574743554,-5.418333334081314,-5.1410457090614665,0.0308342236721445
3626,2012,illinois_cass,2.6544,-3.64387997953097,-3.745581670840581,-5.320675054391225,0.4956636213422052,-5.958424479060703,-6.349003386020659,-6.034601594289144,0.0308342236721445
3667,2012,illinois_christian,3.74976,-2.414779526765668,-2.519854452641279,-4.148176337661797,0.523408083115132,-4.945650972601949,-5.134917634001681,-4.78647093450208,0.0308342236721445
3708,2012,illinois_greene,3.27936,-2.6540588039983355,-2.7003088119577185,-4.186970218283231,0.5309770461458637,-4.829910299351771,-5.15188377439557,-4.901633548931997,0.0308342236721445
3749,2012,illinois_jersey,2.98368,-2.061516063444076,-2.171354747587635,-3.707467716740024,0.5023834745639483,-4.417322613603326,-4.833016181761218,-4.560742105976228,0.0308342236721445
3789,2012,illinois_macoupin,3.0912,-1.7795041906124105,-1.841177452034525,-3.5125234278080404,0.4964357051480055,-4.295065849065055,-4.650731654896151,-4.294048549746783,0.0308342236721445
3831,2012,illinois_madison,2.44608,-1.6585498751033194,-1.7550392607989411,-3.4122862721557308,0.4381392153221723,-4.24499152981474,-4.854630673817463,-4.26393268667232,0.0308342236721445
3873,2012,illinois_montgomery,2.856,-1.6243260390276206,-1.6924067460224996,-3.377892770178862,0.4767228843044469,-4.181532266355485,-4.129403872606231,-3.686607254269818,0.0308342236721445
3914,2012,illinois_morgan,3.1180799999999995,-3.462594905719772,-3.522823903956524,-5.121913624537674,0.5056846853219423,-5.746340298362688,-6.113472634522842,-5.793183151679703,0.0308342236721445
3955,2012,illinois_pike,2.98368,-3.635636349364277,-3.693636379407082,-5.166512981431309,0.50099680295739,-5.72159020807836,-6.143807389106585,-5.85986792205216,0.0308342236721445
3995,2012,illinois_sangamon,3.3264,-3.38798671284704,-3.4729595615416886,-5.043912916536399,0.5091788641080682,-5.741297932469067,-6.137695086549005,-5.886025755230879,0.0308342236721445
4037,2012,illinois_scott,2.9232,-3.3211156533769337,-3.3641817973664967,-4.852832597346346,0.5258791222022167,-5.420808510872287,-5.773593077777831,-5.460830598232175,0.0308342236721445
4077,2012,indiana_bartholomew,2.53344,1.449438487653954,1.253199022946178,-2.4670611705664545,0.4975309472626974,-3.5380632837834844,-3.985895059707932,-3.468653379056875,0.0496611415599508
4117,2012,indiana_boone,2.69472,-0.7567311742930452,-1.1682959598764653,-3.171667197992392,0.4852889425216708,-4.326402107580717,-4.3054001502537815,-3.605691388211444,0.0496611415599508
4159,2012,indiana_clinton,3.696,-0.5830078125173236,-1.135181483934918,-3.1441222791453702,0.576396380288498,-4.084633503266332,-4.159603444009929,-3.592163353382691,0.0496611415599508
4200,2012,indiana_decatur,3.1180799999999995,1.3672793819845894,1.1965251200351286,-2.6867104453373463,0.5303503016363794,-3.820562172348731,-4.270882826951449,-3.72954825827347,0.0496611415599508
4242,2012,indiana_grant,3.62208,-1.336996819294164,-1.7825382996258805,-3.986080120578261,0.6027223918341575,-4.81153927006551,-4.771929586323637,-4.299225956853984,0.0496611415599508
4283,2012,indiana_hamilton,3.6288,-0.304315734476445,-0.8428890498569791,-3.2073002507809187,0.5668511302628719,-4.194784854931214,-4.232598664271257,-3.4954438903881364,0.0496611415599508
4325,2012,indiana_hancock,2.96352,0.7795668856782195,0.3277018204834848,-2.848713260655679,0.5033133725027107,-3.9588395988372818,-4.044303764808606,-3.2212977509488065,0.0496611415599508
4367,2012,indiana_hendricks,1.83456,-0.8015303414076541,-0.9669430634476002,-3.0717029274847745,0.3902273769492613,-4.402313376602686,-4.169992521873436,-3.1737980166575555,0.0496611415599508
4409,2012,indiana_howard,3.94464,-1.3770132476425667,-1.7521850379422244,-3.754821191890546,0.6189457481275501,-4.493910469361957,-4.537881625489603,-4.089673661766649,0.0496611415599508
4451,2012,indiana_johnson,2.68128,0.8463944416357524,0.5954902029077128,-2.64146993678658,0.4248273163755085,-3.878950432443819,-4.070160236345286,-3.403087362480097,0.0496611415599508
4490,2012,indiana_madison,3.27264,-0.5891551757875549,-1.1318335537310145,-3.366744957833554,0.5796112053194332,-4.2522147031979465,-4.45114087756676,-3.6780104842525296,0.0496611415599508
4532,2012,indiana_marion,2.2848,0.6726468800783728,0.3086031098588764,-2.6202720126552546,0.4441315885876339,-3.731190043673527,-3.8011421335401,-3.0845443725014188,0.0496611415599508
4570,2012,indiana_morgan,2.1168,-0.9457834129829888,-1.091724531382291,-3.2178391881921686,0.4539272744123614,-4.689547853640327,-4.687502774781108,-3.67721346324676,0.0496611415599508
4611,2012,indiana_rush,2.73504,0.9666789305227392,0.6195193469504442,-3.1228723932106224,0.4750835346702454,-4.324931682173166,-4.651491563163554,-3.983379074465514,0.0496611415599508
4653,2012,indiana_shelby,2.52672,0.9043498322619884,0.6414961613555084,-2.781194249688407,0.4496988384564316,-4.03312408160943,-4.343853620815439,-3.6545496688598806,0.0496611415599508
4695,2012,indiana_tipton,4.10592,-1.0223788691381228,-1.4749241089410272,-3.5374768034067325,0.6189499235244166,-4.37554055526809,-4.430633139095316,-3.798965557068324,0.0496611415599508
4736,2012,indiana_blackford,3.80352,-1.1021734730878314,-1.6173617334517736,-3.662468507007574,0.592822833712925,-4.407887561449415,-4.304208452377775,-3.759352528583557,0.0496611415599508
4777,2012,indiana_fayette,2.66112,0.9114562228019,0.4995110534704648,-3.12594695432749,0.507325982602142,-4.286129980272787,-4.673878792426314,-4.05794171764195,0.0496611415599508
4819,2012,indiana_henry,3.00384,0.0592925278868673,-0.5306895243527645,-3.24875790715249,0.5363915258032205,-4.345684318072366,-4.696778335292394,-3.839213278276701,0.0496611415599508
4860,2012,indiana_jay,3.40032,-0.185280689403392,-0.7912362973884187,-3.4059483321690864,0.5716363248177977,-4.088412233752288,-3.772063979837792,-3.083185696385488,0.0496611415599508
4901,2012,indiana_randolph,3.13152,-0.6042914491656468,-1.0743656904147514,-3.289899084949975,0.5622240486254254,-4.098673814143755,-4.065057045425895,-3.1930972710707173,0.0496611415599508
4943,2012,indiana_union,3.0576,1.8644280318914768,1.7569190113196662,-2.2701396802044123,0.5545257134069085,-3.827529457319645,-4.257890040528973,-3.6337358631843615,0.0496611415599508
4984,2012,indiana_wayne,2.76864,0.9098691971911798,0.3956526843425501,-3.259580454796088,0.5202425912755672,-4.28078089683967,-4.523445933019686,-3.686933690770784,0.0496611415599508
5026,2012,indiana_carroll,2.86944,-1.1955827526624885,-1.6566536740912896,-3.49147253488818,0.5401968810991392,-4.36137235657825,-4.593211569797344,-4.408106360255122,0.0496611415599508
5067,2012,indiana_cass,3.2256,-1.4788349449934348,-1.907488815109644,-3.882512004156335,0.5857511599925148,-4.6820823361571655,-4.811326481470737,-4.774695023238849,0.0496611415599508
5107,2012,indiana_elkhart,3.34656,-0.1788940627599563,-1.0068863034556388,-3.544919613304065,0.5842197770740883,-4.2976149968090605,-4.225649807619495,-4.683653747450166,0.0496611415599508
5148,2012,indiana_fulton,2.7888,-1.7603606448034712,-2.045268857632289,-4.209741386534378,0.5748080009634292,-5.084712895264064,-5.335603171497888,-5.528498615206867,0.0496611415599508
5190,2012,indiana_kosciusko,3.24576,-1.16612244923312,-1.7817871070181015,-4.1039343046248495,0.567658806648181,-4.887569189642375,-5.065323507086664,-5.432066106781996,0.0496611415599508
5232,2012,indiana_marshall,3.2928,-1.4372078031180548,-1.7897247009592143,-3.831215513362126,0.5784365177835189,-4.52218345678472,-4.671681563704561,-5.191040975126353,0.0496611415599508
5272,2012,indiana_miami,3.1248,-1.3661786446957276,-1.9883739075169409,-4.21431548461296,0.5904044874956701,-5.038058108089065,-5.0309598552963015,-4.928672771727874,0.0496611415599508
5313,2012,indiana_wabash,3.07776,-1.621074446051601,-1.943141938417144,-4.337285750138097,0.5686269320773881,-5.168504388275943,-5.201047526875388,-5.200276762194145,0.0496611415599508
5355,2012,indiana_adams,3.95136,1.4762272934223368,1.1942904722493006,-3.31725665202133,0.5779078758528255,-3.9230915064637646,-3.6767062368823193,-3.4214313407013752,0.0496611415599508
5396,2012,indiana_allen,3.55488,0.7569149769245879,0.1115102103993862,-3.877633582074098,0.5430917127662842,-4.564493297146237,-4.579928132783603,-4.642830546070243,0.0496611415599508
5438,2012,indiana_de kalb,2.9568,1.250135811397174,0.6294510347007103,-3.82310886480757,0.4942069386099258,-4.663606232709217,-4.868563804483194,-5.125451230583302,0.0496611415599508
5480,2012,indiana_huntington,3.4137599999999995,-1.0396488340703154,-1.6651194538266454,-4.013480070015279,0.5965859319093281,-4.76446467844526,-4.787625388490774,-4.681325809861661,0.0496611415599508
5522,2012,indiana_lagrange,3.03744,1.0417403139809307,0.3705029054090034,-3.524018141211465,0.5287874601203059,-4.452003890784211,-4.562963190282038,-4.857692794374718,0.0496611415599508
5564,2012,indiana_noble,2.9568,0.1740007389589606,-0.7545424728714752,-3.902939307764949,0.535764500145761,-4.742435602400196,-4.955726868566633,-5.333604428660699,0.0496611415599508
5606,2012,indiana_steuben,2.47968,1.5616391469775293,1.2616208041687178,-3.337013421434156,0.5014044814137356,-4.253854896758796,-4.52170334426376,-4.831278076744692,0.0496611415599508
5647,2012,indiana_wells,3.5616,0.2161722717587291,-0.5618130103988996,-3.670559515884378,0.5979702770965619,-4.363698601617739,-4.279864365266604,-4.032979401221599,0.0496611415599508
5688,2012,indiana_whitley,3.5212799999999995,-0.9612513736163408,-1.7557415513737873,-4.293303270981419,0.5663457613863242,-5.068715504885716,-5.268050459350125,-5.530268080216899,0.0496611415599508
5730,2012,indiana_benton,3.17856,-2.4222883378484625,-2.52939447836968,-4.040970054227011,0.5419579888896776,-5.086038037895992,-5.197550636604933,-5.03316693322621,0.0496611415599508
5772,2012,indiana_jasper,3.35328,-1.9453688006336505,-2.044442286051757,-3.4103500977245016,0.5723848778603994,-4.327139305684121,-4.753169546736047,-4.941163114453039,0.0496611415599508
5813,2012,indiana_lake,3.25248,-1.3577255855446293,-1.444723205029982,-2.296162622283318,0.6221191679956896,-2.876526427856359,-3.435178875569315,-3.991935300098112,0.0496611415599508
5895,2012,indiana_porter,3.67584,-1.0729920739641952,-1.2764537903198483,-2.42329189569638,0.6452228154532341,-2.916336079974128,-3.353750534173919,-3.929384877042073,0.0496611415599508
5936,2012,indiana_pulaski,2.66784,-1.7957336027847253,-2.000026317337793,-3.7052616328748735,0.5618291485782851,-4.522062074098392,-4.983910453048942,-5.181092052277413,0.0496611415599508
6014,2012,indiana_white,2.86272,-1.6869853238450634,-1.848477835242727,-3.5887203716480647,0.5065276162158244,-4.57209349104956,-4.91144309665587,-4.873018268042627,0.0496611415599508
6055,2012,indiana_harrison,2.17728,2.183333370420668,2.005555589993795,0.7033333256840705,0.5167941525370865,-1.3583333061801062,-2.181666665607029,-1.641666677263048,0.0496611415599508
6097,2012,indiana_jackson,3.03072,1.7130915550646315,1.5554921573088372,-1.8642424507986723,0.5488894217269339,-2.879531927066145,-3.3770167456332167,-2.9342288202991926,0.0496611415599508
6200,2012,indiana_orange,1.7808,1.1616666316986084,0.9883333245913188,-2.571249961853028,0.4034209569188072,-3.375,-3.868333339691162,-3.238333304723104,0.0496611415599508
6273,2012,indiana_washington,2.29824,1.5316239774991305,1.36669341302835,-1.877720335020851,0.5030231827807162,-2.838373459302462,-3.30482636226548,-2.757361093010658,0.0496611415599508
6314,2012,indiana_clark,2.3184,2.3333332538604736,2.209999958674113,0.4587500095367431,0.5616042276174594,-2.0333333810170493,-2.4666666984558105,-2.041666626930237,0.0496611415599508
6353,2012,indiana_dearborn,2.52,2.546666701634725,2.4166666666666665,-0.9437499940395356,0.5354572834808679,-3.509999990463257,-4.105000178019206,-3.7183334032694497,0.0496611415599508
6392,2012,indiana_franklin,2.78208,3.002635182974474,2.901543963705219,-0.1087735883469851,0.5428110716236331,-3.43758807692138,-4.038374169667562,-3.586113167408877,0.0496611415599508
6434,2012,indiana_jefferson,2.4864,2.276402776439985,2.147446749386964,-0.2855086779842775,0.556536768919076,-2.405002362639816,-2.8149074391082483,-2.445270840216566,0.0496611415599508
6475,2012,indiana_jennings,2.6208,1.976243540540315,1.808095862186844,-1.6187865333606122,0.5477440284547759,-3.018637762476139,-3.4896544920255064,-3.0730060917057407,0.0496611415599508
6517,2012,indiana_ripley,2.93664,2.2931493020841827,2.1144753301370804,-1.428036911449539,0.5680824013127012,-3.4186596208563422,-3.966235327739312,-3.5176977427937413,0.0496611415599508
6559,2012,indiana_scott,3.20544,2.2922293695387563,2.163584626622217,0.1943717649609772,0.5013299490702742,-1.9698496731798265,-2.28744624570473,-1.857654656280357,0.0496611415599508
6598,2012,indiana_daviess,2.09664,-0.6974142792396097,-1.2499919682581453,-3.7782717421890455,0.4461082799904199,-5.061350631049464,-5.362963635821818,-4.264734843663976,0.0496611415599508
6640,2012,indiana_dubois,2.5872,0.978761917636508,0.0401904770306177,-3.614857095479965,0.4442028498590906,-4.609523741404215,-4.823166597457159,-3.85711905388605,0.0496611415599508
6681,2012,indiana_gibson,2.34528,1.179717129660755,0.4987983732431066,-3.786176656013548,0.4237722561006443,-4.947396839863356,-4.940601131856213,-3.838548083618383,0.0496611415599508
6723,2012,indiana_greene,2.33856,-1.3577128242259289,-1.5824539978064758,-3.7351373969948334,0.4758030276633163,-5.071337003828703,-5.343205973816542,-4.378010505454902,0.0496611415599508
6762,2012,indiana_knox,2.37216,-0.294117933215631,-0.9098207084566264,-3.720513118307808,0.4260300094683848,-4.98814050667809,-5.379398550167455,-4.359954248993792,0.0496611415599508
6840,2012,indiana_pike,2.49312,0.824999988079071,-0.0166666706403096,-3.792499989271164,0.4896527780721831,-4.862499992052714,-4.960000077883403,-3.84333336353302,0.0496611415599508
6878,2012,indiana_posey,2.70144,1.434070311551691,1.0995878929159646,-3.985602350803368,0.4383182688401181,-5.05921383306447,-4.579259505587121,-3.711816457488199,0.0496611415599508
6919,2012,indiana_spencer,2.89632,1.0215869803587092,0.0450165488185461,-3.629937410972976,0.4907670223807223,-4.577545462183765,-4.601496842154488,-3.9774222718452337,0.0496611415599508
7001,2012,indiana_vanderburgh,2.47968,1.4651364140868637,1.1489492147629612,-3.77502635865196,0.3927049254730839,-4.776250617044284,-4.508965405176164,-3.791842260275706,0.0496611415599508
7042,2012,indiana_warrick,2.78208,1.3324139520417952,1.0026358581431534,-3.720523063417362,0.4452125546797443,-4.706811558077301,-4.5662909236507145,-3.885638595275257,0.0496611415599508
7082,2012,indiana_clay,2.27808,-1.2308251763489688,-1.3938524542432844,-3.563309503439241,0.4479264322201241,-5.016986025829009,-5.298068933810471,-4.535721948523028,0.0496611415599508
7161,2012,indiana_montgomery,2.7148799999999995,-1.1996865294912016,-1.4048585343259294,-3.3335740426021303,0.4920793475360632,-4.537001695182934,-4.274827363793678,-3.560718567613024,0.0496611415599508
7203,2012,indiana_owen,1.96896,-1.1661661434808428,-1.3297558989397873,-3.46618157440036,0.4361864608876146,-4.977029054122564,-5.219923515761863,-4.253145982998128,0.0496611415599508
7280,2012,indiana_putnam,2.16384,-1.0597968597293592,-1.2212353927866444,-3.337380428155102,0.4439411983473982,-4.805489198125975,-4.750304138926964,-3.850853495505298,0.0496611415599508
