,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Blooming,EVI_Podding,PDSI_Podding,PDSI_Dropping leaves,PDSI_Harvest,PIC
7322,2012,indiana_tippecanoe,2.7216,-1.3561246795106934,-1.5282043735089308,-3.3452797376058294,0.5123063520933665,-4.42281217867037,-4.377252796018415,-3.909860598579771,0.0496611415599508
7363,2012,indiana_vermillion,2.49312,-1.6686570038260768,-1.833671264829462,-3.814277482864652,0.4569285622517654,-5.264233059806732,-5.417645367452234,-4.935475115559462,0.0496611415599508
7405,2012,indiana_vigo,2.06976,-1.2083829257060463,-1.361708978867067,-3.503740098021513,0.4435266141232081,-4.975684247728726,-5.258248045380494,-4.603894684123374,0.0496611415599508
7446,2012,indiana_warren,3.17184,-2.1456623030159667,-2.3156309737783345,-4.020294779668271,0.5411794938562869,-5.078990865670523,-4.803352454069797,-4.283420951370984,0.0496611415599508
7488,2012,iowa_boone,3.07104,-3.108041266772367,-3.3426382567070863,-4.658854092541414,0.5947379239072679,-5.252212944280669,-6.385126525074965,-6.613436079120572,0.0190036620243376
7530,2012,iowa_dallas,2.69472,-2.633826139395917,-2.883538760554427,-4.293729198069784,0.5553526857671199,-4.932551341704055,-6.117521943147824,-6.353641796722967,0.0190036620243376
7572,2012,iowa_grundy,3.63552,-3.160451861405473,-3.4346621391164707,-4.818667393149692,0.681876343928665,-5.532697693972409,-7.039290466734223,-7.339051238313381,0.0190036620243376
7614,2012,iowa_hamilton,3.07776,-3.5144734420740504,-3.684285305338844,-4.918516663917647,0.5992669121625619,-5.631234153388269,-6.934874592371411,-7.112612848613653,0.0190036620243376
7656,2012,iowa_hardin,3.4137599999999995,-2.974738570333888,-3.195045114243439,-4.47527693682297,0.6031067488521157,-5.263626433370685,-6.74032633801679,-6.950178210839573,0.0190036620243376
7698,2012,iowa_jasper,3.4204799999999995,-2.8192410017427147,-3.087845859946316,-4.557262052942775,0.5999377398484371,-5.179286691507273,-6.126093500831221,-6.365451605815613,0.0190036620243376
7739,2012,iowa_marshall,3.77664,-3.074471767835764,-3.338129550725889,-4.819059992667565,0.644546482349541,-5.46469490414083,-6.676707193377553,-6.9297993929442185,0.0190036620243376
7780,2012,iowa_polk,3.33984,-2.526521392160369,-2.7704903417940607,-4.154174386705557,0.5935063553497467,-4.751623396968069,-5.722170975795169,-5.995702024477425,0.0190036620243376
7822,2012,iowa_poweshiek,3.54144,-3.192167829034528,-3.4733642948441545,-4.983635821068778,0.5994225919130306,-5.618383178232944,-6.420221027547989,-6.604832282383724,0.0190036620243376
7863,2012,iowa_story,3.28608,-2.7283282211599293,-2.96372331890702,-4.248647094936615,0.6379687297062162,-4.865671687041789,-5.943723818721,-6.181083038931143,0.0190036620243376
7905,2012,iowa_tama,3.54144,-3.390919233941919,-3.6642575499483727,-5.26858954013786,0.6576937474794315,-5.908474592709233,-7.071847397483643,-7.316026380262869,0.0190036620243376
7947,2012,iowa_webster,3.13824,-3.61145121793692,-3.796775078048365,-5.001737070946275,0.6236366293692678,-5.662789714813564,-6.984678336695094,-7.125426087131908,0.0190036620243376
7989,2012,iowa_benton,3.192,-3.336374512939169,-3.5994255520405,-5.385878511106158,0.6264292648461101,-6.060283768377142,-7.013292991199357,-7.22180237244073,0.0190036620243376
8031,2012,iowa_cedar,3.80352,-2.765445070909024,-2.9454099502954447,-4.382918753561129,0.642944332048618,-4.946170872790225,-5.756751085805451,-5.888349148050757,0.0190036620243376
8072,2012,iowa_clinton,3.4944,-2.301854548887773,-2.485290860696272,-4.035345489111814,0.6286450322586954,-4.697603044220895,-5.756136371728146,-5.946631861600008,0.0190036620243376
8114,2012,iowa_iowa,3.54144,-2.995466958184681,-3.217273003342017,-4.810209932988293,0.574439848084034,-5.455074327009361,-6.053717864802375,-6.162369833759092,0.0190036620243376
8155,2012,iowa_jackson,3.16512,-2.049999952316284,-2.3350000381469727,-4.049999952316284,0.502983136921613,-4.819999853769938,-6.136666774749756,-6.375,0.0190036620243376
8195,2012,iowa_johnson,3.18528,-2.9532339756305404,-3.0926923249383163,-4.454234118238057,0.5821845329955225,-5.046837371391513,-5.723198317917141,-5.772156372361146,0.0190036620243376
8236,2012,iowa_jones,3.46752,-2.39663759673514,-2.676080090659005,-4.48186420148258,0.7090998319489836,-5.152311257507466,-5.998641155876488,-6.218815307583958,0.0190036620243376
8278,2012,iowa_linn,3.09792,-2.4360074224016004,-2.713892442851462,-4.491644711601751,0.5764099099326475,-5.165552073278396,-6.022958925392949,-6.266345023857391,0.0190036620243376
8318,2012,iowa_muscatine,3.50112,-3.271275952902591,-3.2928567943857305,-4.320599539708533,0.5976776586658396,-4.767585801202396,-5.405112929316897,-5.42384705504751,0.0190036620243376
8360,2012,iowa_scott,3.33984,-2.7483564163436,-2.826410399755305,-4.091692782438878,0.6286266425186305,-4.592603198293346,-5.417439227549049,-5.510810864214994,0.0190036620243376
8402,2012,iowa_butler,2.688,-3.533548228711967,-3.705322296935392,-5.014328180738242,0.5702109218020252,-5.81349499139441,-7.355229899394942,-7.642444195517575,0.0190036620243376
8444,2012,iowa_cerro gordo,2.856,-3.8224069111466106,-3.953179610247245,-5.237937286178672,0.5858476106333431,-6.066016542970144,-7.824403340128207,-8.163952826337162,0.0190036620243376
8486,2012,iowa_floyd,2.76192,-3.726159917298859,-3.837640006029999,-5.172657460328832,0.5838421170308762,-6.005108471096939,-7.431752419844359,-7.745920218647238,0.0190036620243376
8527,2012,iowa_franklin,2.9904,-3.370849060562421,-3.540978172684852,-4.778642088559557,0.6380496860713453,-5.588803426116872,-7.257358444324987,-7.541817279416021,0.0190036620243376
8569,2012,iowa_hancock,2.78208,-3.4951932904574847,-3.646043989232834,-4.743808315666664,0.6171786410818005,-5.494758143093122,-7.243067483310523,-7.564224191667819,0.0190036620243376
8611,2012,iowa_humboldt,2.8896,-3.2578053508261653,-3.411632035809366,-4.510883224113182,0.6364831823245061,-5.178467620162269,-6.75953326766647,-6.957356227574104,0.0190036620243376
8653,2012,iowa_kossuth,3.19872,-2.9335884647228947,-3.023818506695605,-3.854409615800752,0.674768701177524,-4.536609791849696,-6.1956364160734205,-6.5377360977803125,0.0190036620243376
8695,2012,iowa_mitchell,2.856,-3.5413963278134664,-3.627641964066136,-4.958558535361075,0.5650140609976395,-5.72093170713018,-7.205815255319751,-7.583305105003152,0.0190036620243376
8737,2012,iowa_winnebago,3.20544,-3.373481457350684,-3.4520728999525443,-4.577688669417829,0.6651469399769397,-5.30467206875689,-7.04374172833585,-7.432860265526923,0.0190036620243376
8779,2012,iowa_worth,3.06432,-3.7367816497778943,-3.8376008201289817,-5.085795235485149,0.6393036528732481,-5.835802444317898,-7.565406094866334,-7.969754611826239,0.0190036620243376
8821,2012,iowa_wright,3.05088,-3.4835534525444567,-3.619021003595592,-4.87307025143836,0.6179710142299076,-5.615582712718805,-7.168583629781467,-7.381749785024136,0.0190036620243376
8901,2012,iowa_black hawk,2.9904,-3.297873424866736,-3.578273150849397,-5.180539991438405,0.5861488916074149,-5.909636161443223,-7.193809922747978,-7.474823907128426,0.0190036620243376
8943,2012,iowa_bremer,3.13824,-3.6145058319383927,-3.801420233234804,-5.303325861135129,0.5619193797073497,-6.111243654054647,-7.378578264021882,-7.67570128020493,0.0190036620243376
8984,2012,iowa_buchanan,3.16512,-2.777443974541976,-3.075896853288727,-4.844786956171284,0.6291271455482619,-5.608176358968509,-6.838520125601502,-7.118688224142442,0.0190036620243376
9026,2012,iowa_chickasaw,2.9232,-3.881052351309585,-4.016983720991347,-5.423357728727504,0.6089109819424166,-6.190956431120831,-7.340714539318045,-7.631374266256696,0.0190036620243376
9065,2012,iowa_clayton,3.67584,-2.755000114440918,-3.014999866485596,-4.447499752044678,0.7030846099281791,-5.101666768391927,-6.390000025431315,-6.537500143051148,0.0190036620243376
9105,2012,iowa_dubuque,3.64224,-2.049999952316284,-2.3350000381469727,-4.049999952316284,0.502983136921613,-4.819999853769938,-6.136666774749756,-6.375,0.0190036620243376
9144,2012,iowa_fayette,3.40032,-3.163043460120326,-3.3747766421037024,-4.981802480808203,0.6742500950266783,-5.756670704210439,-7.075907859249392,-7.384625619736271,0.0190036620243376
9186,2012,iowa_howard,3.1180799999999995,-3.7701674196957415,-3.899007901196231,-5.21698500940585,0.5956159156741188,-5.895641913019776,-6.9917914694896055,-7.307332558428507,0.0190036620243376
9228,2012,iowa_winneshiek,3.0172799999999995,-3.5880638405792697,-3.7324435164157617,-5.029219844735655,0.5867911961373891,-5.637719246379117,-6.6583678578971925,-6.919243471963066,0.0190036620243376
9270,2012,iowa_buena vista,2.87616,-3.2918517661234223,-3.398621292247028,-3.871279451236415,0.6262667571392339,-4.45409035157134,-5.965937609135184,-6.197887189251357,0.0190036620243376
9311,2012,iowa_cherokee,3.44736,-2.95657224167897,-2.933556738531531,-3.38605567241236,0.6594940057468683,-4.024242655604218,-5.438401689589907,-5.692454518021792,0.0190036620243376
9352,2012,iowa_clay,3.36672,-2.131780476349296,-2.076202405255614,-2.4709082238261124,0.6052134711502365,-3.098417400454984,-4.578530036769233,-4.862638919594767,0.0190036620243376
9394,2012,iowa_dickinson,3.23904,-2.206856972015412,-2.050091278238664,-2.32994271079135,0.6211134595461528,-2.9066687017296355,-4.337553798918631,-4.675330635645327,0.0190036620243376
9436,2012,iowa_emmet,3.1248,-2.240855444292768,-2.1823693625996032,-2.5755374569008698,0.6157164160756395,-3.170002972058092,-4.6664492030090114,-5.035059696313125,0.0190036620243376
9477,2012,iowa_lyon,3.48096,-2.8085007015406576,-2.656636043285004,-3.082153499941602,0.6606797635906477,-3.7659995122581065,-5.070315018408782,-5.3975326433355,0.0190036620243376
9519,2012,iowa_osceola,3.38688,-2.330501980734343,-2.150583190823545,-2.500966812808915,0.6497453024110825,-3.139483503901919,-4.505033351139661,-4.846681699091845,0.0190036620243376
9560,2012,iowa_palo alto,3.29952,-2.4116906179866464,-2.4894183112839348,-3.090231008310892,0.6485902116630161,-3.691354282698769,-5.2661386429593895,-5.574683088197685,0.0190036620243376
9601,2012,iowa_plymouth,2.47296,-3.175000538457704,-3.131987719432751,-3.53776347391564,0.5734461647039899,-4.217598477247768,-5.665797844346844,-5.976262930437563,0.0190036620243376
9640,2012,iowa_pocahontas,3.08448,-3.180391410535255,-3.3251846675137173,-4.204808013328913,0.6795132089771868,-4.815226104411839,-6.351379574465391,-6.567582126340948,0.0190036620243376
9681,2012,iowa_sioux,3.23904,-2.76663639149949,-2.700848253069904,-3.0759483748848546,0.6079304237380746,-3.774329637660944,-5.182246343129991,-5.539559955646359,0.0190036620243376
9722,2012,iowa_appanoose,1.65312,-2.713363222316714,-2.859219511087045,-4.321050045879122,0.4228340414411971,-4.822353088269519,-5.703766003709305,-5.894134875539214,0.0190036620243376
9763,2012,iowa_clarke,2.63424,-1.4485584638556654,-1.7187977584704397,-3.258602974321936,0.451840511210991,-3.8825065151584974,-4.776315409885046,-4.98655373337981,0.0190036620243376
9803,2012,iowa_decatur,2.27136,-1.612945453759557,-1.8338195899945329,-3.266835993475266,0.4685688239532747,-3.865765621109901,-4.839197272978276,-4.988154219758007,0.0190036620243376
9842,2012,iowa_lucas,2.4192,-2.154060792337041,-2.365968436229431,-3.891461408856739,0.4798687096565719,-4.453037901698484,-5.443200753589388,-5.707422543436968,0.0190036620243376
9883,2012,iowa_madison,2.46624,-1.86594454769726,-2.125968942284829,-3.62883789598697,0.4960707446252663,-4.311900206986231,-5.557411452256843,-5.790730183190635,0.0190036620243376
9925,2012,iowa_marion,3.06432,-2.3308719458824663,-2.6058393195875054,-4.08606550038451,0.4970866642850995,-4.69000109651945,-5.551530523375997,-5.806872780638488,0.0190036620243376
9965,2012,iowa_monroe,2.21088,-2.8579326279987427,-3.072646537793084,-4.499838454964307,0.4844042432662628,-5.033618649011977,-5.868029514838504,-6.08529078338792,0.0190036620243376
10007,2012,iowa_ringgold,2.47968,-1.130418168215676,-1.367466673867343,-2.754306530234792,0.4551113468083707,-3.398674926185401,-4.301356611301109,-4.411765051966704,0.0190036620243376
10048,2012,iowa_union,2.22432,-1.3641336288862251,-1.6415419586090785,-3.096482922541352,0.4745768588771751,-3.763941131058941,-4.768481229315186,-4.925338348892046,0.0190036620243376
10090,2012,iowa_warren,2.9097599999999995,-2.328474001995751,-2.5982136518779737,-4.111676500558426,0.4817065095408803,-4.73559547897444,-5.8499461310413485,-6.145123457994239,0.0190036620243376
10131,2012,iowa_wayne,1.88832,-2.279027370462576,-2.4580979063377804,-3.931565319029404,0.4663235633326237,-4.480271081211868,-5.4290578118308295,-5.605244659991367,0.0190036620243376
10172,2012,iowa_davis,1.96896,-2.945721840402883,-2.998832257689944,-4.21426223848023,0.4218630781816806,-4.708634097780308,-5.522006381089521,-5.690429930980545,0.0190036620243376
10214,2012,iowa_des moines,3.2256,-3.519054649142445,-3.471662472952441,-4.1869162779471605,0.6237840811070622,-4.6440757608857455,-5.312138361777549,-5.299305209956193,0.0190036620243376
10255,2012,iowa_henry,3.38016,-2.986056847197829,-2.9136355712799498,-3.731351831793742,0.601512145653521,-4.218203060646254,-5.023380998162053,-5.067108208918286,0.0190036620243376
10297,2012,iowa_jefferson,2.9568,-2.7713141538181887,-2.7794864575068154,-3.914816723818205,0.5200480226290564,-4.479252996973038,-5.306545214381427,-5.455597470788395,0.0190036620243376
10339,2012,iowa_keokuk,3.29952,-2.827573259309924,-3.011274007261101,-4.371007777160372,0.5385544056359621,-5.011153825038391,-5.605046685150991,-5.73363421901051,0.0190036620243376
10380,2012,iowa_lee,2.89632,-3.0153880768513512,-2.952562523698715,-3.8317311195856174,0.6177700769421025,-4.32479899567316,-5.253773319229296,-5.331222001064122,0.0190036620243376
10422,2012,iowa_louisa,3.5145599999999995,-3.457439596008441,-3.414287370771874,-4.201305808420257,0.6296828601630702,-4.638844706818188,-5.191836387320559,-5.181553837570933,0.0190036620243376
10463,2012,iowa_mahaska,3.44064,-2.7241614554439666,-2.983896136494652,-4.401365845334082,0.5551774130612012,-4.999771871299388,-5.665513598056738,-5.859366648725321,0.0190036620243376
10504,2012,iowa_van buren,2.8224,-2.740915013549509,-2.7022897039235407,-3.686278893689792,0.516256413453918,-4.1738856144327485,-5.159768139882655,-5.3114071037764905,0.0190036620243376
10546,2012,iowa_wapello,2.83584,-2.7421117886318704,-2.8736641260991003,-4.119245053848219,0.508416099560714,-4.691298814946101,-5.474757124361376,-5.680691474090786,0.0190036620243376
10588,2012,iowa_washington,3.46752,-2.924433156927216,-2.9501712082865392,-4.042554908451883,0.5855510499163731,-4.645614477970921,-5.25623994896598,-5.309044199024744,0.0190036620243376
10629,2012,iowa_adair,2.59392,-1.6951539333447934,-1.9484369732377944,-3.441015487983207,0.5064192101281283,-4.165424596680427,-5.4213719129562365,-5.579722914666183,0.0190036620243376
10670,2012,iowa_adams,2.74848,-1.7140728002268253,-1.9982356077947048,-3.4242510617832,0.5090433048966334,-4.11355411891181,-5.11592441517208,-5.194089472591777,0.0190036620243376
10709,2012,iowa_cass,2.49312,-2.639666940771749,-2.883342705176692,-4.2162716226774855,0.5436056687686929,-4.921158390848187,-6.137926002662408,-6.169444214905438,0.0190036620243376
10751,2012,iowa_fremont,2.78208,-2.5599063519736,-2.82477004448155,-4.010550678539996,0.5914238741503732,-4.618790756570003,-5.5168955420591415,-5.520078857374253,0.0190036620243376
10792,2012,iowa_mills,2.5536,-2.84265359170144,-3.1067360348964743,-4.262920416416501,0.5857440573758469,-4.8628246223388905,-5.996775892004564,-6.039834286756872,0.0190036620243376
10830,2012,iowa_montgomery,2.86272,-2.4553201751240805,-2.741990427528146,-3.98680042927904,0.566088129828696,-4.664180675667404,-5.692418745835454,-5.714632332872048,0.0190036620243376
10872,2012,iowa_page,3.07776,-2.089758281688688,-2.38079596738216,-3.685540125953851,0.5476018651983184,-4.321140513616435,-5.057353986212431,-5.054639528186783,0.0190036620243376
10914,2012,iowa_pottawattamie,2.32512,-2.8933752655674256,-3.129524622823207,-4.271928123443426,0.5831989919366315,-4.932525222690665,-6.248758755752621,-6.32048307386599,0.0190036620243376
10955,2012,iowa_taylor,2.64768,-1.343883781303688,-1.6050025499012852,-3.0136155755725227,0.4974691937788013,-3.662179132808927,-4.49091444056414,-4.561782602323303,0.0190036620243376
10995,2012,iowa_audubon,2.60064,-3.278131741353883,-3.4614186903540367,-4.687640265497691,0.5751005133447645,-5.36837635026987,-6.5982938477064215,-6.626955390350458,0.0190036620243376
11037,2012,iowa_calhoun,2.7081599999999995,-3.754963027572924,-3.945556439691323,-4.965769510661053,0.6043386873936704,-5.579100735519783,-6.873015116809562,-7.012566331213017,0.0190036620243376
11079,2012,iowa_carroll,2.67456,-3.924445108414809,-4.097234254128464,-5.16391499465871,0.5760000654653269,-5.794726408809145,-6.955969558048101,-7.052927809480195,0.0190036620243376
11121,2012,iowa_crawford,3.06432,-3.7841876447509177,-3.891758413469432,-4.679893486908526,0.6252582802016944,-5.278353498244375,-6.533861401876909,-6.683124362414931,0.0190036620243376
11163,2012,iowa_greene,2.57376,-3.8838165403417073,-4.100081886752612,-5.319474502439933,0.542792688807807,-5.899322960156481,-7.011523412293728,-7.147057566905694,0.0190036620243376
11205,2012,iowa_guthrie,2.53344,-2.757526988401412,-2.964760038655721,-4.316802995548644,0.5341511239950195,-5.004996619178254,-6.282652553245757,-6.429398325647402,0.0190036620243376
11246,2012,iowa_harrison,2.47296,-3.310881416318052,-3.4511085199467466,-4.368696842076715,0.5310317679832709,-4.977222435178163,-6.3670060774421104,-6.513349817567534,0.0190036620243376
11286,2012,iowa_ida,3.4204799999999995,-3.4233454760225346,-3.4759001946493986,-3.918231387167181,0.6206662399030848,-4.502125407884855,-5.825184374689568,-6.042496323361945,0.0190036620243376
11327,2012,iowa_monona,2.43936,-3.7011648222120144,-3.750885773061544,-4.329961286134944,0.5717022975149083,-4.877006802975605,-6.204292441110781,-6.431983673730048,0.0190036620243376
11369,2012,iowa_sac,2.92992,-3.849232424019757,-3.984014573538763,-4.575313743478185,0.604417592045058,-5.145815691192168,-6.543236841118798,-6.749577859103596,0.0190036620243376
11410,2012,iowa_shelby,2.9232,-3.3658064338780527,-3.530806466404417,-4.6120488421233095,0.6536581732596108,-5.275672783445597,-6.539277793293393,-6.580422853945438,0.0190036620243376
11451,2012,iowa_woodbury,2.84928,-3.421373930470062,-3.412044719631338,-3.9059873036448542,0.5787701886715765,-4.493199933619953,-5.846734239288541,-6.123721286344269,0.0190036620243376
11514,2012,michigan_clare,3.27264,-0.8649999797344208,-0.929999977350235,-1.549999992052714,0.4631415948470028,-1.852500021457672,-2.0299999713897705,-2.4716666539510093,0.1026674870561002
11538,2012,michigan_gladwin,3.57504,-0.6475000381469727,-0.7350000143051147,-1.4416666825612383,0.5887272376708574,-1.7774999737739563,-1.5199999809265137,-1.9683333237965897,0.1026674870561002
11577,2012,michigan_gratiot,3.58176,0.2424784206176526,-0.1792002368731246,-1.7421950444573409,0.624164367843334,-2.1558112620415706,-2.296783672857888,-2.6966570885555474,0.1026674870561002
11617,2012,michigan_isabella,3.82368,-0.5694674796216772,-0.7721493858693064,-1.576394911296256,0.5857131968242094,-1.961298790088136,-2.400047601876003,-2.8463320848217486,0.1026674870561002
11659,2012,michigan_midland,3.54816,-0.6949420707308658,-0.8016629258925249,-1.5392214640433004,0.6199862928715403,-1.852995143476623,-1.4848262416407667,-1.9264212736278008,0.1026674870561002
11701,2012,michigan_montcalm,2.9097599999999995,0.6775000095367432,0.1449999958276749,-1.693333387374878,0.6456800652558836,-2.1924999952316284,-2.4800000190734863,-2.8683332602183023,0.1026674870561002
11743,2012,michigan_arenac,3.4204799999999995,-1.269719099730588,-1.4162359589271332,-2.3526872709002835,0.4981742107068884,-2.832668623227751,-2.4511376204115622,-2.8223407790901955,0.1026674870561002
11783,2012,michigan_bay,3.40032,-0.7608744251034981,-0.8975779151223426,-1.7246619940173715,0.5661526982542116,-2.1174883575772125,-0.9576895154631414,-1.4539883722353348,0.1026674870561002
11823,2012,michigan_huron,3.3936,1.1091666618982952,1.001666675011317,-1.5033333400885265,0.4981018000335744,-2.0425000190734863,-1.7958333293596904,-2.147222227520413,0.1026674870561002
11865,2012,michigan_saginaw,3.4137599999999995,1.1592910853701173,1.0281003425497188,-0.7714729010371327,0.5974430748306001,-1.553598615341533,-1.3056180812238,-1.6960271009008778,0.1026674870561002
11907,2012,michigan_sanilac,3.1584,1.2319991677476,1.1049198109144391,-0.8890469915709241,0.553663620580687,-1.619496544132272,-2.048750095434742,-2.2854540538937886,0.1026674870561002
11949,2012,michigan_tuscola,3.47424,-0.6225930020115891,-0.6713730931039242,-1.663507334053411,0.6205741880251006,-1.9918646363960129,-1.7338418214721358,-2.095920097036661,0.1026674870561002
11989,2012,michigan_alpena,2.3049599999999995,-1.25,-1.3450000286102295,-1.4133333365122478,0.5436698132834468,-1.7049999833106997,-2.590000033378601,-2.9100000063578286,0.1026674870561002
12061,2012,michigan_barry,2.76864,2.106057418704604,1.91965549739354,-0.8439936135564313,0.5054170615245435,-2.1902129080877346,-2.9825741530605487,-3.329480100552622,0.1026674870561002
12102,2012,michigan_branch,2.8089599999999995,1.8277152376871992,1.415015193435648,-2.9215923906740984,0.5354065857144106,-3.6329481504721706,-3.970297959388549,-4.161097848868814,0.1026674870561002
12143,2012,michigan_calhoun,2.1504,2.4786398774206067,2.1232367832984487,-1.7107248162893625,0.4880807126139574,-3.064255020630706,-3.7880302169812574,-4.0345309317635545,0.1026674870561002
12185,2012,michigan_clinton,3.17856,1.3689339808963863,1.1728344372067163,-1.2384767150998863,0.5790065628583847,-1.9176864514881544,-2.293138338033854,-2.6318801015309674,0.1026674870561002
12227,2012,michigan_eaton,2.7216,2.3208634670574257,2.1223646614981657,-0.5330923974357779,0.5394988282611688,-2.1018811534883475,-2.899052259782503,-3.204783009535796,0.1026674870561002
12269,2012,michigan_hillsdale,2.67456,2.1972101428382533,1.8091686591506009,-2.8963410816988264,0.5444729686090264,-3.5325350462040306,-3.9859909912400457,-4.157060454716635,0.1026674870561002
12311,2012,michigan_ingham,2.63424,3.031646568755635,2.804628113426606,1.0845905615418567,0.5267350124368818,-0.33914960757717,-2.587701890168563,-2.8585414626099457,0.1026674870561002
12353,2012,michigan_ionia,3.3936,1.7089680659760746,1.5587044744674508,-0.9263523217396562,0.5866689093627381,-1.9617305819026607,-2.38812580866922,-2.769670680516583,0.1026674870561002
12395,2012,michigan_jackson,1.95552,3.1789969886410114,2.82375572250979,-0.2037908274693486,0.4836206735535964,-2.2826753483233952,-3.580420460456457,-3.828387418423784,0.1026674870561002
12437,2012,michigan_shiawassee,3.04416,2.569314466889593,2.471827373133105,0.8295130183278004,0.5722033507065831,-0.2431928017739971,-1.6392566264044532,-2.041713847570396,0.1026674870561002
12479,2012,michigan_genesee,2.856,2.3527378673307524,2.30530421911148,0.6725321268273244,0.5772261860093344,-0.234757128832456,-1.559097397011044,-1.90632029842045,0.1026674870561002
12521,2012,michigan_lapeer,2.9232,1.5092112446264825,1.4454030824128226,-0.7748642493541359,0.6117701163434293,-1.0969016022306488,-1.601850889008889,-1.9965669243688968,0.1026674870561002
12563,2012,michigan_lenawee,2.29824,2.835423141504325,2.4681411297966065,-1.2462687112591526,0.4728200833422283,-3.105712797437566,-3.974084183409973,-4.1460479690991,0.1026674870561002
12605,2012,michigan_livingston,2.76864,3.357710065738532,3.1539496702084726,1.6139697775335622,0.5546407181433691,1.080542857406937,-2.152063217293006,-2.4459275883631246,0.1026674870561002
12646,2012,michigan_macomb,2.92992,3.6454062839051584,3.4923114090976086,2.219853009131198,0.571375369148309,1.9032972868257143,1.214468243936334,0.1249010814693019,0.1026674870561002
12688,2012,michigan_monroe,2.37216,3.874431982951032,3.5633409804933605,1.6526326433458811,0.4579150903540964,0.4111166669800877,-2.5394704865788422,-3.040095830007836,0.1026674870561002
12728,2012,michigan_oakland,2.46624,3.197499990463257,3.007499933242798,1.6916666825612383,0.5614859080342308,1.3774999976158142,0.1350000202655792,-1.5483333468437197,0.1026674870561002
12759,2012,michigan_washtenaw,1.57248,3.616654522399128,3.259349649145998,0.8789117211812577,0.4388478673048287,-1.4598256969799237,-3.803111348700449,-4.0024003022419175,0.1026674870561002
12799,2012,michigan_wayne,1.58592,4.371732793421735,4.061487542313673,2.336123846932758,0.4204537057942389,1.7312004434290906,-1.1571346733540235,-2.4574739213361454,0.1026674870561002
12836,2012,michigan_allegan,2.64096,0.5433333218097687,-0.0183333456516265,-2.086111081971063,0.5421372856353587,-2.721666693687439,-3.830000122388204,-4.06111126475864,0.1026674870561002
12876,2012,michigan_berrien,3.07104,-1.328847388291446,-1.5296902964393069,-3.051075982349553,0.5607508056642133,-3.477747017466081,-3.6054835324504273,-3.86805193601616,0.1026674870561002
12915,2012,michigan_cass,2.9164799999999995,-0.8716666996479034,-1.631666680177053,-3.504999981986152,0.5751947730163097,-4.045000036557516,-4.074166536331177,-4.388333267635769,0.1026674870561002
12957,2012,michigan_kalamazoo,2.46624,1.563587299288792,1.2437643959651865,-2.393575002373345,0.5032508432316274,-3.1685543765346145,-4.055564335189895,-4.2714004199757545,0.1026674870561002
12998,2012,michigan_kent,2.94336,1.5387499928474426,1.3724999874830246,-1.1866666674613953,0.5146531707386703,-2.018750011920929,-2.745000004768372,-3.158333301544189,0.1026674870561002
13037,2012,michigan_ottawa,2.52672,1.2658333579699197,1.125833342472712,-1.6149999830457895,0.4726336951457838,-2.2116666237513227,-3.189166704813639,-3.470000028610229,0.1026674870561002
13077,2012,michigan_van buren,2.61408,-0.8574999868869781,-1.0725000202655792,-2.684999942779541,0.5582839569891354,-3.237499952316284,-3.5625,-3.7699999809265137,0.1026674870561002
13108,2012,michigan_mason,3.10464,-1.2949999570846558,-1.350000023841858,-1.8583333492279053,0.5127975778736972,-1.992500066757202,-2.872499942779541,-3.053333282470703,0.1026674870561002
13226,2012,minnesota_benton,2.72832,-3.161249876022339,-2.449999988079071,-1.9737499654293065,0.6414202928402638,-2.1849999825159707,-3.311250030994416,-3.771250069141388,0.0498504989831078
13267,2012,minnesota_carver,3.3264,-3.054312391898298,-2.221211464039534,-1.2435458607868348,0.660716300215491,-1.4927953361975088,-2.4961074136989696,-2.8308609299740555,0.0498504989831078
13309,2012,minnesota_kandiyohi,3.1180799999999995,-2.57340386479135,-2.100330989925392,-1.9389648868144,0.6354053674177407,-2.351137809857476,-3.528148046639491,-3.9543711152691214,0.0498504989831078
13349,2012,minnesota_mcleod,3.19872,-2.7494677301925066,-1.9243397751029203,-1.0684903191213908,0.6552705981912941,-1.358737752210683,-2.335949722351683,-2.7118052140347,0.0498504989831078
13391,2012,minnesota_meeker,3.00384,-2.178659306513034,-1.5332748813451906,-1.050160370418708,0.6423420090124843,-1.4055740382435988,-2.577865690564652,-2.992234735930566,0.0498504989831078
13428,2012,minnesota_morrison,2.60064,-3.0999999046325684,-2.674999952316284,-2.439999938011169,0.5723304626914172,-2.7749999364217124,-3.884999990463257,-4.332499980926514,0.0498504989831078
13461,2012,minnesota_renville,3.07776,-2.488550718318244,-1.741895340049516,-1.5419170645316052,0.6662215603545794,-1.948518511101051,-3.0784609608796094,-3.4950986457907622,0.0498504989831078
13503,2012,minnesota_scott,3.25248,-3.0748619928437995,-2.363836104315645,-1.5456969623429158,0.6081238761158151,-1.81553620867934,-2.6698772811369578,-3.0452096046195525,0.0498504989831078
13543,2012,minnesota_sherburne,2.37216,-2.689999938011169,-1.9049999713897705,-1.3700000047683716,0.5576660027834962,-1.5866666634877522,-2.8274999856948853,-3.290000081062317,0.0498504989831078
13579,2012,minnesota_sibley,2.8896,-2.92299388426846,-2.0189270173694687,-1.3398632459451945,0.6422170993800814,-1.6921084786288698,-2.9439692023993658,-3.334903088947057,0.0498504989831078
