,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Silking,EVI_Dough,PDSI_Dough,PDSI_Dent,PDSI_Maturity,PDSI_Harvest,PIC
8073,2012,iowa_jackson,7.187598775200001,-2.010222252622129,-2.0541866596990355,-4.048683412775053,0.5337566655324438,-5.041243784706802,-5.598238846527024,-5.951373003643607,-6.192623898776545,0.0201746748658085
8115,2012,iowa_johnson,8.3039971888,-2.951168906967669,-2.893901112441859,-4.466783693548808,0.5478100507235315,-5.278019604139997,-5.672128866013817,-5.771440737105134,-5.782998060814889,0.0201746748658085
8156,2012,iowa_jones,7.984130227600001,-2.109733951567142,-2.202627937812775,-4.355635084459269,0.5472927261254329,-5.266993913469527,-5.7410150527515,-5.9595555786451415,-6.122793127413547,0.0201746748658085
8197,2012,iowa_linn,7.789701290400001,-2.374536042203611,-2.4375999368289527,-4.577859830323954,0.5547225600403249,-5.466414493828121,-5.8459768893177335,-6.045582755575961,-6.301034017167766,0.0201746748658085
8238,2012,iowa_muscatine,9.5709212312,-3.507936016502062,-3.3471690247653383,-4.402098473470484,0.5681971210943648,-5.022479986036572,-5.435623076786967,-5.563588066869844,-5.53640309406329,0.0201746748658085
8280,2012,iowa_scott,8.2600938804,-2.836042138813548,-2.7090057781666,-4.039463625156351,0.5940982036213833,-4.747281807833325,-5.198309591112032,-5.414474013667882,-5.477756300321663,0.0201746748658085
8322,2012,iowa_butler,7.651719464,-3.71506782892869,-3.601858281818864,-5.044518486777236,0.5666542783687557,-6.144168100517783,-6.71461625431095,-7.202189102538923,-7.609584707570793,0.0201746748658085
8364,2012,iowa_cerro gordo,7.8273326976,-4.028398308525379,-3.873138445240043,-5.247493591883298,0.583997448194,-6.368352121303556,-6.999529948795419,-7.594558457101519,-8.106196300766584,0.0201746748658085
8406,2012,iowa_floyd,7.7269822784,-4.001588884406881,-3.8214046560581583,-5.1818968791179305,0.5771734548594479,-6.306616177778027,-6.802454085192477,-7.2076750265735505,-7.642667813753232,0.0201746748658085
8448,2012,iowa_franklin,9.4078518,-3.517369361718496,-3.420229215634518,-4.801436440401352,0.6107668200826872,-5.91257160253251,-6.513314765208729,-7.061471297195755,-7.490264409399899,0.0201746748658085
8490,2012,iowa_hancock,8.9876344196,-3.7492729502764366,-3.618654685209561,-4.88071048281348,0.5980614918102782,-5.920616439233083,-6.535777147480403,-7.132847387396692,-7.612897162973262,0.0201746748658085
8532,2012,iowa_humboldt,9.1632476532,-3.576166774615505,-3.4363909464456848,-4.680683938552682,0.6068213389595927,-5.616468824916947,-6.193649986920968,-6.739277465240634,-7.0750812797143565,0.0201746748658085
8574,2012,iowa_kossuth,10.3235493752,-3.0578711757598547,-2.9547946532969176,-3.824214351943508,0.6624987341560116,-4.756036352457096,-5.313868649285825,-5.878202498174105,-6.364092110980561,0.0201746748658085
8616,2012,iowa_mitchell,8.241278176800002,-3.884026323178084,-3.691605884250623,-4.982496884918128,0.5924323944850366,-5.971576602629735,-6.434576701031685,-6.8911141310112365,-7.4230187364835345,0.0201746748658085
8658,2012,iowa_winnebago,10.1040328332,-3.562603712924844,-3.406958811895305,-4.471679611290551,0.6553603465055016,-5.470234061855537,-6.033850178128444,-6.6516540338390895,-7.222615385729888,0.0201746748658085
8700,2012,iowa_worth,8.975090617200001,-3.98179645189546,-3.81739818074624,-5.059274244866351,0.6130931772968888,-6.085380896777263,-6.629850784678059,-7.200725994603693,-7.785496088965307,0.0201746748658085
8742,2012,iowa_wright,9.6399121444,-3.6955422557615263,-3.5547637260125,-4.899638881066334,0.598050052435233,-5.93072309808924,-6.505216439704115,-7.028238556621171,-7.3876733296235955,0.0201746748658085
8784,2012,iowa_allamakee,9.6336402432,-2.8008625028327736,-2.7453300902613544,-4.176739386555521,0.6161137590200908,-4.999171265094069,-5.370631467552418,-5.766463362664223,-6.07597252435717,0.0201746748658085
8826,2012,iowa_black hawk,7.927683116800001,-3.1858847917064934,-3.206784852262967,-5.158512083348142,0.5731860881248458,-6.15793209293368,-6.593536887153564,-6.972051887190403,-7.354738570165019,0.0201746748658085
8868,2012,iowa_bremer,8.360444299600001,-3.71020003288576,-3.6371311826859705,-5.328062407173295,0.6009747197646091,-6.408259039038507,-6.843100207966,-7.203987859619066,-7.606254122756716,0.0201746748658085
8910,2012,iowa_buchanan,8.805749284800001,-2.7168687598723613,-2.798384536266352,-4.922019302373675,0.6206895221843878,-5.931285109483291,-6.36251704523077,-6.729731868734116,-7.091116323440034,0.0201746748658085
8952,2012,iowa_chickasaw,7.890051709600001,-4.010702311554138,-3.881870414442523,-5.36408393457735,0.5910757676312897,-6.387764612709146,-6.784448885917666,-7.093370017509479,-7.475342858108362,0.0201746748658085
8994,2012,iowa_clayton,9.5897369348,-2.8237819273392617,-2.8669754264842253,-4.572054550599761,0.6453977051958228,-5.453844847163698,-5.902022754352042,-6.369949453131045,-6.645223670838086,0.0201746748658085
9036,2012,iowa_dubuque,9.3702203928,-1.8014993535950308,-1.911111268061072,-3.9499049909425854,0.5759542688088379,-4.949193283621408,-5.456310473565551,-5.782554558891391,-5.999879416026233,0.0201746748658085
9078,2012,iowa_fayette,9.470570812,-3.249740990881365,-3.239380118395596,-4.985972697325823,0.6295686998198435,-5.982534512355,-6.392479206031883,-6.820271049958489,-7.246617630087627,0.0201746748658085
9120,2012,iowa_howard,8.6426798536,-3.99283398100332,-3.822197991416396,-5.17448735192327,0.607023981286173,-6.068321294547134,-6.40740693484895,-6.745908413841183,-7.198286822772796,0.0201746748658085
9162,2012,iowa_winneshiek,8.8182930872,-3.555792701680108,-3.4239370459118788,-4.780966952028043,0.5968302787808233,-5.591707851275209,-5.920251975270677,-6.267325777989565,-6.610327922694242,0.0201746748658085
9204,2012,iowa_buena vista,9.2949575784,-3.308922782407211,-3.24891826468862,-3.886998515828912,0.6164895489864046,-4.690468567252026,-5.3043397176616285,-5.825579858004332,-6.138084178146992,0.0201746748658085
9246,2012,iowa_cherokee,9.9535072044,-3.037368400758556,-2.9504852504799066,-3.3457141182741506,0.6308275907465271,-4.219852140677914,-4.7922968245645805,-5.244167342621664,-5.56584169657327,0.0201746748658085
9287,2012,iowa_clay,10.6685039412,-2.397438754237692,-2.303865820879693,-2.6357129581371352,0.6449238449839905,-3.4942405476023,-4.071036071014855,-4.579032107168196,-4.9448590755739295,0.0201746748658085
9329,2012,iowa_dickinson,10.091489030800002,-2.415047914383861,-2.278623483885092,-2.3366264933836804,0.6398323570502488,-3.118011517293337,-3.6307742128979874,-4.142342515174261,-4.583029675457912,0.0201746748658085
9371,2012,iowa_emmet,10.4489873992,-2.4530811388467497,-2.35731998117936,-2.735050555926983,0.6479661219507582,-3.563381197296456,-4.084283871787547,-4.619606423093085,-5.112742321445704,0.0201746748658085
9412,2012,iowa_lyon,10.1353923392,-2.968431798655069,-2.8712083171454035,-3.0809099307280774,0.6395897748103279,-3.992011495994203,-4.459163259606258,-4.87466609791843,-5.294765750900528,0.0201746748658085
9454,2012,iowa_osceola,10.6371444352,-2.5418244115103543,-2.39994915180832,-2.482074455601335,0.6496506175219043,-3.3231095577688183,-3.818700112549525,-4.27424443056766,-4.697170680345688,0.0201746748658085
9496,2012,iowa_palo alto,10.6998634472,-2.517051164410194,-2.4326395501286284,-3.0677915263240854,0.6555380552869969,-3.8921651387567535,-4.447254370715787,-4.998247496098197,-5.437861326608439,0.0201746748658085
9538,2012,iowa_plymouth,6.9053632212,-3.119923410280148,-3.1162305761835407,-3.513842916527361,0.5430940996059471,-4.42271001648677,-4.9492353583005935,-5.444278829744069,-5.86060702039575,0.0201746748658085
9579,2012,iowa_pocahontas,10.367452683600002,-3.328352965631621,-3.222766076614355,-4.260168271730892,0.6616011646650499,-5.102408764397974,-5.669718385763725,-6.204209416285604,-6.535188630430277,0.0201746748658085
9620,2012,iowa_sioux,8.9813625184,-2.7855651777390467,-2.739248288362376,-3.0121614619396766,0.609206000049924,-3.94196468547136,-4.419306592063244,-4.87526997541157,-5.345043745108992,0.0201746748658085
9661,2012,iowa_appanoose,2.7909960340000004,-2.576573137635964,-2.595428331798664,-4.232421163970293,0.4294660027897962,-4.8980735849712005,-5.273652499715585,-5.55800018423241,-5.760196931605148,0.0201746748658085
9701,2012,iowa_clarke,4.8105482204,-1.2879120327204578,-1.25789479676794,-3.0868018137821145,0.4723481605388834,-3.939639617035992,-4.352099471537811,-4.59499995166433,-4.7995256960676285,0.0201746748658085
9740,2012,iowa_decatur,3.8384035344,-1.5565419572604942,-1.540506626991247,-3.2698465956231098,0.4650034141104945,-4.062102720490093,-4.520629168363773,-4.773845461381544,-4.879779182206717,0.0201746748658085
9779,2012,iowa_lucas,5.3499317236,-2.124266330759352,-2.1008969458726536,-3.782398872454449,0.4611952731759009,-4.5189444117296045,-4.944264092865038,-5.251941273527547,-5.52659616277321,0.0201746748658085
9818,2012,iowa_madison,6.359707816800001,-1.8759172107577864,-1.839301464618724,-3.639229189771529,0.473403601418091,-4.540600635060889,-5.007555940290092,-5.408690470317109,-5.721737726653047,0.0201746748658085
9860,2012,iowa_marion,7.2189582812,-2.2702144371169064,-2.320719397359668,-4.131902096103821,0.4959110296866047,-4.940748089278511,-5.301748487951804,-5.479513217306771,-5.707936022794455,0.0201746748658085
9901,2012,iowa_monroe,4.2209895076,-2.703710608587192,-2.7359343228138986,-4.449028521298088,0.4486828001582318,-5.162972396849453,-5.5420776738533055,-5.768082865301182,-5.978728465406841,0.0201746748658085
9942,2012,iowa_ringgold,4.4906812592,-1.0169978302808544,-1.0047435047108682,-2.680603807009037,0.4221754398560977,-3.5526482606235943,-3.9668865589308737,-4.195856700175448,-4.293906320261209,0.0201746748658085
9983,2012,iowa_union,5.4753697476,-1.337164989658456,-1.3160117441593933,-3.101021530521904,0.4834473691634922,-4.004841381197523,-4.4363371811134265,-4.71931041971095,-4.89756044670976,0.0201746748658085
10024,2012,iowa_warren,6.491417742,-2.2337055819446587,-2.263740893179574,-4.087087888718704,0.4725627303686329,-4.918879382896046,-5.31783966224276,-5.658061865613853,-6.0097193233156325,0.0201746748658085
10064,2012,iowa_wayne,3.4934489684000005,-2.294473295881586,-2.317785551401682,-3.9895536930474207,0.4466578686900229,-4.709120423667814,-5.118852908991317,-5.402463589751632,-5.573678985934147,0.0201746748658085
10105,2012,iowa_davis,3.2864762288,-3.0296047431206983,-2.9524826769065475,-4.174123003784375,0.4021804334900385,-4.844982684365374,-5.218558908137094,-5.46369398551182,-5.628418951794721,0.0201746748658085
10146,2012,iowa_des moines,9.0127220244,-3.582417473236696,-3.4190468898284068,-4.056899621619393,0.5554823338056892,-4.718262502700222,-5.176439640799933,-5.34298786779533,-5.250354862674392,0.0201746748658085
10187,2012,iowa_henry,8.278909584,-3.3176516471651403,-3.1042808972946623,-3.7399444605279313,0.5853586888440696,-4.414497680346374,-4.853192033135717,-5.055645971402076,-5.05123246346549,0.0201746748658085
10229,2012,iowa_jefferson,6.4475144336,-2.980381734663375,-2.812123125805553,-3.892633596410393,0.4903611726663551,-4.658487713514313,-5.082953582635223,-5.2660711825718565,-5.391723771252106,0.0201746748658085
10271,2012,iowa_keokuk,7.087248356000001,-2.8766615542796927,-2.835118976542536,-4.41430555547149,0.5357059643249409,-5.264767080047459,-5.5984304827154,-5.660079567093415,-5.753619405200594,0.0201746748658085
10313,2012,iowa_lee,7.275405392000001,-3.295635857112875,-3.122213224947603,-3.871977259934299,0.5455840004987963,-4.548260305747955,-5.010837133946057,-5.294061440140854,-5.335615659007378,0.0201746748658085
10355,2012,iowa_louisa,10.2169270548,-3.804027650036763,-3.60334863593451,-4.221981238335678,0.5892642139457951,-4.823292891467522,-5.210436441927395,-5.27989097718558,-5.186115601166304,0.0201746748658085
10397,2012,iowa_mahaska,8.341628596000001,-2.62505632904545,-2.6568117625590046,-4.390735878375143,0.5233367333506453,-5.187865146477479,-5.531561457263841,-5.6394422461680405,-5.785937798670453,0.0201746748658085
10439,2012,iowa_van buren,6.917907023600001,-3.001471704676633,-2.81647392111662,-3.6242567626742943,0.519417957002063,-4.282414613362966,-4.741147588779687,-5.044826156051987,-5.197374321720825,0.0201746748658085
10481,2012,iowa_wapello,5.8077805112,-2.876163076382241,-2.804233959068374,-4.206726259652853,0.512612901477233,-4.9817761906373885,-5.355073751400208,-5.50373846078768,-5.667134000599194,0.0201746748658085
10522,2012,iowa_washington,8.2851814852,-3.137463824681713,-2.976164340252048,-4.134668297682268,0.5583097286560383,-4.964935670567261,-5.337695829614463,-5.389758120939277,-5.38290229602045,0.0201746748658085
10563,2012,iowa_adair,6.547864852800001,-1.829373474629147,-1.7674771746265097,-3.538217822989385,0.482196966638712,-4.515535478482027,-5.0499834822872245,-5.4404512853246585,-5.630472052542376,0.0201746748658085
10604,2012,iowa_adams,6.8865475176,-1.776645795269609,-1.7826256832099143,-3.527694701281277,0.5051703029460987,-4.456922870137319,-4.9312002542882345,-5.20605375470559,-5.261700193818399,0.0201746748658085
10644,2012,iowa_cass,7.551369044800001,-2.597064651596874,-2.5764700558427207,-4.175697290022678,0.5472771313522569,-5.13332214876442,-5.721030441642948,-6.095592164429945,-6.129767148773131,0.0201746748658085
10686,2012,iowa_fremont,8.2287343744,-2.61460420356097,-2.63824977164466,-4.113071613712945,0.5685175262907629,-4.940334920383242,-5.363597391901359,-5.644137227616151,-5.672967667084549,0.0201746748658085
10727,2012,iowa_mills,8.078208745600001,-2.781879976991614,-2.794139915347981,-4.292677515343487,0.5868962753579068,-5.124043063594085,-5.61534100811987,-5.992084271117393,-6.0685164913938765,0.0201746748658085
10767,2012,iowa_montgomery,8.278909584,-2.354629094022429,-2.3808364780221627,-3.957683680423589,0.5607503749619105,-4.865074344503158,-5.352947340161832,-5.634498979354111,-5.639741345981938,0.0201746748658085
10809,2012,iowa_page,7.2879491944,-2.117904042255029,-2.150511967673678,-3.78409857679701,0.5537173429402362,-4.638691478940839,-5.036946967837593,-5.210631650276542,-5.15927267905408,0.0201746748658085
10851,2012,iowa_pottawattamie,8.272637682800001,-2.8773175965879885,-2.850424454104012,-4.202385650212337,0.5620091790363888,-5.0959066191713,-5.680943434975735,-6.121540645890254,-6.26559490333683,0.0201746748658085
10892,2012,iowa_taylor,5.751333400400001,-1.369431301024055,-1.378694934511632,-3.083715895710088,0.5087042969031706,-3.953569921623342,-4.35038624981243,-4.556867910400308,-4.60100853652047,0.0201746748658085
10933,2012,iowa_audubon,7.2001425776,-3.380571129045547,-3.342004835331716,-4.727000570081831,0.5588165213985108,-5.6621344734254,-6.252136437559957,-6.603291537521085,-6.645331926898218,0.0201746748658085
10975,2012,iowa_calhoun,8.454522817600001,-3.9107702885686297,-3.81926104812775,-4.98905401316663,0.5637451671478926,-5.828815804657763,-6.358765901112203,-6.780664179661776,-6.999962850260925,0.0201746748658085
11017,2012,iowa_carroll,6.604311963600001,-4.034435858722132,-3.9825170018028633,-5.191208489665673,0.5420927093346607,-6.051623089464879,-6.591800691461995,-6.907235900059864,-7.028548832437591,0.0201746748658085
11059,2012,iowa_crawford,8.235006275600002,-3.768805394045892,-3.735305538721941,-4.658077860028412,0.5459817145202814,-5.495015452285001,-6.07305457585295,-6.4327679204478905,-6.5842824318835484,0.0201746748658085
11101,2012,iowa_greene,7.8147888952,-3.849055148043623,-3.834850837402944,-5.285163758179728,0.5426656196022006,-6.09333860344557,-6.579700164652597,-6.918532809415743,-7.0938777721122745,0.0201746748658085
11143,2012,iowa_guthrie,7.112335960800001,-2.899568638869237,-2.8760888946195826,-4.434838863951598,0.5124310508566585,-5.361783796492028,-5.89547951527237,-6.271617562921663,-6.470403683557461,0.0201746748658085
11185,2012,iowa_harrison,8.2099186708,-3.2013686629074343,-3.2101178379817914,-4.290131972545774,0.5450334149927453,-5.160055262260399,-5.75504044561864,-6.206844033476901,-6.417367187781866,0.0201746748658085
11225,2012,iowa_ida,9.4956584168,-3.4516369232713986,-3.4137184547395547,-3.90091336249412,0.6114080403914598,-4.710934077692145,-5.269173568872623,-5.685930104520796,-5.955291468199621,0.0201746748658085
11266,2012,iowa_monona,7.2189582812,-3.7039473992260272,-3.732238715966103,-4.389232471920215,0.5451888171600203,-5.139523655947476,-5.679334997491204,-6.108456020976896,-6.37154365237866,0.0201746748658085
11308,2012,iowa_sac,8.1973748684,-4.007646232129596,-3.945833311149396,-4.743704366655567,0.5638640925879869,-5.542098723928717,-6.127965231576126,-6.565198832987204,-6.811931208694287,0.0201746748658085
11350,2012,iowa_shelby,8.6426798536,-3.384626203228784,-3.355489641286832,-4.618030636793456,0.624932624054956,-5.53989027942866,-6.152404643526481,-6.529699543829563,-6.583767808459453,0.0201746748658085
11391,2012,iowa_woodbury,8.454522817600001,-3.4549514091704765,-3.433508345987723,-3.9633787935354494,0.5767401252435289,-4.759449683211212,-5.268158443719617,-5.7273523458187325,-6.092466929261595,0.0201746748658085
11430,2012,kansas_kiowa,10.850389076,-2.111042442906827,-2.174032900496163,-3.4319972763202293,0.4649946914196226,-3.702240185617375,-3.910696527064947,-3.9586227668607377,-3.826827778752441,0.3371528722341054
11465,2012,michigan_gladwin,9.458027009600002,-0.4244444320599238,-0.4316666529824337,-1.4291666547457378,0.5287401406836909,-1.46833336353302,-1.3477777904934356,-1.6116666793823242,-2.169166684150696,0.1757828571202585
11502,2012,michigan_gratiot,10.775126261600002,-0.0325962905126471,-0.2437782971480956,-1.8816969266138512,0.5905824908390062,-2.0497643824020546,-1.9279219188207184,-2.211352085569411,-2.7506103270779154,0.1757828571202585
11542,2012,michigan_isabella,9.740262563600002,-0.3259591636068704,-0.5656156232861507,-1.8019846940387447,0.6005157063373066,-2.0703598873782,-2.0267861175926565,-2.4446891395822963,-3.007730089175938,0.1757828571202585
11584,2012,michigan_mecosta,9.1444319496,-0.188745767099646,-0.1071313507405062,-1.4032542354979758,0.557366193826475,-1.711110195803777,-1.760887015539374,-2.3194788108437745,-2.848254206322008,0.1757828571202585
11626,2012,michigan_midland,10.2294708572,-0.7953585896667335,-0.9351974945843182,-1.902437379173384,0.5845498252127485,-1.885945199516442,-1.6617833413702086,-1.8269958016232333,-2.409621101947036,0.1757828571202585
11667,2012,michigan_montcalm,8.868468296800001,-0.1645110067455694,-0.2282033725490714,-1.9317300945615048,0.5538079580312957,-2.217642292441802,-2.168892428320809,-2.624741554554002,-3.11037493908135,0.1757828571202585
11709,2012,michigan_arenac,9.1695195544,-1.014051374920147,-1.046664480752173,-2.2447388978290808,0.5106703544542427,-2.5338207403403765,-2.376436062539734,-2.5496670938347403,-3.0532375816888035,0.1757828571202585
11749,2012,michigan_bay,10.1103047344,-0.6680883395392394,-0.9056822515781298,-1.985331473751297,0.5506199125175385,-1.809933955554215,-1.3718270407515707,-1.1061642456269387,-1.822375856637699,0.1757828571202585
11790,2012,michigan_huron,9.0691691352,1.12599295479089,0.9730107362279784,-1.8515145183629584,0.5265001654977705,-2.1037472898609604,-1.930995905876273,-1.959432160722088,-2.5036408438000057,0.1757828571202585
11832,2012,michigan_saginaw,9.7716220696,0.4420170300757116,0.4143547205262939,-1.5178650174921802,0.5745457035278037,-1.4554951069044808,-1.1645971774421866,-1.1961640297804892,-1.7831679893762875,0.1757828571202585
11874,2012,michigan_sanilac,9.9535072044,1.236157076264308,1.1818995947073485,-1.4820831954100568,0.5650244389820904,-1.8980174328745367,-1.861079611163557,-2.033396860591736,-2.430180888917374,0.1757828571202585
11916,2012,michigan_tuscola,10.0538576236,-0.3603262425051673,-0.5293950583346623,-1.8274519794901736,0.5828761762604483,-1.7531866969865977,-1.5635769564686253,-1.73356671101698,-2.277565839185737,0.1757828571202585
11955,2012,michigan_alpena,6.7046623828000005,-1.1324999928474426,-1.1637499928474426,-1.6699999868869777,0.4939307017780436,-2.009166657924652,-1.9541666507720947,-2.2037500143051147,-2.501249998807907,0.1757828571202585
12009,2012,michigan_ogemaw,7.68307897,-0.6596615550466272,-0.6584578565824992,-1.536666631356053,0.4909172966831048,-1.8574967935472009,-1.815501255093864,-2.1845114824872365,-2.7143989801406865,0.1757828571202585
12044,2012,michigan_otsego,5.4001069332,-0.43333334227403,0.0075000002980232,-0.0824999995529651,0.5037064327600272,-0.7883333166440328,-1.049999992052714,-1.8575000166893003,-1.78125,0.1757828571202585
12126,2012,michigan_barry,7.589000452,2.0560114128276794,2.021845352562249,-1.5177071997581608,0.524533129084212,-2.4557334762719365,-2.545983276876281,-3.014405249704067,-3.427396083052993,0.1757828571202585
12168,2012,michigan_branch,7.0747045536,2.0359382852414294,1.6219265099848934,-3.3849864089701907,0.5422549826488222,-4.038198706115597,-4.061783354118158,-4.166913404578429,-4.417835017729891,0.1757828571202585
12208,2012,michigan_calhoun,5.4628259452,2.773422568183301,2.4544017441891164,-2.6073103738305345,0.5163208055034342,-3.4843950190744857,-3.556635689310914,-3.8932237378252905,-4.177786442467914,0.1757828571202585
12250,2012,michigan_clinton,9.345132788,1.354623367184832,1.3602275881562562,-1.5218497479571245,0.5748628946029166,-1.9684177106262413,-1.9460508866348567,-2.2762847929763685,-2.726659738172303,0.1757828571202585
12290,2012,michigan_eaton,7.789701290400001,2.394183018478301,2.3632905376391222,-1.0891389123430064,0.5319005145763412,-2.29594340631954,-2.391139662366544,-2.8315882247758686,-3.234601720112819,0.1757828571202585
12331,2012,michigan_hillsdale,7.0558888500000005,2.7260210301791665,2.320061922540685,-3.107883542818592,0.5460472729783569,-3.745736817603838,-3.7982299964539545,-3.9557969584816792,-4.234630476500167,0.1757828571202585
12373,2012,michigan_ingham,7.557640946,3.1564383047284195,3.0475624363348164,0.7129665490467989,0.513822920782514,-1.829128740552704,-2.1746142538614235,-2.662484594884899,-3.035842880968602,0.1757828571202585
12415,2012,michigan_ionia,8.812021186,1.436121877854471,1.3836973466496238,-1.6701949632253237,0.5775255659060177,-2.04656431560993,-1.9894017722938715,-2.3839893268781185,-2.890909406479443,0.1757828571202585
12457,2012,michigan_jackson,4.9359862444,3.313160938358463,3.0383403999062453,-1.3186062182159866,0.5115710612425182,-3.0413018153112024,-3.176707533958107,-3.5653137636407912,-3.887502257825538,0.1757828571202585
12499,2012,michigan_shiawassee,8.7304864704,2.3873948006173724,2.470537096741181,0.2579481826175618,0.5894179332234951,-0.7536674668462916,-0.7944885433597024,-1.7273400452420031,-2.201004955281634,0.1757828571202585
12540,2012,michigan_genesee,8.435707114000001,2.24295194678006,2.4630773392590606,0.682513053047246,0.579926933766728,-0.4762068892949469,-0.6561198226253732,-0.9525000098606138,-1.9185148884416745,0.1757828571202585
12579,2012,michigan_lapeer,9.4266675036,1.570718198325496,1.6277777915342475,-0.6505724748379083,0.5748480306132145,-0.7977176348189031,-0.8114692848368366,-1.130948936945963,-1.9603024660717343,0.1757828571202585
12621,2012,michigan_lenawee,6.2907169036,3.1844929956737325,2.787597408131747,-1.942205317856903,0.50062020149137,-3.500059814101084,-3.632045836545959,-3.91542344334496,-4.209302789349413,0.1757828571202585
12663,2012,michigan_livingston,7.9214112156,3.2309028117072507,3.149122479419835,1.2624999809738815,0.5491833958064783,0.5842384291274131,-0.2085628870307216,-2.097798065397124,-2.460264917241028,0.1757828571202585
12704,2012,michigan_macomb,10.442715498,3.6731002840877456,3.717027166959505,2.1775502983473194,0.6091002421835975,1.737253516012994,1.6502816777833749,1.2006136638897524,-1.1073264463146926,0.1757828571202585
12741,2012,michigan_monroe,6.3722516192,3.685685436823302,3.2933989581322507,-0.1828628305406048,0.4618106467473331,-2.957985192107893,-3.3386802722038804,-3.605071255764044,-3.8661054414817313,0.1757828571202585
12783,2012,michigan_washtenaw,4.5973035796,3.925420558962274,3.562823428470912,0.103984592905447,0.4626286268770334,-3.040301222161807,-3.359205059612016,-3.823772921157108,-4.107167581546181,0.1757828571202585
12825,2012,michigan_allegan,7.4698343292,0.7681853308282335,0.6243734760008861,-2.3281695437528453,0.5074849549083783,-3.0849343124410376,-3.2408820488868897,-3.729134957003741,-3.894207494783305,0.1757828571202585
12866,2012,michigan_berrien,8.9876344196,-1.1884851938946843,-1.2717047033817797,-3.239879340319085,0.5610054819035385,-3.489487585938587,-3.4718951909180995,-3.6341565806326144,-3.91481156881225,0.1757828571202585
12905,2012,michigan_cass,8.680311260800002,-0.4113173642848992,-1.0056702150871062,-3.421845442011512,0.5298446177560969,-3.760702773621201,-3.755798974184119,-4.044139168769331,-4.339875751919022,0.1757828571202585
12947,2012,michigan_kalamazoo,8.6677674584,1.6052935970078686,1.3013874723052443,-2.729595073086631,0.5072507889197566,-3.628716344023129,-3.743643022179809,-4.089219969174112,-4.308214772421436,0.1757828571202585
12988,2012,michigan_kent,8.147199658800002,1.4161246110810817,1.320514957493366,-1.7162093747740794,0.5431922282778575,-2.230859624866611,-2.277971695482328,-2.815499179492021,-3.277706922786883,0.1757828571202585
13030,2012,michigan_ottawa,6.9743541344,1.1375415880951485,0.989877551454346,-2.024053836311371,0.511196353872532,-2.5970315025998083,-2.730417975142497,-3.3803508266099644,-3.692253544375769,0.1757828571202585
13070,2012,michigan_van buren,8.3855319044,-0.619750415140792,-0.8596563698030939,-3.1093574923618643,0.5217516841624872,-3.682094723864822,-3.756167800961047,-4.046001086098784,-4.194130700521562,0.1757828571202585
13105,2012,michigan_muskegon,7.225230182400001,0.8088976615525899,0.6501107433457816,-1.808886735919628,0.5694094744441142,-2.083330738878152,-2.1681663823023656,-2.871863430150668,-3.234899343575461,0.1757828571202585
13145,2012,michigan_newaygo,8.517241829600001,0.4858955377837226,0.2243290436075863,-1.6335771231698415,0.5573518992593717,-1.7170490312720237,-1.7531009921105494,-2.4116918077256893,-2.8092446457083486,0.1757828571202585
13184,2012,michigan_oceana,7.833604598800001,-0.6486433237270717,-0.622346838412468,-1.6947483133434988,0.5274457275634837,-1.745773222349057,-1.791637506604977,-2.407932147546722,-2.6506126839952864,0.1757828571202585
13223,2012,minnesota_benton,9.6085526384,-3.466954017019414,-3.05169285517442,-2.016141818558483,0.5912160881490554,-2.3393606269544214,-2.4963835123472524,-3.231129571411991,-4.136942904607986,0.0853856942047258
13265,2012,minnesota_carver,10.963283297600002,-3.336975690027953,-2.9130093898317653,-1.2864419173496278,0.5985742158420588,-1.8301121726813017,-1.997105452020348,-2.462506547963951,-3.164257312326083,0.0853856942047258
13307,2012,minnesota_kandiyohi,11.6782800344,-2.7512853195649924,-2.429926175824349,-1.8993489646878967,0.5916082078600009,-2.678185150707096,-2.857558805256579,-3.4962342942730498,-4.332444639362221,0.0853856942047258
13347,2012,minnesota_mcleod,11.2643345552,-2.995663371785895,-2.576394042114399,-1.0348298044062978,0.6307959035368222,-1.6128743749093366,-1.7704615675677815,-2.297833225987012,-3.059799097323668,0.0853856942047258
13389,2012,minnesota_meeker,10.5806973244,-2.4087579438867404,-2.0672839883708343,-1.1854704283541837,0.5894466991747107,-1.9028762512667663,-2.117161420421821,-2.793015449856787,-3.623877417058929,0.0853856942047258
13430,2012,minnesota_morrison,9.2573261712,-3.6221803099224736,-3.222300906253297,-2.176486295949286,0.572935777928828,-2.465187257362605,-2.569564534862236,-3.196576251478968,-4.106839356448936,0.0853856942047258
13472,2012,minnesota_renville,10.8880204832,-2.7305773048864426,-2.299462369590952,-1.6093945328386683,0.6145286171622835,-2.3996649416321807,-2.558809427941604,-3.1464276753731824,-3.91149262452644,0.0853856942047258
13514,2012,minnesota_scott,10.4176278932,-3.4222222900963617,-2.9368508255961543,-1.622302180577554,0.5951914185032896,-2.2128319395454934,-2.323360945806693,-2.8104425773181787,-3.588610066269095,0.0853856942047258
13554,2012,minnesota_sherburne,8.868468296800001,-3.432073598682324,-3.058003522850272,-1.7626571302101994,0.5084955946277309,-2.1507856333088657,-2.3549164832613183,-3.13974120866194,-4.040323570760611,0.0853856942047258
