,Year,sta_con,yield(t/ha),PDSI_Planting,PDSI_Emerging,PDSI_Silking,PDSI_Dough,PDSI_Dent,PDSI_Maturity,PDSI_Harvest,PIC
1807,2016,illinois_carroll,14.5445388828,1.85733648861462,1.825768393492024,1.5369273527864906,1.5956277093021007,1.68374083612171,2.011008372020419,1.9406314696983973,0.0382547930478408
1849,2016,illinois_henry,13.0392825948,1.4434732822106642,1.4470386756041298,1.3750715355756369,1.9688686367112045,2.280464774702092,3.048658543796769,3.187835099329542,0.0259107010101893
1891,2016,illinois_jo daviess,12.851125558800002,1.2953454791380112,1.2785595203090898,1.184162372317955,1.3923860264252532,1.4270211794300764,1.5095301694198195,1.5674769696655246,0.0472289384642259
1933,2016,illinois_lee,12.6002495108,1.319081040354414,1.4579024182516396,1.8377111019274064,2.1790283461423647,2.4704286230911885,3.259007384927218,3.426757908417406,0.0686971453101523
1975,2016,illinois_mercer,13.390509062,1.3519333154280138,1.3333207958594924,1.0470628692595838,1.694306997002198,2.0507655782359,2.3867751839796223,2.273993534209036,0.0374938092183783
2016,2016,illinois_ogle,14.168224810800002,1.2993551775716226,1.3209356919552475,0.8383690304584115,0.9404545305179682,1.1282361427614056,1.4812599422388348,1.5268115082364249,0.0021085459859168
2057,2016,illinois_putnam,13.6790165172,1.0139543031639071,0.931029931075643,0.8953554579806919,1.3549921219490857,1.5157246759976395,2.0234035669982595,2.1887803183964145,0.0522758100712867
2097,2016,illinois_rock island,13.2211677296,2.238105698424098,2.2572660109603624,1.811126639168133,2.3296451409566323,2.7452829755317,3.4099651677204457,3.4823722367007464,0.0463445683802133
2138,2016,illinois_stephenson,13.2462553344,0.9405551440519148,0.9140378860994988,0.6265050535436936,0.6799198909396035,0.9595826311231086,1.4016785044874869,1.462249749628998,0.0018953009607215
2180,2016,illinois_whiteside,12.481083388,2.052326386426551,2.0805299750019617,2.1358535833582164,2.533938467533716,2.875324683352756,3.6920389817810895,3.8213689670583713,0.2035700283665044
2222,2016,illinois_winnebago,12.1612164268,1.0342592968443527,0.9943026758098922,0.3698929609172982,0.4116036854279999,0.6966394415311047,0.9978323317836136,0.9579683399014486,0.0121624329876246
2262,2016,illinois_edwards,8.8810120992,1.2107061956812513,1.2121405178765754,0.6625814124876399,0.9526045903972876,1.185789432606983,1.7051859967140677,1.807846088484448,0.0522758100712867
2303,2016,illinois_franklin,7.2503177872,0.7542945052662939,0.8167579853371395,0.5778082106900337,0.6466758208868164,1.146472615983388,2.2655251827414173,2.973776215287648,0.0522758100712867
2345,2016,illinois_gallatin,9.997410512800002,1.976371662489196,1.996084695496496,1.7367319732151627,2.6582150920125858,3.283867931250831,3.944368520663952,4.117183670689411,0.2135683789371928
2385,2016,illinois_hamilton,7.745797982000001,1.0886776097136468,1.1026369268214071,0.7540853933274886,1.1256038136868327,1.6595966284368056,2.7246217873737133,3.073229925664416,0.0522758100712867
2424,2016,illinois_jefferson,7.6391756616,0.3649677178750288,0.375771835428029,-0.7797324773460297,-0.3069464916095303,0.6673201214783305,2.090273654768828,2.4491973675485026,0.0522758100712867
2496,2016,illinois_pope,7.984130227600001,1.7599999904632568,1.6933333079020183,1.9949998855590825,3.765000025431315,4.377500057220459,5.1583333015441895,4.87333345413208,0.0408247422680412
2533,2016,illinois_saline,8.5674170392,1.5554166634877522,1.5308333502875433,1.5004166662693024,2.6061111158794827,3.4104166825612383,4.389444417423673,4.616388863987393,0.1069168455726476
2574,2016,illinois_wabash,9.8092534768,1.4053008196038776,1.3538893251978177,0.3920866265416531,0.80078155352795,1.1219714334280697,1.834168419882731,1.928722138747596,0.027986048745849
