Year,sta_con,irrigated maize area,maize area,PIC
2003,illinois_jo daviess,4666.171891327063,68898.0,0.06772579597850538
2003,illinois_lee,13816.0,210568.0,0.0656130086242924
2003,illinois_mercer,4219.0,120965.0,0.03487785723143058
2003,illinois_ogle,492.0,177139.0,0.0027774798322221534
2003,illinois_putnam,4666.171891327063,30556.0,0.15270885886002955
2003,illinois_rock island,2206.0,66104.0,0.03337165678325064
2003,illinois_stephenson,290.0,143032.0,0.002027518317579283
2003,illinois_whiteside,28117.0,186491.0,0.15076866980175987
2003,illinois_winnebago,573.0,85434.0,0.006706931666549617
2003,illinois_gallatin,8756.0,58383.0,0.1499751640032201
2003,illinois_jefferson,307.0,44521.0,0.0068956222906044334
2003,illinois_massac,3586.0,23653.0,0.1516086754322919
2003,illinois_saline,4666.171891327063,38210.0,0.12211912827341176
2003,illinois_wayne,1694.0,86556.0,0.01957114469245344
2003,illinois_white,4467.0,86034.0,0.05192133342631983
2003,illinois_alexander,1940.5,9162.0,0.21179873390089501
2003,illinois_clinton,724.0,76258.0,0.009494085866400902
2003,illinois_jackson,742.5,23239.0,0.031950600284005336
2003,illinois_monroe,630.0,44678.0,0.014100899771699718
2003,illinois_perry,371.0,47241.0,0.007853347727609492
2003,illinois_randolph,44.0,56236.0,0.000782416957109325
2003,illinois_st clair,271.0,97503.0,0.0027794016594361198
2003,illinois_washington,808.0,93145.0,0.008674647055665898
2003,illinois_adams,741.0,138703.0,0.0053423502015097005
2003,illinois_brown,275.0,37710.0,0.007292495359321135
2003,illinois_fulton,1010.0,138904.0,0.007271208892472499
2003,illinois_hancock,946.0,159721.0,0.005922827931205039
2003,illinois_henderson,5604.0,88092.0,0.06361531126549516
2003,illinois_knox,16.0,154305.0,0.00010369074236090859
2003,illinois_schuyler,1153.5,57770.0,0.019967110957244245
2003,illinois_warren,5818.0,145751.0,0.039917393362652744
2003,illinois_cass,9249.0,81913.0,0.11291248031448
2003,illinois_greene,6475.0,119753.0,0.05406962664818418
2003,illinois_jersey,4666.171891327063,60906.0,0.0766126800533127
2003,illinois_macoupin,391.0,177247.0,0.0022059611728266204
2003,illinois_madison,443.0,96038.0,0.004612757450175972
2003,illinois_montgomery,174.0,149865.0,0.0011610449404464017
2003,illinois_morgan,1576.0,120346.0,0.013095574427068619
2003,illinois_pike,1730.0,149532.0,0.011569429954792286
2003,illinois_sangamon,698.0,234951.0,0.0029708322160790974
2003,illinois_scott,3428.0,43884.0,0.07811503053504694
2003,indiana_bartholomew,6460.0,55476.0,0.11644675174850386
2003,indiana_boone,4736.510496183206,96731.0,0.04896579686122552
2003,indiana_clinton,750.0,118033.0,0.006354155193886456
2003,indiana_hamilton,2649.0,55535.0,0.04769964887008193
2003,indiana_hendricks,4736.510496183206,71129.0,0.06659042719823427
2003,indiana_johnson,839.0,53161.0,0.015782246383627095
2003,indiana_morgan,4736.510496183206,36447.0,0.1299561142531129
2003,indiana_shelby,2098.0,84240.0,0.024905033238366573
2003,indiana_henry,4736.510496183206,63818.0,0.07421903688901572
2003,indiana_randolph,4736.510496183206,91362.0,0.051843331978100364
2003,indiana_wayne,383.5,53294.0,0.0071959319998498895
2003,indiana_carroll,943.5,93671.0,0.010072487749677062
2003,indiana_cass,1350.0,88201.0,0.015305948912143853
2003,indiana_elkhart,14271.0,69316.0,0.20588320156962317
2003,indiana_fulton,11063.0,79893.0,0.13847270724594143
2003,indiana_kosciusko,13304.0,94364.0,0.14098596922555212
2003,indiana_marshall,4267.0,81859.0,0.052126217031725285
2003,indiana_miami,345.0,67151.0,0.005137674792631532
2003,indiana_st. joseph,13073.0,71339.0,0.183251797754384
2003,indiana_wabash,1092.0,68632.0,0.01591094533162373
2003,indiana_allen,79.5,79568.0,0.000999145385079429
2003,indiana_de kalb,590.0,41016.0,0.014384630388141213
2003,indiana_huntington,424.0,60452.0,0.007013829153708727
2003,indiana_lagrange,12215.0,52787.0,0.2314016708659329
2003,indiana_noble,4342.0,56832.0,0.07640061936936937
2003,indiana_steuben,442.0,25288.0,0.017478645998101866
2003,indiana_wells,4736.510496183206,74784.0,0.06333588061862439
2003,indiana_whitley,1327.0,49014.0,0.02707389725384584
2003,indiana_benton,4451.5,116077.0,0.038349543837280425
2003,indiana_jasper,13237.0,133175.0,0.09939553219448094
2003,indiana_la porte,18773.0,103414.0,0.18153248109540293
2003,indiana_lake,4018.0,53801.0,0.07468262671697552
2003,indiana_newton,2592.0,84648.0,0.030620924298270485
2003,indiana_porter,4708.0,60283.0,0.07809830300416369
2003,indiana_pulaski,10298.0,90476.0,0.1138202396215571
2003,indiana_starke,6362.0,51762.0,0.1229086975000966
2003,indiana_white,1252.0,125201.0,0.00999992012843348
2003,indiana_jackson,1301.0,52076.0,0.02498271756663338
2003,indiana_clark,4736.510496183206,13640.0,0.3472515026527277
2003,indiana_jennings,343.0,33463.0,0.010250127005946868
2003,indiana_ohio,4736.510496183206,1441.0,1.0
2003,indiana_ripley,4736.510496183206,32295.0,0.14666389522165058
2003,indiana_daviess,1320.0,78426.0,0.01683115293397598
2003,indiana_dubois,4736.510496183206,56195.0,0.08428704504285445
2003,indiana_gibson,393.0,85036.0,0.004621572040077144
2003,indiana_greene,1644.0,33354.0,0.04928944054686095
2003,indiana_knox,10429.0,110225.0,0.09461555908369244
2003,indiana_martin,4736.510496183206,13944.0,0.33968090190642614
2003,indiana_posey,3217.0,74103.0,0.043412547400240205
2003,indiana_spencer,296.5,51264.0,0.0057837858926342075
2003,indiana_sullivan,3302.0,61885.0,0.053357033206754466
2003,indiana_warrick,4736.510496183206,30244.0,0.15660992250308178
2003,indiana_fountain,401.0,81263.0,0.0049345950801717876
2003,indiana_montgomery,873.0,114847.0,0.007601417538115928
2003,indiana_parke,1240.5,49097.0,0.0252663095504817
2003,indiana_putnam,224.0,62042.0,0.0036104574320621513
2003,indiana_tippecanoe,2421.0,92774.0,0.026095673356759438
2003,indiana_vermillion,4736.510496183206,47744.0,0.09920640281885065
2003,indiana_vigo,670.0,41229.0,0.016250697324698634
2003,indiana_warren,795.0,73411.0,0.010829439729740774
2003,iowa_dallas,276.0,123219.0,0.0022399142989311715
2003,iowa_jasper,540.0,156944.0,0.003440717708227138
2003,iowa_marshall,360.0,138383.0,0.002601475614779272
2003,iowa_story,231.0,163078.0,0.0014165000797164548
2003,iowa_iowa,2497.878205128205,108584.0,0.023004109308260932
2003,iowa_muscatine,2853.0,89231.0,0.031973193172776276
2003,iowa_butler,571.6666666666666,141955.0,0.004027097789205499
2003,iowa_cerro gordo,340.0,154939.0,0.0021944119943977953
2003,iowa_floyd,560.0,127087.0,0.004406430240701252
2003,iowa_hancock,1330.5,156396.0,0.008507250824829279
2003,iowa_kossuth,203.0,287388.0,0.0007063621306387184
2003,iowa_mitchell,1254.3333333333333,128290.0,0.009777327409255073
2003,iowa_worth,369.0,101592.0,0.0036321757618710134
2003,iowa_bremer,234.0,115017.0,0.0020344818592034223
2003,iowa_clayton,210.0,130871.0,0.0016046335704625165
2003,iowa_fayette,437.25,165064.0,0.0026489725197499153
2003,iowa_buena vista,618.0,155329.0,0.0039786517649634005
2003,iowa_clay,485.5,133323.0,0.0036415322187469527
2003,iowa_dickinson,789.6666666666666,86181.0,0.009162885864246953
2003,iowa_emmet,464.0,108824.0,0.0042637653458795855
2003,iowa_lyon,254.0,137862.0,0.0018424221322772048
2003,iowa_o brien,431.0,153759.0,0.0028030879493232915
2003,iowa_osceola,941.0,111750.0,0.008420581655480984
2003,iowa_palo alto,3015.0,151397.0,0.01991452934998712
2003,iowa_plymouth,1400.0,212944.0,0.0065744984596889326
2003,iowa_sioux,5404.0,218846.0,0.024693163228937245
2003,iowa_des moines,2700.0,69285.0,0.03896947391210219
2003,iowa_keokuk,2497.878205128205,101240.0,0.02467283884954766
2003,iowa_lee,470.0,79091.0,0.005942521905147235
2003,iowa_louisa,3358.0,76758.0,0.04374788295682535
2003,iowa_mahaska,2497.878205128205,116121.0,0.021510994610175638
2003,iowa_washington,2497.878205128205,119703.0,0.02086729827262646
2003,iowa_fremont,1030.0,121196.0,0.008498630317832271
2003,iowa_mills,1395.0,101144.0,0.013792217037095626
2003,iowa_page,256.0,104557.0,0.0024484252608624963
2003,iowa_pottawattamie,2440.0,218112.0,0.011186913145539906
2003,iowa_greene,581.0,152611.0,0.003807065021525316
2003,iowa_guthrie,2466.0,106286.0,0.023201550533466307
2003,iowa_harrison,15764.0,168935.0,0.09331399650753248
2003,iowa_monona,32026.0,157918.0,0.20280145391912258
2003,iowa_sac,495.0,145397.0,0.00340447189419314
2003,iowa_woodbury,5129.0,163517.0,0.03136676920442523
2003,kansas_barton,21904.0,32331.0,0.6774921901580526
2003,kansas_dickinson,1635.0,4163.0,0.39274561614220516
2003,kansas_ellis,792.0,2828.0,0.28005657708628007
2003,kansas_ellsworth,155.0,1332.0,0.11636636636636637
2003,kansas_lincoln,324.5,1266.0,0.25631911532385465
2003,kansas_marion,1305.0,9915.0,0.13161875945537066
2003,kansas_mcpherson,13715.0,20098.0,0.6824062095730918
2003,kansas_rice,8136.0,23764.0,0.34236660494866183
2003,kansas_rush,2355.0,4486.0,0.5249665626393223
2003,kansas_russell,124.0,3323.0,0.03731567860367138
2003,kansas_saline,657.0,1947.0,0.337442218798151
2003,kansas_anderson,926.0,30870.0,0.029996760609005507
2003,kansas_chase,15351.89927536232,5603.0,1.0
2003,kansas_coffey,474.0,17118.0,0.027690150718541886
2003,kansas_douglas,1257.0,23246.0,0.05407381915168201
2003,kansas_franklin,408.0,24065.0,0.01695408269270725
2003,kansas_geary,1007.0,4462.0,0.22568354997758852
2003,kansas_johnson,179.0,11452.0,0.015630457561997903
