Year,sta_con,irrigated cropland area,cropland area,PIC
2003,florida_lee,22794.0,25762.0,0.8847915534508191
2003,florida_manatee,50731.0,60900.0,0.8330213464696223
2003,florida_martin,51756.0,55470.0,0.9330448891292591
2003,florida_miami-dade,43360.0,55142.0,0.7863334663233107
2003,florida_monroe,33.0,703.0877882599581,0.046935817334660714
2003,florida_okeechobee,17192.0,38984.0,0.4410014364867638
2003,florida_palm beach,417769.0,428683.0,0.9745406279231973
2003,florida_sarasota,4234.0,36637.21708333333,0.11556554610492217
2003,florida_st. lucie,94316.0,97929.0,0.9631059236794004
2003,georgia_baldwin,76.0,3697.166666666667,0.020556281837443086
2003,georgia_bibb,208.0,14555.508697411004,0.014290122339523391
2003,georgia_bleckley,6999.0,23012.0,0.3041456631322788
2003,georgia_butts,124.0,3724.5,0.03329305947106994
2003,georgia_crawford,3957.0,13093.25,0.302216791094648
2003,georgia_dodge,9778.0,29830.0,0.3277908146161582
2003,georgia_greene,356.0,16360.758697411004,0.02175938210349224
2003,georgia_hancock,306.0,12429.842030744338,0.024618172881290895
2003,georgia_houston,4904.0,31172.0,0.15732067239830616
2003,georgia_jasper,153.0,14322.508697411004,0.010682486094608337
2003,georgia_johnson,5413.5,18087.0,0.2993033670592138
2003,georgia_jones,37.0,4507.0,0.008209451963612158
2003,georgia_laurens,7407.333333333333,37468.0,0.19769759083306643
2003,georgia_monroe,213.0,14305.342030744338,0.014889542629755436
2003,georgia_montgomery,4865.5,22029.333333333332,0.2208646047693984
2003,georgia_morgan,567.0,17934.0,0.03161592505854801
2003,georgia_newton,166.0,14777.508697411004,0.011233287247469727
2003,georgia_peach,6430.0,18949.0,0.3393318908649533
2003,georgia_pulaski,16090.5,39237.0,0.4100848688737671
2003,georgia_putnam,743.0,30177.091526217228,0.024621325728309405
2003,georgia_rockdale,101.0,5175.01441102757,0.01951685386320404
2003,georgia_taliaferro,52.0,6061.931077694237,0.008578124583326527
2003,georgia_treutlen,1156.0,8442.75,0.13692221136478044
2003,georgia_twiggs,2731.0,10971.0,0.24892899462218576
2003,georgia_washington,7134.333333333333,26441.0,0.2698208590194521
2003,georgia_wheeler,3299.5,11001.0,0.299927279338242
2003,georgia_wilkinson,54.0,26049.091526217228,0.0020730089548670616
2003,georgia_bulloch,10463.0,92843.0,0.11269562594918303
2003,georgia_burke,14957.0,64164.0,0.23310579140951312
2003,georgia_candler,3278.5,19430.0,0.16873391662377765
2003,georgia_columbia,52.0,1860.0,0.02795698924731183
2003,georgia_effingham,372.0,15933.333333333332,0.023347280334728035
2003,georgia_emanuel,5317.0,36881.0,0.14416637292915052
2003,georgia_glascock,346.0,26029.341526217228,0.013292691236599378
2003,georgia_jefferson,18199.0,51660.0,0.35228416569879983
2003,georgia_jenkins,14090.0,27057.0,0.5207524854935877
2003,georgia_mcduffie,626.0,8168.5,0.07663585725653425
2003,georgia_richmond,87.0,2541.0,0.03423848878394333
2003,georgia_screven,11798.0,54320.0,0.21719440353460973
2003,georgia_warren,102.0,5567.0,0.01832225615232621
2003,georgia_barrow,58.5,5471.0,0.010692743556936574
2003,georgia_cherokee,117.0,6046.5,0.01935003721161002
2003,georgia_clarke,104.5,14455.18977510524,0.00722923750056676
2003,georgia_cobb,33.0,1174.0,0.028109028960817718
2003,georgia_dawson,34.0,2406.75,0.014126934662927184
2003,georgia_de kalb,9.0,2053.111501437985,0.004383590464373933
2003,georgia_fannin,190.0,2338.0,0.08126603934987169
2003,georgia_forsyth,112.0,4539.0,0.02467503855474774
2003,georgia_fulton,194.0,2875.5,0.06746652756042427
2003,georgia_gilmer,176.0,3875.0,0.04541935483870968
2003,georgia_gwinnett,87.0,2031.5,0.0428254984001969
2003,georgia_hall,221.0,8867.0,0.024923875042291644
2003,georgia_jackson,778.0,23462.842030744338,0.03315881336883888
2003,georgia_lumpkin,36.0,4553.25,0.007906440454620326
2003,georgia_oconee,545.5,9640.0,0.05658713692946058
2003,georgia_pickens,80.0,6197.347744360903,0.012908747951540026
2003,georgia_towns,7.0,2549.0,0.002746174970576697
2003,georgia_union,228.0,5346.0,0.04264870931537598
2003,georgia_walton,519.0,43526.10022362823,0.011923880093403356
2003,georgia_white,204.0,14430.842030744338,0.014136389239476538
