sta_con,Longitude,Latitude
illinois_mclean,-88.84711007,40.49092626
illinois_menard,-89.80176375,40.02776144
illinois_mercer,-90.7432709,41.20560347
illinois_monroe,-90.17699886,38.27941717
illinois_montgomery,-89.48016694,39.23012769
illinois_morgan,-90.20125126,39.71531739
illinois_moultrie,-88.62057463,39.64031219
illinois_ogle,-89.32045616,42.04381947
illinois_peoria,-89.75936269,40.78788354
illinois_perry,-89.36919649,38.08455587
illinois_piatt,-88.59186236,40.01021656
illinois_pike,-90.88691591,39.62248685
illinois_pope,-88.55950242,37.41372001
illinois_pulaski,-89.12683317,37.22405484
illinois_putnam,-89.28591347,41.20476961
illinois_randolph,-89.82528185,38.05218481
illinois_richland,-88.08631745,38.7124892
illinois_rock island,-90.5676312,41.4678441
illinois_saint clair,-89.92992795,38.47099305
illinois_saline,-88.53935953,37.75507098
illinois_sangamon,-89.65884505,39.75821691
illinois_schuyler,-90.61440627,40.15903333
illinois_scott,-90.47556678,39.64331757
illinois_shelby,-88.80630527,39.39039502
illinois_stark,-89.79844271,41.09312239
illinois_stephenson,-89.6628088,42.35410446
illinois_tazewell,-89.51286111,40.50766609
illinois_union,-89.25442371,37.47198978
illinois_vermilion,-87.73336602,40.18367201
illinois_wabash,-87.84379307,38.44726564
illinois_warren,-90.61510293,40.84929404
illinois_washington,-89.41177531,38.35328132
illinois_wayne,-88.42636617,38.4300273
illinois_white,-88.17930168,38.08890623
illinois_whiteside,-89.91541067,41.7576126
illinois_will,-87.97836864,41.44620366
illinois_williamson,-88.93005771,37.73135335
illinois_winnebago,-89.16156714,42.33937645
illinois_woodford,-89.21062134,40.78821013
indiana_adams,-84.93705398,40.74562106
indiana_allen,-85.06681132,41.09099018
indiana_bartholomew,-85.89822777,39.20600369
indiana_benton,-87.31063545,40.60784719
indiana_blackford,-85.32458224,40.47389549
indiana_boone,-86.4679817,40.05156365
indiana_brown,-86.22788988,39.19627029
indiana_carroll,-86.56345456,40.58298369
indiana_cass,-86.346935,40.76164049
indiana_clark,-85.70768036,38.4771222
indiana_clay,-87.11415666,39.39432087
indiana_clinton,-86.47530337,40.30253154
indiana_crawford,-86.4513274,38.29244707
indiana_daviess,-87.07174854,38.7030999
indiana_de kalb,-85.00043297,41.39793707
indiana_dearborn,-84.97307798,39.14516069
indiana_decatur,-85.50147715,39.30692007
indiana_delaware,-85.39739534,40.22780605
indiana_dubois,-86.87945688,38.36543483
indiana_elkhart,-85.85917974,41.59953336
indiana_fayette,-85.17896918,39.64071679
indiana_floyd,-85.90572544,38.31836246
indiana_fountain,-87.24153703,40.12162404
indiana_franklin,-85.0610418,39.41478534
indiana_fulton,-86.26333258,41.04704959
indiana_gibson,-87.58566812,38.31200811
indiana_grant,-85.65446034,40.51648904
indiana_greene,-86.9623829,39.03823686
indiana_hamilton,-86.05171765,40.07265965
indiana_hancock,-85.77350165,39.82332346
indiana_harrison,-86.11060833,38.19414082
indiana_hendricks,-86.5093378,39.76942902
indiana_henry,-85.39724333,39.93153313
indiana_howard,-86.11666157,40.48383698
indiana_huntington,-85.48746474,40.82972007
indiana_jackson,-86.03694515,38.90641752
indiana_jasper,-87.11586605,41.02403648
indiana_jay,-85.00652495,40.43824876
indiana_jefferson,-85.43799955,38.78609138
indiana_jennings,-85.62807659,38.99691978
indiana_johnson,-86.10066541,39.4901409
indiana_knox,-87.41735414,38.69073982
indiana_kosciusko,-85.86103703,41.24520569
indiana_lagrange,-85.4273257,41.64354908
indiana_lake,-87.38201229,41.41573364
indiana_lake michigan,-87.22647519,41.70511634
indiana_laporte,-86.73997958,41.5464735
indiana_lawrence,-86.48382354,38.84242449
indiana_madison,-85.7198544,40.16148945
indiana_marion,-86.138751,39.78138178
indiana_marshall,-86.26183156,41.32499811
indiana_martin,-86.80343334,38.70961356
indiana_miami,-86.0460433,40.76954884
indiana_monroe,-86.52344282,39.16206341
indiana_montgomery,-86.89285567,40.04088755
indiana_morgan,-86.44486091,39.48141472
indiana_newton,-87.39725982,40.95617827
indiana_noble,-85.41859531,41.39931361
indiana_ohio,-84.96575862,38.95048823
indiana_orange,-86.49561316,38.54274023
indiana_owen,-86.8370578,39.31297026
indiana_parke,-87.20523799,39.77438416
indiana_perry,-86.63790304,38.07828286
indiana_pike,-87.2321098,38.39908394
indiana_porter,-87.06686378,41.46075302
indiana_posey,-87.86768972,38.02292689
indiana_pulaski,-86.69843029,41.04235142
indiana_putnam,-86.84326557,39.66669626
indiana_randolph,-85.01297265,40.15785194
indiana_ripley,-85.26272798,39.10378971
indiana_rush,-85.46579089,39.62057277
indiana_saint joseph,-86.28982624,41.61726024
indiana_scott,-85.74747697,38.68507279
indiana_shelby,-85.79198207,39.52372078
indiana_spencer,-87.00773558,38.01454785
indiana_starke,-86.647428,41.28136117
indiana_steuben,-85.00168219,41.64479093
indiana_sullivan,-87.41308145,39.09085747
indiana_switzerland,-85.03619491,38.82653231
indiana_tippecanoe,-86.89369282,40.38954228
indiana_tipton,-86.05225429,40.31142165
indiana_union,-84.92505588,39.62527781
indiana_vanderburgh,-87.58632115,38.02456338
indiana_vermillion,-87.46349875,39.85689685
indiana_vigo,-87.38853614,39.43185525
indiana_wabash,-85.79431754,40.84642791
indiana_warren,-87.35280773,40.34839455
indiana_warrick,-87.27241594,38.0927008
indiana_washington,-86.10554018,38.59998199
indiana_wayne,-85.01036538,39.86452751
indiana_wells,-85.22095732,40.7296153
indiana_white,-86.86537804,40.75086184
indiana_whitley,-85.5056839,41.13935197
iowa_adair,-94.47214875,41.32990403
iowa_adams,-94.70089228,41.02844689
iowa_allamakee,-91.37812788,43.28520379
iowa_appanoose,-92.86968922,40.74294887
iowa_audubon,-94.90751404,41.68334233
iowa_benton,-92.06587466,42.07999086
iowa_black hawk,-92.3096444,42.46950987
iowa_boone,-93.93311591,42.03552981
iowa_bremer,-92.31863727,42.7735386
iowa_buchanan,-91.83787901,42.47068619
iowa_buena vista,-95.15228304,42.73493896
iowa_butler,-92.79115264,42.73107873
iowa_calhoun,-94.64127888,42.38431526
iowa_carroll,-94.86128635,42.03548035
iowa_cass,-94.92892201,41.33078341
iowa_cedar,-91.13378097,41.77314184
iowa_cerro gordo,-93.26145052,43.08206934
iowa_cherokee,-95.62348628,42.73489024
iowa_chickasaw,-92.31785868,43.05961246
iowa_clarke,-93.78645539,41.02805497
iowa_clay,-95.15135258,43.08270043
iowa_clayton,-91.33996839,42.84402098
iowa_clinton,-90.53354972,41.8984603
iowa_crawford,-95.38221564,42.03585615
iowa_dallas,-94.04070852,41.68388969
iowa_davis,-92.41050368,40.74734169
iowa_decatur,-93.78704153,40.73708291
iowa_delaware,-91.36684755,42.47052441
iowa_des moines,-91.1821717,40.9226686
iowa_dickinson,-95.15004915,43.37969327
iowa_dubuque,-90.88167427,42.46859316
iowa_emmet,-94.67818276,43.37986728
iowa_fayette,-91.84396787,42.86232708
iowa_floyd,-92.78907098,43.05944583
iowa_franklin,-93.26335318,42.73200187
iowa_fremont,-95.60409772,40.74584175
iowa_greene,-94.3980328,42.03538015
iowa_grundy,-92.79228714,42.4018044
iowa_guthrie,-94.50243525,41.68303825
iowa_hamilton,-93.70756395,42.38271656
iowa_hancock,-93.73464493,43.08231773
iowa_hardin,-93.24128584,42.3833591
iowa_harrison,-95.81589958,41.68247176
iowa_henry,-91.54539907,40.98769579
iowa_howard,-92.31777837,43.35771482
iowa_humboldt,-94.2085438,42.77537552
iowa_ida,-95.5128706,42.38565749
iowa_iowa,-92.06627729,41.68605783
iowa_jackson,-90.57397459,42.17194978
iowa_jasper,-93.05516954,41.68551355
iowa_jefferson,-91.94941447,41.03118899
iowa_johnson,-91.58858507,41.67151523
iowa_jones,-91.13228011,42.12129654
iowa_keokuk,-92.17950966,41.3360774
iowa_kossuth,-94.20697901,43.20533243
iowa_lee,-91.47887143,40.6417712
iowa_linn,-91.59959236,42.07917387
iowa_louisa,-91.26108914,41.2179494
iowa_lucas,-93.32918704,41.02855871
iowa_lyon,-96.20849859,43.38250027
iowa_madison,-94.0172869,41.32933007
iowa_mahaska,-92.64209839,41.33415091
iowa_marion,-93.10076871,41.33341597
iowa_marshall,-92.99957655,42.03559946
iowa_mills,-95.62024678,41.03296455
iowa_mitchell,-92.78936336,43.35788952
iowa_monona,-95.95975561,42.05128655
iowa_monroe,-92.86984919,41.02853635
iowa_montgomery,-95.15701159,41.0306358
iowa_muscatine,-91.11367567,41.48379826
iowa_o'brien,-95.62426622,43.08410919
iowa_osceola,-95.62287739,43.38094562
iowa_page,-95.1509166,40.73986254
iowa_palo alto,-94.67951887,43.08172506
iowa_plymouth,-96.21375152,42.73818125
iowa_pocahontas,-94.68070542,42.73299029
iowa_polk,-93.57481555,41.68435959
iowa_pottawattamie,-95.5422418,41.33560224
iowa_poweshiek,-92.53263511,41.68624017
iowa_ringgold,-94.24508491,40.73455713
iowa_sac,-95.10570645,42.38594013
iowa_scott,-90.62481261,41.63736878
iowa_shelby,-95.31106401,41.68397527
iowa_sioux,-96.17592319,43.08354773
iowa_story,-93.46627828,42.03547953
iowa_tama,-92.53326832,42.07983604
iowa_taylor,-94.69801714,40.73730722
iowa_union,-94.24356396,41.02679402
iowa_van buren,-91.95105815,40.7532315
iowa_wapello,-92.4104731,41.02996739
iowa_warren,-93.56346837,41.33297085
iowa_washington,-91.71856608,41.335381
iowa_wayne,-93.3280542,40.73922417
iowa_webster,-94.18240789,42.42708877
iowa_winnebago,-93.73360597,43.38072029
iowa_winneshiek,-91.84317345,43.29165529
iowa_woodbury,-96.04398052,42.38954841
iowa_worth,-93.26054938,43.38012506
iowa_wright,-93.7354005,42.73223434
kansas_allen,-95.30098234,37.88564645
kansas_anderson,-95.29105535,38.21412005
kansas_atchison,-95.31329724,39.5317041
kansas_barber,-98.68515059,37.22999417
kansas_barton,-98.75718581,38.47873315
kansas_bourbon,-94.84872145,37.85478267
kansas_brown,-95.56361258,39.82709708
kansas_butler,-96.83879424,37.78215264
kansas_chase,-96.59478858,38.30311696
kansas_chautauqua,-96.24635807,37.1510393
kansas_cherokee,-94.84613356,37.17001446
kansas_cheyenne,-101.729478,39.78643209
kansas_clark,-99.81939191,37.23545024
kansas_clay,-97.16612104,39.34987772
kansas_cloud,-97.64881305,39.48093319
kansas_coffey,-95.7335286,38.23734336
kansas_comanche,-99.27102906,37.19210692
kansas_cowley,-96.83819784,37.23869315
kansas_crawford,-94.8509099,37.50772624
kansas_decatur,-100.4603633,39.78559825
kansas_dickinson,-97.15346502,38.86680151
kansas_doniphan,-95.14809547,39.78911419
kansas_douglas,-95.29398718,38.88546227
kansas_edwards,-99.31122365,37.88819417
kansas_elk,-96.24436523,37.45361555
kansas_ellis,-99.31683064,38.91469575
kansas_ellsworth,-98.20548343,38.69699073
kansas_finney,-100.7374262,38.04334157
kansas_ford,-99.8884296,37.69328619
kansas_franklin,-95.28642943,38.56453172
kansas_geary,-96.7541636,39.00242365
kansas_gove,-100.4822146,38.91634227
kansas_graham,-99.88372534,39.349949
kansas_grant,-101.3074254,37.56260973
kansas_gray,-100.438099,37.73836539
kansas_greeley,-101.8061343,38.48033926
kansas_greenwood,-96.23275218,37.87795566
kansas_hamilton,-101.7906,37.99924771
kansas_harper,-98.07601344,37.19317302
kansas_harvey,-97.42757334,38.04341416
kansas_haskell,-100.8707501,37.5624604
kansas_hodgeman,-99.89753818,38.08760932
kansas_jackson,-95.79369362,39.41781348
kansas_jefferson,-95.38346231,39.236408
kansas_jewell,-98.21813948,39.78523077
kansas_johnson,-94.82236468,38.88346997
kansas_kearny,-101.3194255,38.00015094
kansas_kingman,-98.13714269,37.55996747
kansas_kiowa,-99.28570101,37.55920502
kansas_labette,-95.29750837,37.19182261
kansas_lane,-100.4665996,38.48050644
kansas_leavenworth,-95.03760513,39.19928816
kansas_lincoln,-98.20766428,39.04571324
kansas_linn,-94.84270257,38.2123874
kansas_logan,-101.1483575,38.91741359
kansas_lyon,-96.15350102,38.4570256
kansas_marion,-97.09776771,38.35931684
kansas_marshall,-96.52263039,39.78437304
kansas_mcpherson,-97.64849334,38.3924153
kansas_meade,-100.3653465,37.2372409
kansas_miami,-94.83825547,38.56400945
kansas_mitchell,-98.20831419,39.39325779
kansas_montgomery,-95.74338792,37.19309493
kansas_morris,-96.65015433,38.68903446
kansas_morton,-101.7996343,37.19090741
kansas_nemaha,-96.01337471,39.78387362
kansas_neosho,-95.30679508,37.5585782
kansas_ness,-99.9158571,38.47903569
kansas_norton,-99.90363462,39.78495806
kansas_osage,-95.72776652,38.65331923
kansas_osborne,-98.76852631,39.35058747
kansas_ottawa,-97.65042664,39.13333081
kansas_pawnee,-99.23711726,38.18136761
kansas_phillips,-99.34742196,39.78526366
kansas_pottawatomie,-96.34238151,39.37870616
kansas_pratt,-98.74034604,37.64865309
kansas_rawlins,-101.0760071,39.78613003
kansas_reno,-98.08594584,37.95338698
kansas_republic,-97.64919634,39.82882701
kansas_rice,-98.20168662,38.34697413
kansas_riley,-96.73606835,39.29565806
kansas_rooks,-99.32562462,39.35091444
kansas_rush,-99.30897758,38.52254306
kansas_russell,-98.76205556,38.91457033
kansas_saline,-97.6500331,38.78454805
kansas_scott,-100.9064294,38.48266651
kansas_sedgwick,-97.46021483,37.68481629
kansas_seward,-100.8511562,37.19332066
kansas_shawnee,-95.75693669,39.04293192
kansas_sheridan,-100.4420239,39.35040109
kansas_sherman,-101.719046,39.35115844
kansas_smith,-98.78610901,39.78567046
kansas_stafford,-98.71826652,38.03153341
kansas_stanton,-101.7846267,37.56285535
kansas_stevens,-101.3124894,37.19255858
kansas_sumner,-97.47613606,37.23781323
kansas_thomas,-101.0555699,39.35122038
kansas_trego,-99.8732016,38.91448308
kansas_wabaunsee,-96.2049861,38.95391372
kansas_wallace,-101.7641734,38.91639953
kansas_washington,-97.08745622,39.78491802
kansas_wichita,-101.3478329,38.48171507
kansas_wilson,-95.74368657,37.55962851
kansas_woodson,-95.74085945,37.8870768
kansas_wyandotte,-94.76535693,39.11378975
kentucky_adair,-85.28031371,37.10447656
kentucky_allen,-86.19058849,36.75167987
kentucky_anderson,-84.99119415,38.00390943
kentucky_ballard,-88.99904373,37.05940262
kentucky_barren,-85.93355158,36.9656011
kentucky_bath,-83.74240884,38.14482298
kentucky_bell,-83.67377539,36.731692
kentucky_boone,-84.72683408,38.96913996
kentucky_bourbon,-84.21712996,38.20688295
kentucky_boyd,-82.68687773,38.35909058
kentucky_boyle,-84.86661414,37.62437075
kentucky_bracken,-84.09041181,38.68898868
kentucky_breathitt,-83.32392491,37.52169374
kentucky_breckinridge,-86.429132,37.77325419
kentucky_bullitt,-85.69554994,37.96988668
kentucky_butler,-86.68173149,37.20715147
kentucky_caldwell,-87.86792299,37.14498632
kentucky_calloway,-88.27218106,36.6213711
kentucky_campbell,-84.37980737,38.94581015
kentucky_carlisle,-88.97236909,36.85380233
kentucky_carroll,-85.12282335,38.66744076
kentucky_carter,-83.04982368,38.31827031
kentucky_casey,-84.92839451,37.32219771
kentucky_christian,-87.4901453,36.89437819
kentucky_clark,-84.14857585,37.9712509
kentucky_clay,-83.71479541,37.1601281
kentucky_clinton,-85.13617967,36.72791493
kentucky_crittenden,-88.09690419,37.35369765
kentucky_cumberland,-85.38852159,36.78745404
kentucky_daviess,-87.08683197,37.73145424
kentucky_edmonson,-86.23849267,37.20898418
kentucky_elliott,-83.09775513,38.11856704
kentucky_estill,-83.96441732,37.69279285
kentucky_fayette,-84.45889354,38.0425219
kentucky_fleming,-83.69664961,38.37016827
kentucky_floyd,-82.7451099,37.55736013
kentucky_franklin,-84.87699109,38.23910284
kentucky_fulton,-89.18928557,36.55513857
kentucky_gallatin,-84.85942959,38.75681584
kentucky_garrard,-84.5380047,37.63975791
kentucky_grant,-84.6244316,38.6486536
kentucky_graves,-88.65126935,36.7236559
kentucky_grayson,-86.34425098,37.46102109
kentucky_green,-85.55314721,37.26397821
kentucky_greenup,-82.92215483,38.54502775
kentucky_hancock,-86.77931146,37.84060661
kentucky_hardin,-85.96385529,37.69751099
kentucky_harlan,-83.21699054,36.85774973
kentucky_harrison,-84.33169877,38.44196507
kentucky_hart,-85.88489697,37.29982041
kentucky_henderson,-87.57276024,37.79551194
kentucky_henry,-85.11878962,38.44837289
kentucky_hickman,-88.97717014,36.67846678
kentucky_hopkins,-87.54150191,37.3088694
kentucky_jackson,-84.00547452,37.41989354
kentucky_jefferson,-85.65819623,38.1870177
kentucky_jessamine,-84.58091091,37.87209668
kentucky_johnson,-82.83126144,37.84702253
kentucky_kenton,-84.53300086,38.93252646
kentucky_knott,-82.95412844,37.35418893
kentucky_knox,-83.85394113,36.89117601
kentucky_larue,-85.69800818,37.54560712
kentucky_laurel,-84.11811984,37.11150607
kentucky_lawrence,-82.73437363,38.06832689
kentucky_lee,-83.71614934,37.5951246
kentucky_leslie,-83.38136265,37.09420642
kentucky_letcher,-82.85503654,37.12127731
kentucky_lewis,-83.37806058,38.53115695
kentucky_lincoln,-84.66105452,37.45511714
kentucky_livingston,-88.35212952,37.21079878
kentucky_logan,-86.87894905,36.86047861
kentucky_lyon,-88.08330501,37.01949784
kentucky_madison,-84.27804568,37.72003326
kentucky_magoffin,-83.06457964,37.70646889
kentucky_marion,-85.26940183,37.55242157
kentucky_marshall,-88.33000271,36.88427192
kentucky_martin,-82.5127351,37.80245827
kentucky_mason,-83.82455862,38.59497245
kentucky_mccracken,-88.71195201,37.05333774
kentucky_mccreary,-84.48477891,36.73952369
kentucky_mclean,-87.26361245,37.52936353
kentucky_meade,-86.21536529,37.96782637
kentucky_menifee,-83.59881891,37.94124438
kentucky_mercer,-84.87454044,37.81127369
kentucky_metcalfe,-85.62912215,36.99061403
kentucky_monroe,-85.71626983,36.71283005
kentucky_montgomery,-83.91341589,38.03372669
kentucky_morgan,-83.25787422,37.9230421
kentucky_muhlenberg,-87.14267948,37.21586851
kentucky_nelson,-85.46634608,37.8049117
kentucky_nicholas,-84.01531654,38.33536109
kentucky_ohio,-86.84897095,37.47829076
kentucky_oldham,-85.44815039,38.39927783
kentucky_owen,-84.82808856,38.51960861
kentucky_owsley,-83.68307032,37.41978892
kentucky_pendleton,-84.36009004,38.69547195
kentucky_perry,-83.22176177,37.24445888
kentucky_pike,-82.39424327,37.47008461
kentucky_powell,-83.82441949,37.83139616
kentucky_pulaski,-84.57733893,37.10426089
kentucky_robertson,-84.05157186,38.51818928
kentucky_rockcastle,-84.31666442,37.3654055
kentucky_rowan,-83.42120345,38.19660671
kentucky_russell,-85.05860325,36.99076579
kentucky_scott,-84.5839473,38.29156864
kentucky_shelby,-85.19473777,38.2155048
kentucky_simpson,-86.58243498,36.74290574
kentucky_spencer,-85.32809811,38.0326449
kentucky_taylor,-85.32819487,37.36665726
kentucky_todd,-87.17884443,36.83618255
kentucky_trigg,-87.87376044,36.80663503
kentucky_trimble,-85.33680641,38.61260315
kentucky_union,-87.94376115,37.65846127
kentucky_warren,-86.4235489,36.99346703
kentucky_washington,-85.17461642,37.75324394
kentucky_wayne,-84.82908264,36.80228916
kentucky_webster,-87.68271739,37.51871763
kentucky_whitley,-84.14540725,36.75931834
kentucky_wolfe,-83.49279834,37.73954082
kentucky_woodford,-84.74326374,38.04245967
louisiana_acadia,-92.41182816,30.2918114
louisiana_allen,-92.82801744,30.65358098
louisiana_ascension,-90.91117218,30.20408433
louisiana_assumption,-91.06185565,29.90133703
louisiana_avoyelles,-92.0012344,31.07616832
louisiana_beauregard,-93.34367182,30.64976786
louisiana_bienville,-93.05685238,32.34770839
louisiana_bossier,-93.60602484,32.67940748
louisiana_caddo,-93.88368557,32.58171781
louisiana_calcasieu,-93.35822087,30.23051767
louisiana_caldwell,-92.11632588,32.09294305
louisiana_cameron,-93.19365763,29.87564525
louisiana_catahoula,-91.84700839,31.66689564
louisiana_claiborne,-92.99581571,32.82278667
louisiana_concordia,-91.64093765,31.44900894
louisiana_de soto,-93.73773128,32.05601778
louisiana_east baton rouge,-91.09688101,30.53956287
louisiana_east carroll,-91.23525827,32.73229545
louisiana_east feliciana,-91.04540886,30.84590262
louisiana_evangeline,-92.40572471,30.72976804
louisiana_franklin,-91.67419664,32.13411183
louisiana_grant,-92.5585855,31.59983318
louisiana_iberia,-91.73011093,29.89826809
louisiana_iberville,-91.34884606,30.25846219
louisiana_jackson,-92.55813656,32.30331676
louisiana_jefferson,-90.13803686,29.83895652
louisiana_jefferson davis,-92.81408632,30.2692349
louisiana_la salle,-92.16040323,31.67660616
louisiana_lafayette,-92.06457628,30.20631549
louisiana_lafourche,-90.44282272,29.57530194
louisiana_lincoln,-92.66407565,32.60230279
louisiana_livingston,-90.72375517,30.43813225
louisiana_madison,-91.24329928,32.3645356
louisiana_morehouse,-91.80179693,32.82134351
louisiana_natchitoches,-93.09622216,31.72336512
louisiana_orleans,-89.93122834,30.06915439
louisiana_ouachita,-92.15466336,32.47955211
louisiana_plaquemines,-89.63613776,29.47059201
louisiana_pointe coupee,-91.60087324,30.70948171
louisiana_rapides,-92.53328938,31.19892684
louisiana_red river,-93.33996795,32.09340185
louisiana_richland,-91.76391074,32.41892505
louisiana_sabine,-93.5552427,31.56486424
louisiana_saint bernard,-89.6004258,29.87273567
louisiana_saint charles,-90.35757285,29.91315092
louisiana_saint helena,-90.71055579,30.82224172
louisiana_saint james,-90.7950319,30.02668573
louisiana_saint john the baptist,-90.5079198,30.11264369
louisiana_saint landry,-92.00583089,30.59963335
louisiana_saint martin,-91.60900508,30.13026628
louisiana_saint mary,-91.44657112,29.71582031
louisiana_saint tammany,-89.96425164,30.40652268
louisiana_tangipahoa,-90.40833513,30.63487865
louisiana_tensas,-91.33971493,32.00296495
louisiana_terrebonne,-90.87303008,29.42554092
louisiana_union,-92.37443255,32.83281899
louisiana_vermilion,-92.32417875,29.84653777
louisiana_vernon,-93.1846142,31.10914978
louisiana_washington,-90.04097557,30.85341562
louisiana_webster,-93.33601085,32.71441722
louisiana_west baton rouge,-91.31333774,30.46286674
louisiana_west carroll,-91.45806784,32.78810336
louisiana_west feliciana,-91.42103841,30.88098389
louisiana_winn,-92.63657,31.94567519
maine_androscoggin,-70.20664907,44.16572498
maine_aroostook,-68.59753795,46.65881107
maine_cumberland,-70.40821572,43.84798815
maine_franklin,-70.44456105,44.97446879
maine_hancock,-68.35709693,44.67131299
maine_kennebec,-69.76754865,44.40918511
maine_knox,-69.17303824,44.14720043
maine_lincoln,-69.5418916,44.0738035
maine_oxford,-70.75677904,44.50063479
maine_penobscot,-68.64944327,45.40052445
maine_piscataquis,-69.28450619,45.83747651
maine_sagadahoc,-69.85905267,43.97097881
maine_somerset,-69.95928163,45.51395705
maine_waldo,-69.14930744,44.50287657
maine_washington,-67.63561401,45.03687013
maine_york,-70.71530698,43.48024617
maryland_allegany,-78.6932624,39.62179939
maryland_anne arundel,-76.61157797,39.00634763
maryland_baltimore,-76.63924358,39.44682175
maryland_calvert,-76.56708322,38.55148607
maryland_caroline,-75.82989342,38.87312726
maryland_carroll,-77.0223637,39.56261904
maryland_cecil,-75.94177609,39.57636682
maryland_charles,-76.98967614,38.50733149
maryland_dorchester,-76.00981102,38.48048004
maryland_frederick,-77.39728171,39.4730222
maryland_garrett,-79.27007312,39.52999309
maryland_harford,-76.31890497,39.56251325
maryland_howard,-76.93117964,39.25169526
maryland_kent,-76.03546562,39.25900503
maryland_montgomery,-77.20247383,39.1373312
maryland_prince george's,-76.84540058,38.83286596
maryland_queen anne's,-76.01508638,39.07417115
maryland_saint mary's,-76.60876839,38.30329489
maryland_somerset,-75.74808113,38.1168101
maryland_talbot,-76.08894301,38.77605259
maryland_washington,-77.81380086,39.60507894
maryland_wicomico,-75.61952159,38.37328931
maryland_worcester,-75.36145413,38.22004798
massachusetts_barnstable,-70.29737656,41.72699192
massachusetts_berkshire,-73.20736933,42.3708893
massachusetts_bristol,-71.11460618,41.80109597
massachusetts_dukes,-70.65820398,41.3963693
massachusetts_essex,-70.95612276,42.67234138
massachusetts_franklin,-72.59088089,42.58285555
massachusetts_hampden,-72.63148328,42.13519179
massachusetts_hampshire,-72.66388792,42.34002109
massachusetts_middlesex,-71.39231527,42.48561791
massachusetts_nantucket,-70.07240352,41.27868958
massachusetts_norfolk,-71.21016772,42.16103201
massachusetts_plymouth,-70.81238589,41.95159765
massachusetts_suffolk,-71.0734648,42.33164271
massachusetts_worcester,-71.90798778,42.35208868
michigan_alcona,-83.59420215,44.68504476
michigan_alger,-86.60476772,46.40914271
michigan_allegan,-85.88898645,42.59043835
michigan_alpena,-83.62757178,45.03489464
michigan_antrim,-85.14221272,44.99890535
michigan_arenac,-83.89692747,44.06586571
michigan_baraga,-88.36679685,46.66275914
michigan_barry,-85.3090644,42.59483565
michigan_bay,-83.99316925,43.70724294
michigan_benzie,-86.0159166,44.63807907
michigan_berrien,-86.41277453,41.95522957
michigan_branch,-85.06026757,41.91684117
michigan_calhoun,-85.00626005,42.24654084
michigan_cass,-85.99380081,41.91618777
michigan_charlevoix,-85.12868632,45.30164089
michigan_cheboygan,-84.50158832,45.44661689
michigan_chippewa,-84.59236432,46.3039887
michigan_clare,-84.84843683,43.98730202
michigan_clinton,-84.60316534,42.9440671
michigan_crawford,-84.61151405,44.68377674
michigan_delta,-86.92696404,45.91842998
michigan_dickinson,-87.87189039,46.00910203
michigan_eaton,-84.83910952,42.59578927
michigan_emmet,-84.89172143,45.51950162
michigan_genesee,-83.70660805,43.02186618
michigan_gladwin,-84.38944286,43.99023115
michigan_gogebic,-89.69479323,46.40951168
michigan_grand traverse,-85.5607993,44.66906122
michigan_gratiot,-84.60623969,43.29270773
michigan_hillsdale,-84.59543162,41.88811886
michigan_houghton,-88.69416457,46.89134967
michigan_huron,-83.02186583,43.83424176
michigan_ingham,-84.37514535,42.59686557
michigan_ionia,-85.07556454,42.94545599
michigan_iosco,-83.63684977,44.35570102
michigan_iron,-88.53056909,46.20887981
michigan_isabella,-84.84706869,43.64044866
michigan_jackson,-84.42529489,42.24811574
michigan_kalamazoo,-85.53097924,42.24507315
michigan_kalkaska,-85.0911148,44.68355629
michigan_kent,-85.55047132,43.03106585
michigan_keweenaw,-88.42500323,47.60828466
michigan_lake,-85.80128407,43.98929836
michigan_lake hurron,-83.13506384,44.75318258
michigan_lake michigan,-86.37814796,44.27069617
michigan_lake st. clair,-82.75388414,42.54273157
michigan_lake superior,-87.69599141,47.27917748
michigan_lapeer,-83.22131196,43.0906397
michigan_leelanau,-85.81352534,44.93844608
michigan_lenawee,-84.06830224,41.8950549
michigan_livingston,-83.91305649,42.60334634
michigan_luce,-85.54461838,46.47069594
michigan_mackinac,-85.09062126,46.08011775
michigan_macomb,-82.932506,42.69595937
michigan_manistee,-86.05620603,44.33214405
michigan_marquette,-87.64327018,46.43183817
michigan_mason,-86.24951361,43.99487271
michigan_mecosta,-85.32566391,43.64004622
michigan_menominee,-87.55980274,45.57942331
michigan_midland,-84.3892686,43.64651674
michigan_missaukee,-85.09543447,44.3373145
michigan_monroe,-83.54102367,41.92891378
michigan_montcalm,-85.15397999,43.31094277
michigan_montmorency,-84.12789695,45.02755332
michigan_muskegon,-86.14965357,43.29100622
michigan_newaygo,-85.80192823,43.55299127
michigan_oakland,-83.3856537,42.66042436
michigan_oceana,-86.26667983,43.64011861
michigan_ogemaw,-84.12781003,44.33425273
michigan_ontonagon,-89.31552851,46.66467854
michigan_osceola,-85.32566266,43.98942404
michigan_oscoda,-84.1309888,44.68077201
michigan_otsego,-84.60111941,45.02069239
michigan_ottawa,-85.99683847,42.95935172
michigan_presque isle,-83.92050729,45.34094312
michigan_roscommon,-84.61351439,44.33474699
michigan_saginaw,-84.05440805,43.33505897
michigan_saint clair,-82.68305788,42.94393372
michigan_saint joseph,-85.5275092,41.91522304
michigan_sanilac,-82.82056046,43.42377859
