sta_con,Longitude,Latitude
michigan_schoolcraft,-86.20065025,46.19562632
michigan_shiawassee,-84.14785942,42.95416605
michigan_tuscola,-83.41808818,43.46466138
michigan_van buren,-86.01995627,42.25091267
michigan_washtenaw,-83.83944682,42.25299872
michigan_wayne,-83.28787596,42.28415953
michigan_wexford,-85.57880313,44.33814082
minnesota_aitkin,-93.41507957,46.60791121
minnesota_anoka,-93.24709433,45.27497472
minnesota_becker,-95.6755178,46.93565886
minnesota_beltrami,-94.93725604,47.97515535
minnesota_benton,-93.99910235,45.6993767
minnesota_big stone,-96.41093948,45.42667074
minnesota_blue earth,-94.0670267,44.03586637
minnesota_brown,-94.72629637,44.24215244
minnesota_carlton,-92.67442642,46.59273095
minnesota_carver,-93.80281167,44.82167237
minnesota_cass,-94.32574334,46.94889197
minnesota_chippewa,-95.56657493,45.023199
minnesota_chisago,-92.90636126,45.50335203
minnesota_clay,-96.49065632,46.89263219
minnesota_clearwater,-95.37810043,47.57868749
minnesota_cook,-90.53302257,47.90377816
minnesota_cottonwood,-95.18160351,44.00920171
minnesota_crow wing,-94.0705693,46.48265868
minnesota_dakota,-93.0675511,44.67255996
minnesota_dodge,-92.86264644,44.0244967
minnesota_douglas,-95.45345766,45.93408329
minnesota_faribault,-93.94833932,43.67722556
minnesota_fillmore,-92.09061976,43.67647265
minnesota_freeborn,-93.34894018,43.67704989
minnesota_goodhue,-92.72304485,44.41158448
minnesota_grant,-96.0123795,45.93424673
minnesota_hennepin,-93.47828859,45.00622295
minnesota_houston,-91.49263885,43.67397785
minnesota_hubbard,-94.91644092,47.10909988
minnesota_isanti,-93.29416477,45.56302441
minnesota_itasca,-93.63351062,47.51099623
minnesota_jackson,-95.15523967,43.67711586
minnesota_kanabec,-93.29175493,45.94595653
minnesota_kandiyohi,-95.00416074,45.15344366
minnesota_kittson,-96.78331298,48.7767583
minnesota_koochiching,-93.78518563,48.24830816
minnesota_lac qui parle,-96.17384906,44.99561171
minnesota_lake,-91.44894484,47.6417585
minnesota_lake of the woods,-94.90425414,48.7728329
minnesota_lake superior,-90.5971076,47.41479654
minnesota_le sueur,-93.73004921,44.37355326
minnesota_lincoln,-96.26672494,44.41384773
minnesota_lyon,-95.83715854,44.41439423
minnesota_mahnomen,-95.80786367,47.32668783
minnesota_marshall,-96.36794599,48.35861699
minnesota_martin,-94.55225243,43.6766002
minnesota_mcleod,-94.27087504,44.82441906
minnesota_meeker,-94.52695735,45.12395189
minnesota_mille lacs,-93.62955894,45.93707491
minnesota_morrison,-94.26710338,46.0125825
minnesota_mower,-92.75360522,43.67440968
minnesota_murray,-95.76353423,44.02433629
minnesota_nicollet,-94.24703823,44.35075022
minnesota_nobles,-95.75365664,43.67768586
minnesota_norman,-96.45610921,47.32766122
minnesota_olmsted,-92.40299543,44.00644241
minnesota_otter tail,-95.70822855,46.40955037
minnesota_pennington,-96.03660891,48.06707509
minnesota_pine,-92.73769801,46.12074768
minnesota_pipestone,-96.2588673,44.0257193
minnesota_polk,-96.40262441,47.77492084
minnesota_pope,-95.4439916,45.58660332
minnesota_ramsey,-93.09952134,45.01967434
minnesota_red lake,-96.09709583,47.87298955
minnesota_redwood,-95.25239946,44.40438758
minnesota_renville,-94.94418111,44.72719984
minnesota_rice,-93.29737055,44.35622808
minnesota_rock,-96.25311998,43.6773877
minnesota_roseau,-95.81317905,48.77562127
minnesota_saint louis,-92.47147705,47.606181
minnesota_scott,-93.53608517,44.65048448
minnesota_sherburne,-93.77387116,45.44442351
minnesota_sibley,-94.23126682,44.58090268
minnesota_stearns,-94.61248454,45.55343268
minnesota_steele,-93.2257848,44.02435556
minnesota_stevens,-96.00020736,45.58665641
minnesota_swift,-95.68196526,45.28336667
minnesota_todd,-94.89734158,46.07208117
minnesota_traverse,-96.47194764,45.77240187
minnesota_wabasha,-92.23108452,44.28573349
minnesota_wadena,-94.9695895,46.58807234
minnesota_waseca,-93.58669518,44.02411433
minnesota_washington,-92.88438956,45.03702057
minnesota_watonwan,-94.61495032,43.97954797
minnesota_wilkin,-96.46912355,46.35769694
minnesota_winona,-91.78074151,43.98919725
minnesota_wright,-93.96431539,45.17530519
minnesota_yellow medicine,-95.86813462,44.7168355
mississippi_adams,-91.35632728,31.48217571
mississippi_alcorn,-88.58127719,34.88309979
mississippi_amite,-90.80605922,31.17447178
mississippi_attala,-89.58221102,33.08458141
mississippi_benton,-89.18879315,34.81942915
mississippi_bolivar,-90.88059002,33.79511999
mississippi_calhoun,-89.3357833,33.93844139
mississippi_carroll,-89.92031568,33.44968309
mississippi_chickasaw,-88.94799272,33.92190049
mississippi_choctaw,-89.24875496,33.34788118
mississippi_claiborne,-90.91182919,31.97443836
mississippi_clarke,-88.68829427,32.04060646
mississippi_clay,-88.78333032,33.65564179
mississippi_coahoma,-90.60312005,34.22978494
mississippi_copiah,-90.44904844,31.86894386
mississippi_covington,-89.55261974,31.63246513
mississippi_desoto,-89.99086118,34.8770589
mississippi_forrest,-89.25804391,31.18920783
mississippi_franklin,-90.89854906,31.47657496
mississippi_george,-88.64485176,30.86268971
mississippi_greene,-88.63804054,31.21438436
mississippi_grenada,-89.80188652,33.77034259
mississippi_hancock,-89.48851755,30.41709477
mississippi_harrison,-89.11693124,30.51294711
mississippi_hinds,-90.44398879,32.26797556
mississippi_holmes,-90.09157336,33.12362696
mississippi_humphreys,-90.52693529,33.12834849
mississippi_issaquena,-90.98820738,32.74314942
mississippi_itawamba,-88.36083869,34.28250539
mississippi_jackson,-88.63634341,30.54303763
mississippi_jasper,-89.11812829,32.0183051
mississippi_jefferson,-91.03776806,31.73272939
mississippi_jefferson davis,-89.82214139,31.56948723
mississippi_jones,-89.16945989,31.62176351
mississippi_kemper,-88.64073301,32.75354398
mississippi_lafayette,-89.48447146,34.35979408
mississippi_lamar,-89.50872033,31.20578254
mississippi_lauderdale,-88.6607598,32.40411563
mississippi_lawrence,-90.10799,31.54851522
mississippi_leake,-89.52503563,32.7521784
mississippi_lee,-88.68144571,34.29166715
mississippi_leflore,-90.30227278,33.55113335
mississippi_lincoln,-90.45581737,31.53105674
mississippi_lowndes,-88.44344703,33.47503334
mississippi_madison,-90.03551792,32.63345803
mississippi_marion,-89.82313428,31.23035191
mississippi_marshall,-89.50302426,34.76417101
mississippi_monroe,-88.48082593,33.89401895
mississippi_montgomery,-89.61544647,33.49508412
mississippi_neshoba,-89.11803116,32.75078164
mississippi_newton,-89.11890785,32.40000118
mississippi_noxubee,-88.56962829,33.11095351
mississippi_oktibbeha,-88.88191818,33.42635274
mississippi_panola,-89.95144453,34.36677762
mississippi_pearl river,-89.58977118,30.76869822
mississippi_perry,-88.99202419,31.17258589
mississippi_pike,-90.40701526,31.17488412
mississippi_pontotoc,-89.03821791,34.22879088
mississippi_prentiss,-88.52102768,34.62077073
mississippi_quitman,-90.29058159,34.25440928
mississippi_rankin,-89.94756451,32.26392597
mississippi_scott,-89.53963612,32.40546029
mississippi_sharkey,-90.81154905,32.87973584
mississippi_simpson,-89.91941674,31.9135277
mississippi_smith,-89.50644024,32.01652306
mississippi_stone,-89.11813214,30.79003852
mississippi_sunflower,-90.58956815,33.60099894
mississippi_tallahatchie,-90.1738523,33.95230853
mississippi_tate,-89.94553062,34.65259651
mississippi_tippah,-88.90929917,34.77020771
mississippi_tishomingo,-88.23983759,34.7434817
mississippi_tunica,-90.37662974,34.65494623
mississippi_union,-89.00376707,34.49351105
mississippi_walthall,-90.10801816,31.14741497
mississippi_warren,-90.85294446,32.35922145
mississippi_washington,-90.94760804,33.28225057
mississippi_wayne,-88.69594487,31.63996849
mississippi_webster,-89.28586672,33.61378525
mississippi_wilkinson,-91.31240921,31.16164728
mississippi_winston,-89.03613563,33.08758537
mississippi_yalobusha,-89.70732664,34.02978406
mississippi_yazoo,-90.39606935,32.78002142
missouri_adair,-92.60191836,40.19204458
missouri_andrew,-94.80338761,39.98336575
missouri_atchison,-95.42784582,40.43047111
missouri_audrain,-91.84281006,39.21706698
missouri_barry,-93.82844349,36.71016481
missouri_barton,-94.34794914,37.50202589
missouri_bates,-94.34020083,38.25679747
missouri_benton,-93.28804981,38.2969622
missouri_bollinger,-90.02671665,37.32288202
missouri_boone,-92.31077915,38.99151321
missouri_buchanan,-94.80898137,39.65900425
missouri_butler,-90.40644236,36.71515349
missouri_caldwell,-93.98651474,39.65572589
missouri_callaway,-91.92579121,38.83679327
missouri_camden,-92.76534125,38.02997281
missouri_cape girardeau,-89.68568427,37.38461398
missouri_carroll,-93.50997203,39.42618749
missouri_carter,-90.96268619,36.94215455
missouri_cass,-94.35583822,38.6461611
missouri_cedar,-93.85748477,37.72465842
missouri_chariton,-92.96705141,39.51515554
missouri_christian,-93.18721703,36.96988717
missouri_clark,-91.73842436,40.41067787
missouri_clay,-94.4235649,39.31052259
missouri_clinton,-94.40833819,39.60017685
missouri_cole,-92.28040245,38.50708573
missouri_cooper,-92.81120024,38.8458533
missouri_crawford,-91.30412753,37.97904898
missouri_dade,-93.85121976,37.43250385
missouri_dallas,-93.02323007,37.68345181
missouri_daviess,-93.98757919,39.96068235
missouri_de kalb,-94.40739355,39.89106902
missouri_dent,-91.5062803,37.60890013
missouri_douglas,-92.49696485,36.93355876
missouri_dunklin,-90.09091599,36.27154391
missouri_franklin,-91.07532941,38.41309719
missouri_gasconade,-91.50767732,38.44338794
missouri_gentry,-94.4117792,40.20964915
missouri_greene,-93.34163216,37.25981343
missouri_grundy,-93.56669122,40.11414671
missouri_harrison,-93.99267913,40.35391788
missouri_henry,-93.79237466,38.3858198
missouri_hickory,-93.32022778,37.94353523
missouri_holt,-95.2152015,40.09407895
missouri_howard,-92.69811795,39.1439328
missouri_howell,-91.88732648,36.7746473
missouri_iron,-90.77328114,37.556621
missouri_jackson,-94.34857397,39.00816669
missouri_jasper,-94.34157069,37.20398596
missouri_jefferson,-90.5372509,38.26482234
missouri_johnson,-93.80881315,38.74456237
missouri_knox,-92.14917456,40.13083073
missouri_laclede,-92.59089264,37.66002812
missouri_lafayette,-93.78902233,39.06502153
missouri_lawrence,-93.83344,37.10701064
missouri_lewis,-91.72335976,40.09829357
missouri_lincoln,-90.96086596,39.06196977
missouri_linn,-93.10894962,39.8706792
missouri_livingston,-93.55153386,39.78210724
missouri_macon,-92.56573736,39.83176047
missouri_madison,-90.34516355,37.47865538
missouri_maries,-91.92464163,38.16658776
missouri_marion,-91.62290666,39.80815156
missouri_mcdonald,-94.34869688,36.62854314
missouri_mercer,-93.57091281,40.42180344
missouri_miller,-92.42870589,38.21846414
missouri_mississippi,-89.29338618,36.82669766
missouri_moniteau,-92.58277313,38.63513548
missouri_monroe,-92.00229414,39.49656983
missouri_montgomery,-91.46976003,38.94275077
missouri_morgan,-92.88701582,38.42881151
missouri_new madrid,-89.65393904,36.59389882
missouri_newton,-94.34000725,36.90553425
missouri_nodaway,-94.88501703,40.36091801
missouri_oregon,-91.40322319,36.68663269
missouri_osage,-91.85987491,38.46379891
missouri_ozark,-92.44740591,36.64798585
missouri_pemiscot,-89.78666867,36.21134121
missouri_perry,-89.82545201,37.70705807
missouri_pettis,-93.28757913,38.7303079
missouri_phelps,-91.79284786,37.88020457
missouri_pike,-91.17360182,39.34702007
missouri_platte,-94.77539395,39.38001882
missouri_polk,-93.40027486,37.61898421
missouri_pulaski,-92.20765603,37.82755877
missouri_putnam,-93.0194956,40.47902781
missouri_ralls,-91.52457271,39.52856985
missouri_randolph,-92.49918862,39.44039069
missouri_ray,-93.99217045,39.3516894
missouri_reynolds,-90.96869641,37.36376302
missouri_ripley,-90.86348554,36.65216217
missouri_saint charles,-90.67331511,38.78465886
missouri_saint clair,-93.77574433,38.03760824
missouri_saint francois,-90.47386528,37.81254919
missouri_saint louis,-90.42158418,38.64244973
missouri_sainte genevieve,-90.19540675,37.89531821
missouri_saline,-93.20384658,39.1372459
missouri_schuyler,-92.52340109,40.47056791
missouri_scotland,-92.14942388,40.45480333
missouri_scott,-89.56905543,37.05288919
missouri_shannon,-91.40080048,37.15908091
missouri_shelby,-92.07769739,39.79876317
missouri_stoddard,-89.9452275,36.85564995
missouri_stone,-93.45564018,36.74640637
missouri_sullivan,-93.11242902,40.21072019
missouri_taney,-93.04221151,36.65437425
missouri_texas,-91.96345563,37.32029487
missouri_vernon,-94.34228229,37.85028913
missouri_warren,-91.1590791,38.76625947
missouri_washington,-90.8771291,37.96438359
missouri_wayne,-90.46210132,37.11297631
missouri_webster,-92.87468857,37.2824002
missouri_worth,-94.42315286,40.47735955
missouri_wright,-92.46685376,37.27315757
montana_beaverhead,-112.8988473,45.13289215
montana_big horn,-107.4877427,45.42424227
montana_blaine,-108.959695,48.43323384
montana_broadwater,-111.4958324,46.33276199
montana_carbon,-109.0255189,45.22748214
montana_carter,-104.5367371,45.51671885
montana_cascade,-111.3456743,47.30784151
montana_chouteau,-110.4368532,47.88093967
montana_custer,-105.5709704,46.25256071
montana_daniels,-105.5487645,48.78498203
montana_dawson,-104.8978967,47.26614094
montana_deer lodge,-113.0685151,46.06014429
montana_fallon,-104.4161408,46.33275228
montana_fergus,-109.2223869,47.26362029
montana_flathead,-114.0518385,48.29557395
montana_gallatin,-111.1698448,45.54019365
montana_garfield,-106.9924949,47.27725396
montana_glacier,-112.9965875,48.70575099
montana_golden valley,-109.1735357,46.38154276
montana_granite,-113.4396282,46.4042028
montana_hill,-110.1103122,48.6285133
montana_jefferson,-112.0939715,46.14938013
montana_judith basin,-110.2639744,47.04623842
montana_lake,-114.0896195,47.64554078
montana_lewis and clark,-112.3906862,47.12326252
montana_liberty,-111.0228936,48.56453199
montana_lincoln,-115.4057729,48.54228915
montana_madison,-111.920705,45.30029613
montana_mccone,-105.7949948,47.64562118
montana_meagher,-110.8860501,46.59823831
montana_mineral,-114.99972,47.14761487
montana_missoula,-113.9240034,47.03583553
montana_musselshell,-108.3981,46.4962485
montana_park,-110.5237488,45.48768395
montana_petroleum,-108.248807,47.1181795
montana_phillips,-107.9129047,48.26015709
montana_pondera,-112.2285524,48.22720646
montana_powder river,-105.6297541,45.39656149
montana_powell,-112.9373533,46.85983735
montana_prairie,-105.3771445,46.86026834
montana_ravalli,-114.1211821,46.08200898
montana_richland,-104.5602255,47.78856379
montana_roosevelt,-105.0163921,48.2954243
montana_rosebud,-106.7312404,46.23173032
montana_sanders,-115.1335971,47.673803
montana_sheridan,-104.5047857,48.72200767
montana_silver bow,-112.6561636,45.90302367
montana_stillwater,-109.3919643,45.6706886
montana_sweet grass,-109.9395827,45.81358726
montana_teton,-112.2416579,47.83643683
montana_toole,-111.6956907,48.65561462
montana_treasure,-107.2714658,46.21097807
montana_valley,-106.6665926,48.36532134
montana_wheatland,-109.8427148,46.46649886
montana_wibaux,-104.247567,46.96595303
montana_yellowstone,-108.2747405,45.9360951
nebraska_adams,-98.50214356,40.52576316
nebraska_antelope,-98.06602354,42.17819666
nebraska_arthur,-101.695499,41.56915637
nebraska_banner,-103.7099875,41.54598996
nebraska_blaine,-99.97574333,41.91395778
nebraska_boone,-98.06637396,41.70719802
nebraska_box butte,-103.0858441,42.22020948
nebraska_boyd,-98.76763819,42.89973275
nebraska_brown,-99.92926797,42.43108539
nebraska_buffalo,-99.07546802,40.85536089
nebraska_burt,-96.32825796,41.8525857
nebraska_butler,-97.13009074,41.22466473
nebraska_cass,-96.14087321,40.90958927
nebraska_cedar,-97.25391602,42.60067091
nebraska_chase,-101.6966132,40.52420087
nebraska_cherry,-101.1188458,42.54404499
nebraska_cheyenne,-102.9953038,41.21914447
nebraska_clay,-98.05204903,40.5246977
nebraska_colfax,-97.08542752,41.57424861
nebraska_cuming,-96.78647316,41.91880048
nebraska_custer,-99.72588907,41.39446621
nebraska_dakota,-96.56481999,42.39294635
nebraska_dawes,-103.1343263,42.71990958
nebraska_dawson,-99.81868208,40.87011152
nebraska_deuel,-102.3325877,41.11136346
nebraska_dixon,-96.86764128,42.49497992
nebraska_dodge,-96.65383498,41.57911288
nebraska_douglas,-96.15380813,41.29548735
nebraska_dundy,-101.6862557,40.17685201
nebraska_fillmore,-97.59656504,40.52478228
nebraska_franklin,-98.95380473,40.17723878
nebraska_frontier,-100.3932131,40.53057525
nebraska_furnas,-99.91178004,40.1767526
nebraska_gage,-96.68957028,40.26201717
nebraska_garden,-102.3355103,41.6185707
nebraska_garfield,-98.99077184,41.91330407
nebraska_gosper,-99.83045307,40.51437539
nebraska_grant,-101.7396966,41.91535408
nebraska_greeley,-98.52083475,41.56778164
nebraska_hall,-98.50281538,40.87353205
nebraska_hamilton,-98.02307412,40.87320294
nebraska_harlan,-99.40414351,40.17651156
nebraska_hayes,-101.0604826,40.52409452
nebraska_hitchcock,-101.0405921,40.17708224
nebraska_holt,-98.78238669,42.45506855
nebraska_hooker,-101.13424,41.91658047
nebraska_howard,-98.51606652,41.2206015
nebraska_jefferson,-97.14349659,40.17667093
nebraska_johnson,-96.26506654,40.39201307
nebraska_kearney,-98.94892838,40.50771912
nebraska_keith,-101.6607938,41.19913332
nebraska_keya paha,-99.71163696,42.87903667
nebraska_kimball,-103.7159531,41.19832569
nebraska_knox,-97.8915908,42.63747914
nebraska_lancaster,-96.68790302,40.78439815
nebraska_lincoln,-100.7443098,41.04836129
nebraska_logan,-100.4821177,41.56757055
nebraska_loup,-99.45215694,41.91378655
nebraska_madison,-97.60069405,41.91835396
nebraska_mcpherson,-101.0588167,41.56861566
nebraska_merrick,-98.03762139,41.16902155
nebraska_morrill,-103.0100207,41.71522956
nebraska_nance,-97.99243793,41.39685312
nebraska_nemaha,-95.84992274,40.38820431
nebraska_nuckolls,-98.04802055,40.177183
nebraska_otoe,-96.13483442,40.64848869
nebraska_pawnee,-96.23619803,40.13170661
nebraska_perkins,-101.6477572,40.85102476
nebraska_phelps,-99.4151686,40.51017261
nebraska_pierce,-97.60122616,42.26571343
nebraska_platte,-97.51856822,41.57116866
nebraska_polk,-97.56826746,41.18737354
nebraska_red willow,-100.475337,40.17637209
nebraska_richardson,-95.71703077,40.12563064
nebraska_rock,-99.44897805,42.42205513
nebraska_saline,-97.14071928,40.52438798
nebraska_sarpy,-96.11144261,41.11248383
nebraska_saunders,-96.63645096,41.22644586
nebraska_scotts bluff,-103.7069889,41.85053783
nebraska_seward,-97.1388132,40.87275736
nebraska_sheridan,-102.4092606,42.50405438
nebraska_sherman,-98.97503138,41.22002021
nebraska_sioux,-103.7579251,42.48860171
nebraska_stanton,-97.1940468,41.91882864
nebraska_thayer,-97.5954635,40.17727645
nebraska_thomas,-100.5554304,41.9144815
nebraska_thurston,-96.54480398,42.16038141
nebraska_valley,-98.98146097,41.56676049
nebraska_washington,-96.21975055,41.53129066
nebraska_wayne,-97.1203697,42.21071452
nebraska_webster,-98.50167481,40.17769411
nebraska_wheeler,-98.52799613,41.91462828
nebraska_york,-97.59677624,40.87325552
nevada_carson city,-119.7479532,39.15105219
nevada_churchill,-118.3361122,39.58071093
nevada_clark,-115.0186407,36.21567337
nevada_douglas,-119.6163969,38.91263956
nevada_elko,-115.3575265,41.14605512
nevada_esmeralda,-117.6312757,37.78380924
nevada_eureka,-116.2677333,39.98214834
nevada_humboldt,-118.1115996,41.40634733
nevada_lander,-117.0365761,39.93458201
nevada_lincoln,-114.8776379,37.64331401
nevada_lyon,-119.1890237,39.01736619
nevada_mineral,-118.4345126,38.5382678
nevada_nye,-116.4728317,38.04644584
nevada_pershing,-118.4034483,40.4396867
nevada_storey,-119.5290149,39.44644485
nevada_washoe,-119.6638241,40.66358263
nevada_white pine,-114.9016205,39.44303062
new hampshire_belknap,-71.42336011,43.51819011
new hampshire_carroll,-71.20280644,43.87354949
new hampshire_cheshire,-72.25131549,42.91987071
new hampshire_coos,-71.30575056,44.69113626
new hampshire_grafton,-71.82037983,43.94064865
new hampshire_hillsborough,-71.71640205,42.91521915
new hampshire_merrimack,-71.68020149,43.2972412
new hampshire_rockingham,-71.12925893,42.98626554
new hampshire_strafford,-71.03134465,43.2984276
new hampshire_sullivan,-72.22193259,43.36082213
new jersey_atlantic,-74.67492302,39.48200621
new jersey_bergen,-74.0749263,40.96015666
new jersey_burlington,-74.66818168,39.87828572
new jersey_camden,-74.95982926,39.80493428
new jersey_cape may,-74.80671155,39.15120568
new jersey_cumberland,-75.11196622,39.37543369
new jersey_essex,-74.24871516,40.78758885
new jersey_gloucester,-75.14114947,39.7184655
new jersey_hudson,-74.07399848,40.74019584
new jersey_hunterdon,-74.91208755,40.56810029
new jersey_mercer,-74.70143773,40.28380208
new jersey_middlesex,-74.41269497,40.43781368
new jersey_monmouth,-74.22515712,40.25883576
new jersey_morris,-74.54387657,40.86193729
new jersey_ocean,-74.29777334,39.90905152
new jersey_passaic,-74.30096377,41.03383388
new jersey_salem,-75.35665597,39.58059736
new jersey_somerset,-74.61691535,40.56340088
new jersey_sussex,-74.69072977,41.13875419
new jersey_union,-74.31204219,40.65873425
new jersey_warren,-74.99701561,40.85795657
new mexico_bernalillo,-106.6656375,35.05193304
new mexico_catron,-108.4033465,33.91839663
new mexico_chaves,-104.464083,33.36434168
new mexico_cibola,-107.9987514,34.91401861
new mexico_colfax,-104.6463327,36.60630353
new mexico_curry,-103.3455953,34.57380406
new mexico_debaca,-104.4106753,34.34378131
new mexico_dona ana,-106.8298226,32.35353765
new mexico_eddy,-104.299918,32.47245521
new mexico_grant,-108.3797356,32.74059359
new mexico_guadalupe,-104.7889773,34.86416568
new mexico_harding,-103.8200522,35.85819785
new mexico_hidalgo,-108.7147951,31.91672762
new mexico_lea,-103.4094359,32.79387098
new mexico_lincoln,-105.4563523,33.74648282
new mexico_los alamos,-106.3042858,35.8701703
new mexico_luna,-107.7468242,32.18302907
new mexico_mckinley,-108.2594868,35.58171538
new mexico_mora,-104.9427463,36.00989955
new mexico_otero,-105.7389384,32.61476256
new mexico_quay,-103.5481616,35.10496344
new mexico_rio arriba,-106.6900408,36.51018269
new mexico_roosevelt,-103.4788915,34.02283554
new mexico_san juan,-108.3176609,36.50914799
new mexico_san miguel,-104.814324,35.48026396
new mexico_sandoval,-106.8621522,35.68932272
new mexico_santa fe,-105.9738755,35.50787067
new mexico_sierra,-107.1890544,33.13176709
new mexico_socorro,-106.9278303,34.00858786
new mexico_taos,-105.6306408,36.57769488
new mexico_torrance,-105.847105,34.64127988
new mexico_union,-103.4700445,36.48129887
new mexico_valencia,-106.8055315,34.71650135
new york_albany,-73.97295693,42.60024942
new york_allegany,-78.02747235,42.25728633
new york_bronx,-73.86874012,40.85393683
new york_broome,-75.81896782,42.1598844
new york_cattaraugus,-78.67946536,42.24835656
new york_cayuga,-76.55367244,42.91593873
new york_chautauqua,-79.36759006,42.22794785
new york_chemung,-76.76070345,42.14218681
new york_chenango,-75.61040702,42.49260174
new york_clinton,-73.68053227,44.7461685
new york_columbia,-73.63290572,42.24959335
new york_cortland,-76.07088388,42.59504574
new york_delaware,-74.96552279,42.19812708
new york_dutchess,-73.74368523,41.765132
new york_erie,-78.73036469,42.76204429
new york_essex,-73.774423,44.11753969
new york_franklin,-74.30461578,44.59159137
new york_fulton,-74.42545604,43.11344612
new york_genesee,-78.19430391,43.00121179
new york_greene,-74.12177561,42.27738162
new york_hamilton,-74.49952718,43.66080923
new york_herkimer,-74.96343635,43.4173848
new york_jefferson,-75.91292538,44.04133317
new york_kings,-73.94904337,40.64516565
new york_lake ontario,-77.39675524,43.57834938
new york_lewis,-75.44978392,43.78539186
new york_livingston,-77.77475471,42.7278317
new york_madison,-75.66918423,42.9123567
new york_monroe,-77.6973124,43.14630996
new york_montgomery,-74.4403352,42.90096995
new york_nassau,-73.58826059,40.73978457
new york_new york,-73.96903443,40.78263526
new york_niagara,-78.74225107,43.20190843
new york_oneida,-75.43624382,43.24169425
new york_onondaga,-76.19451235,43.0069956
new york_ontario,-77.29976186,42.85190458
new york_orange,-74.30576636,41.40195182
new york_orleans,-78.23221741,43.25285161
new york_oswego,-76.14205766,43.42689531
new york_otsego,-75.03147082,42.63268523
new york_putnam,-73.7497689,41.4260493
new york_queens,-73.82042645,40.70727316
new york_rensselaer,-73.50992911,42.71186303
new york_richmond,-74.15345233,40.58080201
new york_rockland,-74.02335855,41.15224205
new york_saint lawrence,-75.06382114,44.49002159
new york_saratoga,-73.86656616,43.10757559
new york_schenectady,-74.05845294,42.81807548
new york_schoharie,-74.44250358,42.58740346
new york_schuyler,-76.87505266,42.39448769
new york_seneca,-76.82223666,42.78061748
new york_steuben,-77.38400947,42.26796806
new york_suffolk,-72.85903925,40.87659648
new york_sullivan,-74.76877246,41.71617887
new york_tioga,-76.30703039,42.17025833
new york_tompkins,-76.47395822,42.45159393
new york_ulster,-74.25867046,41.88823828
new york_warren,-73.85247344,43.56134307
new york_washington,-73.4354203,43.31519951
new york_wayne,-77.03049805,43.15568131
new york_westchester,-73.75701553,41.16212646
new york_wyoming,-78.22304668,42.70231529
new york_yates,-77.10430744,42.63350527
north carolina_alamance,-79.40005519,36.04410847
north carolina_alexander,-81.17745814,35.92272672
north carolina_alleghany,-81.12880378,36.49137406
north carolina_anson,-80.10312726,34.97360553
north carolina_ashe,-81.50122995,36.43527671
north carolina_avery,-81.92338134,36.07725175
north carolina_beaufort,-76.86361873,35.49420967
north carolina_bertie,-76.97935972,36.06644837
north carolina_bladen,-78.56563498,34.61557074
north carolina_brunswick,-78.24550784,34.07354682
north carolina_buncombe,-82.52999181,35.61164168
north carolina_burke,-81.70489533,35.74987055
north carolina_cabarrus,-80.55173177,35.39009569
north carolina_caldwell,-81.54707114,35.95388946
north carolina_camden,-76.20878961,36.38938225
north carolina_carteret,-76.67734866,34.83191028
north carolina_caswell,-79.33592703,36.39291666
north carolina_catawba,-81.21276509,35.66457404
north carolina_chatham,-79.25610651,35.70255785
north carolina_cherokee,-84.0631219,35.1346159
north carolina_chowan,-76.60827041,36.15027959
north carolina_clay,-83.74982544,35.05732546
north carolina_cleveland,-81.55507946,35.33356672
north carolina_columbus,-78.6550514,34.2661691
north carolina_craven,-77.09552563,35.12892859
north carolina_cumberland,-78.83111046,35.04993996
north carolina_currituck,-76.01263056,36.4007982
north carolina_dare,-75.80144874,35.77471126
north carolina_davidson,-80.21415472,35.79428688
north carolina_davie,-80.54670181,35.93011823
north carolina_duplin,-77.93300489,34.9359675
north carolina_durham,-78.87677154,36.03622832
north carolina_edgecombe,-77.59705926,35.91267939
north carolina_forsyth,-80.25858989,36.13071948
north carolina_franklin,-78.28858042,36.08386921
north carolina_gaston,-81.17968962,35.29482109
north carolina_gates,-76.70123653,36.44399945
north carolina_graham,-83.83291364,35.34979716
north carolina_granville,-78.65482911,36.30483817
north carolina_greene,-77.67532906,35.48541485
north carolina_guilford,-79.78759642,36.07947958
north carolina_halifax,-77.65341844,36.25791465
north carolina_harnett,-78.8701783,35.36901782
north carolina_haywood,-82.98207743,35.55626263
north carolina_henderson,-82.47994921,35.33704863
north carolina_hertford,-76.98425919,36.35852647
north carolina_hoke,-79.24036285,35.01660486
north carolina_hyde,-76.24916485,35.53229354
north carolina_iredell,-80.8733431,35.81028546
north carolina_jackson,-83.1406717,35.28835751
north carolina_johnston,-78.36661246,35.51805461
north carolina_jones,-77.35621574,35.02319164
north carolina_lee,-79.17271223,35.47474442
north carolina_lenoir,-77.64138618,35.23852948
north carolina_lincoln,-81.2252159,35.48751261
north carolina_macon,-83.42176743,35.15139996
north carolina_madison,-82.70532419,35.85792484
north carolina_martin,-77.10407895,35.8402719
north carolina_mcdowell,-82.0489699,35.68294357
north carolina_mecklenburg,-80.83349814,35.24886014
north carolina_mitchell,-82.16451063,36.01399897
north carolina_montgomery,-79.90750731,35.33268383
north carolina_moore,-79.48275714,35.3096926
north carolina_nash,-77.9898539,35.96855443
north carolina_new hanover,-77.88478034,34.24507157
north carolina_northampton,-77.39668087,36.41885268
