Year,State,County,Domain Category,sta_con,maize area
1997,alabama,autauga,NOT SPECIFIED,alabama_autauga,1445.0
1997,alabama,bullock,NOT SPECIFIED,alabama_bullock,603.0
1997,alabama,dallas,NOT SPECIFIED,alabama_dallas,4104.0
1997,alabama,elmore,NOT SPECIFIED,alabama_elmore,2247.0
1997,alabama,greene,NOT SPECIFIED,alabama_greene,1496.0
1997,alabama,hale,NOT SPECIFIED,alabama_hale,1209.0
1997,alabama,lowndes,NOT SPECIFIED,alabama_lowndes,2597.0
1997,alabama,macon,NOT SPECIFIED,alabama_macon,1070.0
1997,alabama,marengo,NOT SPECIFIED,alabama_marengo,898.0
1997,alabama,montgomery,NOT SPECIFIED,alabama_montgomery,1161.0
1997,alabama,perry,NOT SPECIFIED,alabama_perry,1666.0
1997,alabama,sumter,NOT SPECIFIED,alabama_sumter,983.0
1997,alabama,baldwin,NOT SPECIFIED,alabama_baldwin,8666.0
1997,alabama,butler,NOT SPECIFIED,alabama_butler,2647.0
1997,alabama,choctaw,NOT SPECIFIED,alabama_choctaw,284.0
1997,alabama,clarke,NOT SPECIFIED,alabama_clarke,446.0
1997,alabama,conecuh,NOT SPECIFIED,alabama_conecuh,3499.0
1997,alabama,escambia,NOT SPECIFIED,alabama_escambia,4944.0
1997,alabama,mobile,NOT SPECIFIED,alabama_mobile,2993.0
1997,alabama,monroe,NOT SPECIFIED,alabama_monroe,3517.0
1997,alabama,washington,NOT SPECIFIED,alabama_washington,3336.0
1997,alabama,wilcox,NOT SPECIFIED,alabama_wilcox,2765.0
1997,alabama,blount,NOT SPECIFIED,alabama_blount,1779.0
1997,alabama,calhoun,NOT SPECIFIED,alabama_calhoun,1971.0
1997,alabama,cherokee,NOT SPECIFIED,alabama_cherokee,2317.0
1997,alabama,cleburne,NOT SPECIFIED,alabama_cleburne,873.0
1997,alabama,cullman,NOT SPECIFIED,alabama_cullman,4475.0
1997,alabama,de kalb,NOT SPECIFIED,alabama_de kalb,16832.0
1997,alabama,etowah,NOT SPECIFIED,alabama_etowah,1687.0
1997,alabama,jackson,NOT SPECIFIED,alabama_jackson,23502.0
1997,alabama,marshall,NOT SPECIFIED,alabama_marshall,7474.0
1997,alabama,saint clair,NOT SPECIFIED,alabama_saint clair,157.0
1997,alabama,colbert,NOT SPECIFIED,alabama_colbert,4743.0
1997,alabama,franklin,NOT SPECIFIED,alabama_franklin,1294.0
1997,alabama,lauderdale,NOT SPECIFIED,alabama_lauderdale,7360.0
1997,alabama,lawrence,NOT SPECIFIED,alabama_lawrence,8216.0
1997,alabama,limestone,NOT SPECIFIED,alabama_limestone,8815.0
1997,alabama,madison,NOT SPECIFIED,alabama_madison,15803.0
1997,alabama,marion,NOT SPECIFIED,alabama_marion,3937.0
1997,alabama,morgan,NOT SPECIFIED,alabama_morgan,6681.0
1997,alabama,winston,NOT SPECIFIED,alabama_winston,128.0
1997,alabama,bibb,NOT SPECIFIED,alabama_bibb,71.0
1997,alabama,chambers,NOT SPECIFIED,alabama_chambers,167.0
1997,alabama,chilton,NOT SPECIFIED,alabama_chilton,820.0
1997,alabama,clay,NOT SPECIFIED,alabama_clay,253.0
1997,alabama,coosa,NOT SPECIFIED,alabama_coosa,127.0
1997,alabama,fayette,NOT SPECIFIED,alabama_fayette,2552.0
1997,alabama,jefferson,NOT SPECIFIED,alabama_jefferson,37.0
1997,alabama,lamar,NOT SPECIFIED,alabama_lamar,1865.0
1997,alabama,lee,NOT SPECIFIED,alabama_lee,174.0
1997,alabama,pickens,NOT SPECIFIED,alabama_pickens,2959.0
1997,alabama,randolph,NOT SPECIFIED,alabama_randolph,694.0
1997,alabama,shelby,NOT SPECIFIED,alabama_shelby,370.0
1997,alabama,talladega,NOT SPECIFIED,alabama_talladega,7470.0
1997,alabama,tallapoosa,NOT SPECIFIED,alabama_tallapoosa,401.0
1997,alabama,tuscaloosa,NOT SPECIFIED,alabama_tuscaloosa,5062.0
1997,alabama,walker,NOT SPECIFIED,alabama_walker,95.0
1997,alabama,barbour,NOT SPECIFIED,alabama_barbour,3256.0
1997,alabama,coffee,NOT SPECIFIED,alabama_coffee,5984.0
1997,alabama,covington,NOT SPECIFIED,alabama_covington,2546.0
1997,alabama,crenshaw,NOT SPECIFIED,alabama_crenshaw,4286.0
1997,alabama,dale,NOT SPECIFIED,alabama_dale,4473.0
1997,alabama,geneva,NOT SPECIFIED,alabama_geneva,8381.0
1997,alabama,henry,NOT SPECIFIED,alabama_henry,5287.0
1997,alabama,houston,NOT SPECIFIED,alabama_houston,9825.0
1997,alabama,pike,NOT SPECIFIED,alabama_pike,4336.0
1997,alabama,russell,NOT SPECIFIED,alabama_russell,603.0
1997,arizona,apache,NOT SPECIFIED,arizona_apache,3780.3141025641025
1997,arizona,navajo,NOT SPECIFIED,arizona_navajo,300.0
1997,arizona,yavapai,NOT SPECIFIED,arizona_yavapai,139.0
1997,arizona,cochise,NOT SPECIFIED,arizona_cochise,15293.0
1997,arizona,graham,NOT SPECIFIED,arizona_graham,4641.0
1997,arizona,greenlee,NOT SPECIFIED,arizona_greenlee,505.0
1997,arizona,maricopa,NOT SPECIFIED,arizona_maricopa,4552.0
1997,arizona,pinal,NOT SPECIFIED,arizona_pinal,4069.0
1997,arizona,yuma,NOT SPECIFIED,arizona_yuma,8098.0
1997,arkansas,conway,NOT SPECIFIED,arkansas_conway,2104.0
1997,arkansas,faulkner,NOT SPECIFIED,arkansas_faulkner,318.0
1997,arkansas,perry,NOT SPECIFIED,arkansas_perry,189.0
1997,arkansas,arkansas,NOT SPECIFIED,arkansas_arkansas,6525.0
1997,arkansas,crittenden,NOT SPECIFIED,arkansas_crittenden,6762.0
1997,arkansas,cross,NOT SPECIFIED,arkansas_cross,3709.0
1997,arkansas,lee,NOT SPECIFIED,arkansas_lee,3891.0
1997,arkansas,lonoke,NOT SPECIFIED,arkansas_lonoke,1811.0
1997,arkansas,monroe,NOT SPECIFIED,arkansas_monroe,5995.0
1997,arkansas,phillips,NOT SPECIFIED,arkansas_phillips,12207.0
1997,arkansas,prairie,NOT SPECIFIED,arkansas_prairie,1875.0
1997,arkansas,saint francis,NOT SPECIFIED,arkansas_saint francis,1431.0
1997,arkansas,woodruff,NOT SPECIFIED,arkansas_woodruff,19952.0
1997,arkansas,cleburne,NOT SPECIFIED,arkansas_cleburne,91.0
1997,arkansas,van buren,NOT SPECIFIED,arkansas_van buren,10521.10920852359
1997,arkansas,clay,NOT SPECIFIED,arkansas_clay,28236.0
1997,arkansas,craighead,NOT SPECIFIED,arkansas_craighead,5401.0
1997,arkansas,greene,NOT SPECIFIED,arkansas_greene,12100.0
1997,arkansas,independence,NOT SPECIFIED,arkansas_independence,6756.0
1997,arkansas,jackson,NOT SPECIFIED,arkansas_jackson,4019.0
1997,arkansas,lawrence,NOT SPECIFIED,arkansas_lawrence,3961.0
1997,arkansas,mississippi,NOT SPECIFIED,arkansas_mississippi,10847.0
1997,arkansas,poinsett,NOT SPECIFIED,arkansas_poinsett,1709.0
1997,arkansas,randolph,NOT SPECIFIED,arkansas_randolph,11746.0
1997,arkansas,white,NOT SPECIFIED,arkansas_white,2031.0
1997,arkansas,calhoun,NOT SPECIFIED,arkansas_calhoun,53.0
1997,arkansas,clark,NOT SPECIFIED,arkansas_clark,1032.0
1997,arkansas,ashley,NOT SPECIFIED,arkansas_ashley,1112.0
1997,arkansas,chicot,NOT SPECIFIED,arkansas_chicot,3092.0
1997,arkansas,desha,NOT SPECIFIED,arkansas_desha,417.0
1997,arkansas,drew,NOT SPECIFIED,arkansas_drew,652.0
1997,arkansas,jefferson,NOT SPECIFIED,arkansas_jefferson,4303.0
1997,arkansas,lincoln,NOT SPECIFIED,arkansas_lincoln,1364.0
1997,arkansas,hempstead,NOT SPECIFIED,arkansas_hempstead,465.0
1997,arkansas,lafayette,NOT SPECIFIED,arkansas_lafayette,3809.0
1997,arkansas,little river,NOT SPECIFIED,arkansas_little river,2048.0
1997,arkansas,miller,NOT SPECIFIED,arkansas_miller,6093.0
1997,arkansas,crawford,NOT SPECIFIED,arkansas_crawford,1457.0
1997,arkansas,johnson,NOT SPECIFIED,arkansas_johnson,369.0
1997,arkansas,logan,NOT SPECIFIED,arkansas_logan,1271.0
1997,arkansas,yell,NOT SPECIFIED,arkansas_yell,1575.0
1997,california,alameda,NOT SPECIFIED,california_alameda,496.0
1997,california,contra costa,NOT SPECIFIED,california_contra costa,2420.0
1997,california,san luis obispo,NOT SPECIFIED,california_san luis obispo,264.0
1997,california,mendocino,NOT SPECIFIED,california_mendocino,5.0
1997,california,butte,NOT SPECIFIED,california_butte,1155.0
1997,california,colusa,NOT SPECIFIED,california_colusa,5362.0
1997,california,glenn,NOT SPECIFIED,california_glenn,16449.0
1997,california,sacramento,NOT SPECIFIED,california_sacramento,27435.0
1997,california,solano,NOT SPECIFIED,california_solano,21422.0
1997,california,sutter,NOT SPECIFIED,california_sutter,7232.0
1997,california,tehama,NOT SPECIFIED,california_tehama,1901.0
1997,california,yolo,NOT SPECIFIED,california_yolo,43864.0
1997,california,yuba,NOT SPECIFIED,california_yuba,817.0
1997,california,fresno,NOT SPECIFIED,california_fresno,6407.0
1997,california,kern,NOT SPECIFIED,california_kern,3397.0
1997,california,kings,NOT SPECIFIED,california_kings,13409.0
1997,california,madera,NOT SPECIFIED,california_madera,7937.0
1997,california,merced,NOT SPECIFIED,california_merced,8652.0
1997,california,san joaquin,NOT SPECIFIED,california_san joaquin,57634.0
1997,california,stanislaus,NOT SPECIFIED,california_stanislaus,1804.0
1997,california,tulare,NOT SPECIFIED,california_tulare,24846.0
1997,california,amador,NOT SPECIFIED,california_amador,520.0
1997,california,imperial,NOT SPECIFIED,california_imperial,2660.0
1997,california,riverside,NOT SPECIFIED,california_riverside,2211.0
1997,colorado,adams,NOT SPECIFIED,colorado_adams,13112.0
1997,colorado,arapahoe,NOT SPECIFIED,colorado_arapahoe,1071.0
1997,colorado,cheyenne,NOT SPECIFIED,colorado_cheyenne,15984.0
1997,colorado,elbert,NOT SPECIFIED,colorado_elbert,185.0
1997,colorado,kiowa,NOT SPECIFIED,colorado_kiowa,2308.0
1997,colorado,kit carson,NOT SPECIFIED,colorado_kit carson,95754.0
1997,colorado,lincoln,NOT SPECIFIED,colorado_lincoln,5396.0
1997,colorado,phillips,NOT SPECIFIED,colorado_phillips,107480.0
1997,colorado,washington,NOT SPECIFIED,colorado_washington,48745.0
1997,colorado,yuma,NOT SPECIFIED,colorado_yuma,213476.0
1997,colorado,boulder,NOT SPECIFIED,colorado_boulder,5250.0
1997,colorado,larimer,NOT SPECIFIED,colorado_larimer,14712.0
1997,colorado,logan,NOT SPECIFIED,colorado_logan,64704.0
1997,colorado,morgan,NOT SPECIFIED,colorado_morgan,73286.0
1997,colorado,sedgwick,NOT SPECIFIED,colorado_sedgwick,48365.0
1997,colorado,weld,NOT SPECIFIED,colorado_weld,120287.0
1997,colorado,baca,NOT SPECIFIED,colorado_baca,24187.0
1997,colorado,bent,NOT SPECIFIED,colorado_bent,10358.0
1997,colorado,crowley,NOT SPECIFIED,colorado_crowley,4038.0
1997,colorado,otero,NOT SPECIFIED,colorado_otero,17966.0
1997,colorado,prowers,NOT SPECIFIED,colorado_prowers,19556.0
1997,colorado,pueblo,NOT SPECIFIED,colorado_pueblo,6623.0
1997,colorado,delta,NOT SPECIFIED,colorado_delta,3491.0
1997,colorado,la plata,NOT SPECIFIED,colorado_la plata,287.0
1997,colorado,mesa,NOT SPECIFIED,colorado_mesa,5872.0
1997,colorado,montrose,NOT SPECIFIED,colorado_montrose,8482.0
1997,connecticut,hartford,NOT SPECIFIED,connecticut_hartford,1356.0
1997,connecticut,litchfield,NOT SPECIFIED,connecticut_litchfield,2401.0
1997,connecticut,new haven,NOT SPECIFIED,connecticut_new haven,24.0
1997,connecticut,new london,NOT SPECIFIED,connecticut_new london,888.0
1997,connecticut,tolland,NOT SPECIFIED,connecticut_tolland,380.0
1997,connecticut,windham,NOT SPECIFIED,connecticut_windham,523.0
1997,delaware,kent,NOT SPECIFIED,delaware_kent,42274.0
1997,delaware,new castle,NOT SPECIFIED,delaware_new castle,24471.0
1997,delaware,sussex,NOT SPECIFIED,delaware_sussex,90383.0
1997,florida,alachua,NOT SPECIFIED,florida_alachua,2821.0
1997,florida,bradford,NOT SPECIFIED,florida_bradford,289.0
1997,florida,clay,NOT SPECIFIED,florida_clay,297.5
1997,florida,gilchrist,NOT SPECIFIED,florida_gilchrist,874.0
1997,florida,hillsborough,NOT SPECIFIED,florida_hillsborough,77.0
1997,florida,levy,NOT SPECIFIED,florida_levy,834.0
1997,florida,marion,NOT SPECIFIED,florida_marion,575.0
1997,florida,st. johns,NOT SPECIFIED,florida_st. johns,1075.0
1997,florida,union,NOT SPECIFIED,florida_union,896.0
1997,florida,baker,NOT SPECIFIED,florida_baker,131.0
1997,florida,columbia,NOT SPECIFIED,florida_columbia,3433.0
1997,florida,duval,NOT SPECIFIED,florida_duval,66.0
1997,florida,hamilton,NOT SPECIFIED,florida_hamilton,4731.0
1997,florida,lafayette,NOT SPECIFIED,florida_lafayette,724.0
1997,florida,madison,NOT SPECIFIED,florida_madison,7263.0
1997,florida,nassau,NOT SPECIFIED,florida_nassau,230.0
1997,florida,suwannee,NOT SPECIFIED,florida_suwannee,7003.0
1997,florida,calhoun,NOT SPECIFIED,florida_calhoun,1319.0
1997,florida,escambia,NOT SPECIFIED,florida_escambia,4325.0
1997,florida,gadsden,NOT SPECIFIED,florida_gadsden,1142.0
1997,florida,holmes,NOT SPECIFIED,florida_holmes,1869.0
1997,florida,jackson,NOT SPECIFIED,florida_jackson,12435.0
1997,florida,jefferson,NOT SPECIFIED,florida_jefferson,3499.0
1997,florida,leon,NOT SPECIFIED,florida_leon,911.0
1997,florida,okaloosa,NOT SPECIFIED,florida_okaloosa,789.0
1997,florida,santa rosa,NOT SPECIFIED,florida_santa rosa,841.0
1997,florida,wakulla,NOT SPECIFIED,florida_wakulla,53.0
1997,florida,walton,NOT SPECIFIED,florida_walton,1376.0
1997,florida,washington,NOT SPECIFIED,florida_washington,3325.0
1997,florida,miami-dade,NOT SPECIFIED,florida_miami-dade,497.0
1997,georgia,baldwin,NOT SPECIFIED,georgia_baldwin,271.0
1997,georgia,bibb,NOT SPECIFIED,georgia_bibb,60.0
1997,georgia,bleckley,NOT SPECIFIED,georgia_bleckley,2013.0
1997,georgia,butts,NOT SPECIFIED,georgia_butts,137.0
1997,georgia,crawford,NOT SPECIFIED,georgia_crawford,25.0
1997,georgia,dodge,NOT SPECIFIED,georgia_dodge,4122.0
1997,georgia,hancock,NOT SPECIFIED,georgia_hancock,6.0
1997,georgia,houston,NOT SPECIFIED,georgia_houston,2047.0
1997,georgia,jasper,NOT SPECIFIED,georgia_jasper,395.0
1997,georgia,johnson,NOT SPECIFIED,georgia_johnson,690.0
1997,georgia,jones,NOT SPECIFIED,georgia_jones,174.0
1997,georgia,laurens,NOT SPECIFIED,georgia_laurens,4651.0
1997,georgia,montgomery,NOT SPECIFIED,georgia_montgomery,1988.0
1997,georgia,newton,NOT SPECIFIED,georgia_newton,32.0
1997,georgia,peach,NOT SPECIFIED,georgia_peach,665.0
1997,georgia,pulaski,NOT SPECIFIED,georgia_pulaski,555.0
1997,georgia,treutlen,NOT SPECIFIED,georgia_treutlen,619.0
1997,georgia,twiggs,NOT SPECIFIED,georgia_twiggs,334.0
1997,georgia,washington,NOT SPECIFIED,georgia_washington,2468.0
1997,georgia,wheeler,NOT SPECIFIED,georgia_wheeler,1269.0
1997,georgia,wilkinson,NOT SPECIFIED,georgia_wilkinson,557.0
1997,georgia,bulloch,NOT SPECIFIED,georgia_bulloch,13846.0
1997,georgia,burke,NOT SPECIFIED,georgia_burke,6063.0
1997,georgia,candler,NOT SPECIFIED,georgia_candler,872.0
1997,georgia,effingham,NOT SPECIFIED,georgia_effingham,6331.0
1997,georgia,emanuel,NOT SPECIFIED,georgia_emanuel,3780.0
1997,georgia,jefferson,NOT SPECIFIED,georgia_jefferson,7785.0
1997,georgia,jenkins,NOT SPECIFIED,georgia_jenkins,2781.0
1997,georgia,mcduffie,NOT SPECIFIED,georgia_mcduffie,449.0
1997,georgia,richmond,NOT SPECIFIED,georgia_richmond,1111.0
1997,georgia,screven,NOT SPECIFIED,georgia_screven,10147.0
1997,georgia,cherokee,NOT SPECIFIED,georgia_cherokee,65.66666666666667
1997,georgia,dawson,NOT SPECIFIED,georgia_dawson,662.0
1997,georgia,fannin,NOT SPECIFIED,georgia_fannin,174.0
1997,georgia,forsyth,NOT SPECIFIED,georgia_forsyth,41.0
1997,georgia,fulton,NOT SPECIFIED,georgia_fulton,101.0
1997,georgia,gilmer,NOT SPECIFIED,georgia_gilmer,498.0
1997,georgia,gwinnett,NOT SPECIFIED,georgia_gwinnett,62.0
1997,georgia,hall,NOT SPECIFIED,georgia_hall,372.0
1997,georgia,lumpkin,NOT SPECIFIED,georgia_lumpkin,592.0
1997,georgia,oconee,NOT SPECIFIED,georgia_oconee,133.66666666666666
1997,georgia,pickens,NOT SPECIFIED,georgia_pickens,139.0
1997,georgia,towns,NOT SPECIFIED,georgia_towns,18.0
1997,georgia,union,NOT SPECIFIED,georgia_union,738.0
1997,georgia,walton,NOT SPECIFIED,georgia_walton,82.0
1997,georgia,white,NOT SPECIFIED,georgia_white,1210.0
1997,georgia,banks,NOT SPECIFIED,georgia_banks,193.0
1997,georgia,elbert,NOT SPECIFIED,georgia_elbert,137.0
1997,georgia,franklin,NOT SPECIFIED,georgia_franklin,1000.0
1997,georgia,habersham,NOT SPECIFIED,georgia_habersham,556.0
1997,georgia,hart,NOT SPECIFIED,georgia_hart,302.0
1997,georgia,madison,NOT SPECIFIED,georgia_madison,65.33333333333333
1997,georgia,oglethorpe,NOT SPECIFIED,georgia_oglethorpe,740.0
1997,georgia,rabun,NOT SPECIFIED,georgia_rabun,71.0
1997,georgia,stephens,NOT SPECIFIED,georgia_stephens,100.5
1997,georgia,wilkes,NOT SPECIFIED,georgia_wilkes,2506.606862745098
1997,georgia,bartow,NOT SPECIFIED,georgia_bartow,1836.0
1997,georgia,catoosa,NOT SPECIFIED,georgia_catoosa,170.0
1997,georgia,chattooga,NOT SPECIFIED,georgia_chattooga,2002.0
1997,georgia,dade,NOT SPECIFIED,georgia_dade,46.0
1997,georgia,floyd,NOT SPECIFIED,georgia_floyd,2824.0
1997,georgia,gordon,NOT SPECIFIED,georgia_gordon,3613.0
1997,georgia,murray,NOT SPECIFIED,georgia_murray,1658.0
1997,georgia,polk,NOT SPECIFIED,georgia_polk,1177.0
1997,georgia,walker,NOT SPECIFIED,georgia_walker,1237.0
1997,georgia,whitfield,NOT SPECIFIED,georgia_whitfield,888.0
1997,georgia,atkinson,NOT SPECIFIED,georgia_atkinson,4840.0
1997,georgia,ben hill,NOT SPECIFIED,georgia_ben hill,7571.0
1997,georgia,berrien,NOT SPECIFIED,georgia_berrien,8558.0
1997,georgia,brooks,NOT SPECIFIED,georgia_brooks,10323.0
1997,georgia,clinch,NOT SPECIFIED,georgia_clinch,1217.0
1997,georgia,coffee,NOT SPECIFIED,georgia_coffee,12656.0
1997,georgia,colquitt,NOT SPECIFIED,georgia_colquitt,4910.0
1997,georgia,cook,NOT SPECIFIED,georgia_cook,2663.0
1997,georgia,crisp,NOT SPECIFIED,georgia_crisp,1349.0
1997,georgia,dooly,NOT SPECIFIED,georgia_dooly,1108.0
1997,georgia,echols,NOT SPECIFIED,georgia_echols,245.0
1997,georgia,irwin,NOT SPECIFIED,georgia_irwin,12188.0
1997,georgia,jeff davis,NOT SPECIFIED,georgia_jeff davis,4070.0
1997,georgia,lanier,NOT SPECIFIED,georgia_lanier,2231.0
1997,georgia,lowndes,NOT SPECIFIED,georgia_lowndes,5107.0
1997,georgia,telfair,NOT SPECIFIED,georgia_telfair,3142.0
1997,georgia,tift,NOT SPECIFIED,georgia_tift,3495.0
1997,georgia,turner,NOT SPECIFIED,georgia_turner,1308.0
1997,georgia,wilcox,NOT SPECIFIED,georgia_wilcox,2842.0
1997,georgia,worth,NOT SPECIFIED,georgia_worth,4825.0
1997,georgia,appling,NOT SPECIFIED,georgia_appling,6655.0
1997,georgia,bacon,NOT SPECIFIED,georgia_bacon,5417.0
1997,georgia,brantley,NOT SPECIFIED,georgia_brantley,2285.0
1997,georgia,bryan,NOT SPECIFIED,georgia_bryan,835.0
1997,georgia,camden,NOT SPECIFIED,georgia_camden,129.0
1997,georgia,charlton,NOT SPECIFIED,georgia_charlton,598.0
1997,georgia,evans,NOT SPECIFIED,georgia_evans,2600.0
1997,georgia,liberty,NOT SPECIFIED,georgia_liberty,357.0
1997,georgia,long,NOT SPECIFIED,georgia_long,477.0
1997,georgia,pierce,NOT SPECIFIED,georgia_pierce,9572.0
1997,georgia,tattnall,NOT SPECIFIED,georgia_tattnall,6458.0
1997,georgia,toombs,NOT SPECIFIED,georgia_toombs,3203.0
1997,georgia,ware,NOT SPECIFIED,georgia_ware,5390.0
1997,georgia,wayne,NOT SPECIFIED,georgia_wayne,8222.0
1997,georgia,baker,NOT SPECIFIED,georgia_baker,11344.0
1997,georgia,calhoun,NOT SPECIFIED,georgia_calhoun,6761.0
1997,georgia,clay,NOT SPECIFIED,georgia_clay,1459.0
1997,georgia,decatur,NOT SPECIFIED,georgia_decatur,8165.0
1997,georgia,dougherty,NOT SPECIFIED,georgia_dougherty,1457.0
1997,georgia,early,NOT SPECIFIED,georgia_early,11640.0
1997,georgia,grady,NOT SPECIFIED,georgia_grady,20950.0
1997,georgia,lee,NOT SPECIFIED,georgia_lee,10490.0
1997,georgia,miller,NOT SPECIFIED,georgia_miller,13220.0
1997,georgia,mitchell,NOT SPECIFIED,georgia_mitchell,9406.0
1997,georgia,quitman,NOT SPECIFIED,georgia_quitman,470.0
1997,georgia,randolph,NOT SPECIFIED,georgia_randolph,4374.0
1997,georgia,seminole,NOT SPECIFIED,georgia_seminole,15151.0
1997,georgia,stewart,NOT SPECIFIED,georgia_stewart,523.0
1997,georgia,sumter,NOT SPECIFIED,georgia_sumter,9792.0
1997,georgia,terrell,NOT SPECIFIED,georgia_terrell,12950.0
1997,georgia,thomas,NOT SPECIFIED,georgia_thomas,14473.0
1997,georgia,webster,NOT SPECIFIED,georgia_webster,1823.0
1997,georgia,carroll,NOT SPECIFIED,georgia_carroll,226.0
1997,georgia,coweta,NOT SPECIFIED,georgia_coweta,109.0
1997,georgia,douglas,NOT SPECIFIED,georgia_douglas,22.0
1997,georgia,fayette,NOT SPECIFIED,georgia_fayette,121.0
1997,georgia,haralson,NOT SPECIFIED,georgia_haralson,807.0
1997,georgia,harris,NOT SPECIFIED,georgia_harris,49.0
1997,georgia,heard,NOT SPECIFIED,georgia_heard,170.0
1997,georgia,henry,NOT SPECIFIED,georgia_henry,134.0
1997,georgia,lamar,NOT SPECIFIED,georgia_lamar,1036.0
1997,georgia,macon,NOT SPECIFIED,georgia_macon,3456.0
1997,georgia,marion,NOT SPECIFIED,georgia_marion,1091.0
1997,georgia,meriwether,NOT SPECIFIED,georgia_meriwether,261.0
1997,georgia,pike,NOT SPECIFIED,georgia_pike,76.0
1997,georgia,schley,NOT SPECIFIED,georgia_schley,1339.0
1997,georgia,taylor,NOT SPECIFIED,georgia_taylor,582.0
1997,georgia,upson,NOT SPECIFIED,georgia_upson,166.0
1997,idaho,franklin,NOT SPECIFIED,idaho_franklin,392.0
1997,idaho,nez perce,NOT SPECIFIED,idaho_nez perce,5640.8859126984125
1997,idaho,cassia,NOT SPECIFIED,idaho_cassia,1806.25
1997,idaho,gooding,NOT SPECIFIED,idaho_gooding,5750.0
1997,idaho,jerome,NOT SPECIFIED,idaho_jerome,1837.0
1997,idaho,lincoln,NOT SPECIFIED,idaho_lincoln,645.0
1997,idaho,twin falls,NOT SPECIFIED,idaho_twin falls,7084.0
1997,idaho,ada,NOT SPECIFIED,idaho_ada,2525.0
1997,idaho,canyon,NOT SPECIFIED,idaho_canyon,10768.0
1997,idaho,elmore,NOT SPECIFIED,idaho_elmore,1334.0
1997,idaho,gem,NOT SPECIFIED,idaho_gem,2613.0
1997,idaho,owyhee,NOT SPECIFIED,idaho_owyhee,4861.0
1997,idaho,payette,NOT SPECIFIED,idaho_payette,1956.0
1997,idaho,washington,NOT SPECIFIED,idaho_washington,658.0
1997,illinois,de witt,NOT SPECIFIED,illinois_de witt,96801.0
1997,illinois,logan,NOT SPECIFIED,illinois_logan,180390.0
1997,illinois,macon,NOT SPECIFIED,illinois_macon,148034.0
1997,illinois,marshall,NOT SPECIFIED,illinois_marshall,98922.0
1997,illinois,mason,NOT SPECIFIED,illinois_mason,111313.0
1997,illinois,mclean,NOT SPECIFIED,illinois_mclean,335461.0
1997,illinois,menard,NOT SPECIFIED,illinois_menard,70775.0
1997,illinois,peoria,NOT SPECIFIED,illinois_peoria,108760.0
1997,illinois,stark,NOT SPECIFIED,illinois_stark,89504.0
1997,illinois,tazewell,NOT SPECIFIED,illinois_tazewell,150304.0
1997,illinois,woodford,NOT SPECIFIED,illinois_woodford,134612.0
1997,illinois,champaign,NOT SPECIFIED,illinois_champaign,272991.0
1997,illinois,ford,NOT SPECIFIED,illinois_ford,143712.0
1997,illinois,iroquois,NOT SPECIFIED,illinois_iroquois,314263.0
1997,illinois,kankakee,NOT SPECIFIED,illinois_kankakee,178124.0
1997,illinois,livingston,NOT SPECIFIED,illinois_livingston,289529.0
1997,illinois,piatt,NOT SPECIFIED,illinois_piatt,121011.0
1997,illinois,vermilion,NOT SPECIFIED,illinois_vermilion,220340.0
1997,illinois,clark,NOT SPECIFIED,illinois_clark,99427.0
1997,illinois,clay,NOT SPECIFIED,illinois_clay,65940.0
1997,illinois,coles,NOT SPECIFIED,illinois_coles,112642.0
1997,illinois,crawford,NOT SPECIFIED,illinois_crawford,77183.0
1997,illinois,cumberland,NOT SPECIFIED,illinois_cumberland,67431.0
1997,illinois,douglas,NOT SPECIFIED,illinois_douglas,117222.0
1997,illinois,edgar,NOT SPECIFIED,illinois_edgar,155076.0
1997,illinois,effingham,NOT SPECIFIED,illinois_effingham,88859.0
1997,illinois,fayette,NOT SPECIFIED,illinois_fayette,89150.0
1997,illinois,jasper,NOT SPECIFIED,illinois_jasper,91621.0
1997,illinois,lawrence,NOT SPECIFIED,illinois_lawrence,72913.0
1997,illinois,marion,NOT SPECIFIED,illinois_marion,49389.0
1997,illinois,moultrie,NOT SPECIFIED,illinois_moultrie,81023.0
1997,illinois,richland,NOT SPECIFIED,illinois_richland,69357.0
1997,illinois,shelby,NOT SPECIFIED,illinois_shelby,165700.0
1997,illinois,boone,NOT SPECIFIED,illinois_boone,65177.0
1997,illinois,cook,NOT SPECIFIED,illinois_cook,8541.0
1997,illinois,de kalb,NOT SPECIFIED,illinois_de kalb,205165.0
1997,illinois,du page,NOT SPECIFIED,illinois_du page,6486.0
1997,illinois,grundy,NOT SPECIFIED,illinois_grundy,99526.0
1997,illinois,kane,NOT SPECIFIED,illinois_kane,103762.0
1997,illinois,kendall,NOT SPECIFIED,illinois_kendall,82985.0
1997,illinois,la salle,NOT SPECIFIED,illinois_la salle,278803.0
1997,illinois,lake,NOT SPECIFIED,illinois_lake,13515.0
1997,illinois,mchenry,NOT SPECIFIED,illinois_mchenry,103822.0
1997,illinois,will,NOT SPECIFIED,illinois_will,131918.0
1997,illinois,bureau,NOT SPECIFIED,illinois_bureau,257811.0
1997,illinois,carroll,NOT SPECIFIED,illinois_carroll,137572.0
1997,illinois,henry,NOT SPECIFIED,illinois_henry,227228.0
1997,illinois,jo daviess,NOT SPECIFIED,illinois_jo daviess,77533.0
1997,illinois,lee,NOT SPECIFIED,illinois_lee,214654.0
1997,illinois,mercer,NOT SPECIFIED,illinois_mercer,126200.0
