Year,State,County,Domain Category,sta_con,irrigated cropland area
1997,alabama,autauga,NOT SPECIFIED,alabama_autauga,1264.6666666666667
1997,alabama,bullock,NOT SPECIFIED,alabama_bullock,456.0
1997,alabama,dallas,NOT SPECIFIED,alabama_dallas,3276.25
1997,alabama,elmore,NOT SPECIFIED,alabama_elmore,882.0
1997,alabama,greene,NOT SPECIFIED,alabama_greene,152.0
1997,alabama,hale,NOT SPECIFIED,alabama_hale,1657.5500532481365
1997,alabama,lowndes,NOT SPECIFIED,alabama_lowndes,3516.0
1997,alabama,macon,NOT SPECIFIED,alabama_macon,3108.0
1997,alabama,marengo,NOT SPECIFIED,alabama_marengo,136.5
1997,alabama,montgomery,NOT SPECIFIED,alabama_montgomery,544.0
1997,alabama,perry,NOT SPECIFIED,alabama_perry,10.0
1997,alabama,sumter,NOT SPECIFIED,alabama_sumter,379.0
1997,alabama,baldwin,NOT SPECIFIED,alabama_baldwin,9570.666666666666
1997,alabama,butler,NOT SPECIFIED,alabama_butler,47.5
1997,alabama,clarke,NOT SPECIFIED,alabama_clarke,44.666666666666664
1997,alabama,conecuh,NOT SPECIFIED,alabama_conecuh,40.0
1997,alabama,escambia,NOT SPECIFIED,alabama_escambia,924.0
1997,alabama,mobile,NOT SPECIFIED,alabama_mobile,1889.0
1997,alabama,monroe,NOT SPECIFIED,alabama_monroe,1532.0
1997,alabama,washington,NOT SPECIFIED,alabama_washington,47.0
1997,alabama,wilcox,NOT SPECIFIED,alabama_wilcox,63.0
1997,alabama,blount,NOT SPECIFIED,alabama_blount,615.3333333333334
1997,alabama,calhoun,NOT SPECIFIED,alabama_calhoun,1181.5
1997,alabama,cherokee,NOT SPECIFIED,alabama_cherokee,829.0
1997,alabama,cleburne,NOT SPECIFIED,alabama_cleburne,254.66666666666666
1997,alabama,cullman,NOT SPECIFIED,alabama_cullman,536.0
1997,alabama,de kalb,NOT SPECIFIED,alabama_de kalb,472.0
1997,alabama,etowah,NOT SPECIFIED,alabama_etowah,319.5
1997,alabama,jackson,NOT SPECIFIED,alabama_jackson,740.0
1997,alabama,marshall,NOT SPECIFIED,alabama_marshall,144.0
1997,alabama,saint clair,NOT SPECIFIED,alabama_saint clair,2178.0
1997,alabama,colbert,NOT SPECIFIED,alabama_colbert,2282.0
1997,alabama,franklin,NOT SPECIFIED,alabama_franklin,418.3333333333333
1997,alabama,lauderdale,NOT SPECIFIED,alabama_lauderdale,256.0
1997,alabama,lawrence,NOT SPECIFIED,alabama_lawrence,3569.6666666666665
1997,alabama,limestone,NOT SPECIFIED,alabama_limestone,8772.0
1997,alabama,madison,NOT SPECIFIED,alabama_madison,7200.333333333333
1997,alabama,marion,NOT SPECIFIED,alabama_marion,48.5
1997,alabama,morgan,NOT SPECIFIED,alabama_morgan,438.25
1997,alabama,winston,NOT SPECIFIED,alabama_winston,91.0
1997,alabama,bibb,NOT SPECIFIED,alabama_bibb,79.0
1997,alabama,chambers,NOT SPECIFIED,alabama_chambers,209.0
1997,alabama,chilton,NOT SPECIFIED,alabama_chilton,717.0
1997,alabama,clay,NOT SPECIFIED,alabama_clay,16.0
1997,alabama,coosa,NOT SPECIFIED,alabama_coosa,1657.5500532481365
1997,alabama,fayette,NOT SPECIFIED,alabama_fayette,232.5
1997,alabama,jefferson,NOT SPECIFIED,alabama_jefferson,175.0
1997,alabama,lamar,NOT SPECIFIED,alabama_lamar,192.0
1997,alabama,lee,NOT SPECIFIED,alabama_lee,607.5
1997,alabama,pickens,NOT SPECIFIED,alabama_pickens,1657.5500532481365
1997,alabama,randolph,NOT SPECIFIED,alabama_randolph,169.0
1997,alabama,shelby,NOT SPECIFIED,alabama_shelby,1809.25
1997,alabama,talladega,NOT SPECIFIED,alabama_talladega,790.0
1997,alabama,tallapoosa,NOT SPECIFIED,alabama_tallapoosa,223.0
1997,alabama,tuscaloosa,NOT SPECIFIED,alabama_tuscaloosa,568.0
1997,alabama,walker,NOT SPECIFIED,alabama_walker,216.0
1997,alabama,barbour,NOT SPECIFIED,alabama_barbour,3606.5
1997,alabama,coffee,NOT SPECIFIED,alabama_coffee,1771.0
1997,alabama,covington,NOT SPECIFIED,alabama_covington,1378.0
1997,alabama,crenshaw,NOT SPECIFIED,alabama_crenshaw,1812.0
1997,alabama,dale,NOT SPECIFIED,alabama_dale,2755.5
1997,alabama,geneva,NOT SPECIFIED,alabama_geneva,6142.0
1997,alabama,henry,NOT SPECIFIED,alabama_henry,1657.5500532481365
1997,alabama,houston,NOT SPECIFIED,alabama_houston,10231.75
1997,alabama,pike,NOT SPECIFIED,alabama_pike,3096.0
1997,alabama,russell,NOT SPECIFIED,alabama_russell,3056.0
1997,alaska,kenai peninsula,NOT SPECIFIED,alaska_kenai peninsula,13.0
1997,alaska,anchorage,NOT SPECIFIED,alaska_anchorage,1352.0
1997,alaska,juneau,NOT SPECIFIED,alaska_juneau,16.5
1997,alaska,aleutian islands,NOT SPECIFIED,alaska_aleutian islands,12.0
1997,alaska,fairbanks north star,NOT SPECIFIED,alaska_fairbanks north star,1278.0
1997,arizona,apache,NOT SPECIFIED,arizona_apache,5347.0
1997,arizona,coconino,NOT SPECIFIED,arizona_coconino,1198.0
1997,arizona,gila,NOT SPECIFIED,arizona_gila,384.0
1997,arizona,mohave,NOT SPECIFIED,arizona_mohave,14993.0
1997,arizona,navajo,NOT SPECIFIED,arizona_navajo,5189.0
1997,arizona,yavapai,NOT SPECIFIED,arizona_yavapai,5404.0
1997,arizona,cochise,NOT SPECIFIED,arizona_cochise,52945.0
1997,arizona,graham,NOT SPECIFIED,arizona_graham,40604.0
1997,arizona,greenlee,NOT SPECIFIED,arizona_greenlee,3283.0
1997,arizona,lapaz,NOT SPECIFIED,arizona_lapaz,115965.0
1997,arizona,maricopa,NOT SPECIFIED,arizona_maricopa,304910.0
1997,arizona,pima,NOT SPECIFIED,arizona_pima,27472.0
1997,arizona,pinal,NOT SPECIFIED,arizona_pinal,235220.0
1997,arizona,santa cruz,NOT SPECIFIED,arizona_santa cruz,735.0
1997,arizona,yuma,NOT SPECIFIED,arizona_yuma,206973.0
1997,arkansas,conway,NOT SPECIFIED,arkansas_conway,6620.0
1997,arkansas,faulkner,NOT SPECIFIED,arkansas_faulkner,6641.0
1997,arkansas,garland,NOT SPECIFIED,arkansas_garland,109.33333333333333
1997,arkansas,grant,NOT SPECIFIED,arkansas_grant,13.0
1997,arkansas,hot spring,NOT SPECIFIED,arkansas_hot spring,261.5
1997,arkansas,perry,NOT SPECIFIED,arkansas_perry,5024.0
1997,arkansas,pulaski,NOT SPECIFIED,arkansas_pulaski,20816.0
1997,arkansas,saline,NOT SPECIFIED,arkansas_saline,229.5
1997,arkansas,arkansas,NOT SPECIFIED,arkansas_arkansas,310604.0
1997,arkansas,crittenden,NOT SPECIFIED,arkansas_crittenden,158873.5
1997,arkansas,cross,NOT SPECIFIED,arkansas_cross,213566.5
1997,arkansas,lee,NOT SPECIFIED,arkansas_lee,102609.0
1997,arkansas,lonoke,NOT SPECIFIED,arkansas_lonoke,210775.0
1997,arkansas,monroe,NOT SPECIFIED,arkansas_monroe,179636.0
1997,arkansas,phillips,NOT SPECIFIED,arkansas_phillips,131433.0
1997,arkansas,prairie,NOT SPECIFIED,arkansas_prairie,175674.5
1997,arkansas,saint francis,NOT SPECIFIED,arkansas_saint francis,171553.5
1997,arkansas,woodruff,NOT SPECIFIED,arkansas_woodruff,158480.0
1997,arkansas,baxter,NOT SPECIFIED,arkansas_baxter,45.333333333333336
1997,arkansas,cleburne,NOT SPECIFIED,arkansas_cleburne,449.5
1997,arkansas,fulton,NOT SPECIFIED,arkansas_fulton,191.0
1997,arkansas,izard,NOT SPECIFIED,arkansas_izard,195.0
1997,arkansas,marion,NOT SPECIFIED,arkansas_marion,28.0
1997,arkansas,searcy,NOT SPECIFIED,arkansas_searcy,50.333333333333336
1997,arkansas,sharp,NOT SPECIFIED,arkansas_sharp,122.5
1997,arkansas,stone,NOT SPECIFIED,arkansas_stone,159.5
1997,arkansas,van buren,NOT SPECIFIED,arkansas_van buren,144.0
1997,arkansas,clay,NOT SPECIFIED,arkansas_clay,214196.0
1997,arkansas,craighead,NOT SPECIFIED,arkansas_craighead,227575.0
1997,arkansas,greene,NOT SPECIFIED,arkansas_greene,153152.33333333334
1997,arkansas,independence,NOT SPECIFIED,arkansas_independence,26469.666666666668
1997,arkansas,jackson,NOT SPECIFIED,arkansas_jackson,57631.80962059621
1997,arkansas,lawrence,NOT SPECIFIED,arkansas_lawrence,130616.5
1997,arkansas,mississippi,NOT SPECIFIED,arkansas_mississippi,169017.0
1997,arkansas,poinsett,NOT SPECIFIED,arkansas_poinsett,279534.5
1997,arkansas,randolph,NOT SPECIFIED,arkansas_randolph,55523.666666666664
1997,arkansas,white,NOT SPECIFIED,arkansas_white,51171.0
1997,arkansas,benton,NOT SPECIFIED,arkansas_benton,521.0
1997,arkansas,boone,NOT SPECIFIED,arkansas_boone,161.0
1997,arkansas,carroll,NOT SPECIFIED,arkansas_carroll,127.66666666666667
1997,arkansas,madison,NOT SPECIFIED,arkansas_madison,575.0
1997,arkansas,newton,NOT SPECIFIED,arkansas_newton,25.0
1997,arkansas,washington,NOT SPECIFIED,arkansas_washington,785.0
1997,arkansas,bradley,NOT SPECIFIED,arkansas_bradley,699.6666666666666
1997,arkansas,calhoun,NOT SPECIFIED,arkansas_calhoun,94.0
1997,arkansas,clark,NOT SPECIFIED,arkansas_clark,459.5
1997,arkansas,cleveland,NOT SPECIFIED,arkansas_cleveland,13.0
1997,arkansas,columbia,NOT SPECIFIED,arkansas_columbia,133.0
1997,arkansas,dallas,NOT SPECIFIED,arkansas_dallas,4.0
1997,arkansas,nevada,NOT SPECIFIED,arkansas_nevada,63.666666666666664
1997,arkansas,ouachita,NOT SPECIFIED,arkansas_ouachita,18.0
1997,arkansas,union,NOT SPECIFIED,arkansas_union,30.333333333333332
1997,arkansas,ashley,NOT SPECIFIED,arkansas_ashley,95726.0
1997,arkansas,chicot,NOT SPECIFIED,arkansas_chicot,118172.0
1997,arkansas,desha,NOT SPECIFIED,arkansas_desha,165061.0
1997,arkansas,drew,NOT SPECIFIED,arkansas_drew,58187.5
1997,arkansas,jefferson,NOT SPECIFIED,arkansas_jefferson,196395.33333333334
1997,arkansas,lincoln,NOT SPECIFIED,arkansas_lincoln,99378.0
1997,arkansas,hempstead,NOT SPECIFIED,arkansas_hempstead,490.0
1997,arkansas,howard,NOT SPECIFIED,arkansas_howard,824.0
1997,arkansas,lafayette,NOT SPECIFIED,arkansas_lafayette,17333.666666666668
1997,arkansas,little river,NOT SPECIFIED,arkansas_little river,701.0
1997,arkansas,miller,NOT SPECIFIED,arkansas_miller,4158.0
1997,arkansas,montgomery,NOT SPECIFIED,arkansas_montgomery,104.0
1997,arkansas,pike,NOT SPECIFIED,arkansas_pike,462.0
1997,arkansas,sevier,NOT SPECIFIED,arkansas_sevier,777.0
1997,arkansas,crawford,NOT SPECIFIED,arkansas_crawford,4010.0
1997,arkansas,franklin,NOT SPECIFIED,arkansas_franklin,315.0
1997,arkansas,johnson,NOT SPECIFIED,arkansas_johnson,1603.0
1997,arkansas,logan,NOT SPECIFIED,arkansas_logan,883.0
1997,arkansas,polk,NOT SPECIFIED,arkansas_polk,190.0
1997,arkansas,pope,NOT SPECIFIED,arkansas_pope,1745.0
1997,arkansas,scott,NOT SPECIFIED,arkansas_scott,10.0
1997,arkansas,sebastian,NOT SPECIFIED,arkansas_sebastian,725.0
1997,arkansas,yell,NOT SPECIFIED,arkansas_yell,4425.0
1997,california,alameda,NOT SPECIFIED,california_alameda,8442.0
1997,california,contra costa,NOT SPECIFIED,california_contra costa,25066.0
1997,california,lake,NOT SPECIFIED,california_lake,13604.0
1997,california,marin,NOT SPECIFIED,california_marin,1896.25
1997,california,monterey,NOT SPECIFIED,california_monterey,259096.0
1997,california,napa,NOT SPECIFIED,california_napa,42880.0
1997,california,san benito,NOT SPECIFIED,california_san benito,33261.0
1997,california,san francisco,NOT SPECIFIED,california_san francisco,19.0
1997,california,san luis obispo,NOT SPECIFIED,california_san luis obispo,58066.0
1997,california,san mateo,NOT SPECIFIED,california_san mateo,4235.0
1997,california,santa clara,NOT SPECIFIED,california_santa clara,19636.0
1997,california,santa cruz,NOT SPECIFIED,california_santa cruz,21463.0
1997,california,sonoma,NOT SPECIFIED,california_sonoma,48832.0
1997,california,lassen,NOT SPECIFIED,california_lassen,37443.0
1997,california,modoc,NOT SPECIFIED,california_modoc,114229.0
1997,california,plumas,NOT SPECIFIED,california_plumas,11667.0
1997,california,del norte,NOT SPECIFIED,california_del norte,2840.0
1997,california,humboldt,NOT SPECIFIED,california_humboldt,9161.0
1997,california,mendocino,NOT SPECIFIED,california_mendocino,21868.0
1997,california,butte,NOT SPECIFIED,california_butte,222350.0
1997,california,colusa,NOT SPECIFIED,california_colusa,277576.0
1997,california,glenn,NOT SPECIFIED,california_glenn,210653.0
1997,california,sacramento,NOT SPECIFIED,california_sacramento,108961.0
1997,california,solano,NOT SPECIFIED,california_solano,117170.0
1997,california,sutter,NOT SPECIFIED,california_sutter,244682.0
1997,california,tehama,NOT SPECIFIED,california_tehama,55213.0
1997,california,yolo,NOT SPECIFIED,california_yolo,288491.0
1997,california,yuba,NOT SPECIFIED,california_yuba,78899.0
1997,california,fresno,NOT SPECIFIED,california_fresno,1143894.0
1997,california,kern,NOT SPECIFIED,california_kern,880985.0
1997,california,kings,NOT SPECIFIED,california_kings,421492.0
1997,california,madera,NOT SPECIFIED,california_madera,291817.0
1997,california,merced,NOT SPECIFIED,california_merced,429715.0
1997,california,san joaquin,NOT SPECIFIED,california_san joaquin,491293.0
1997,california,stanislaus,NOT SPECIFIED,california_stanislaus,320282.0
1997,california,tulare,NOT SPECIFIED,california_tulare,623665.0
1997,california,alpine,NOT SPECIFIED,california_alpine,570.0
1997,california,amador,NOT SPECIFIED,california_amador,3703.0
1997,california,calaveras,NOT SPECIFIED,california_calaveras,991.0
1997,california,el dorado,NOT SPECIFIED,california_el dorado,3470.0
1997,california,inyo,NOT SPECIFIED,california_inyo,3107.0
1997,california,mariposa,NOT SPECIFIED,california_mariposa,285.0
1997,california,mono,NOT SPECIFIED,california_mono,8760.0
1997,california,nevada,NOT SPECIFIED,california_nevada,1042.0
1997,california,placer,NOT SPECIFIED,california_placer,23311.0
1997,california,sierra,NOT SPECIFIED,california_sierra,1792.0
1997,california,tuolumne,NOT SPECIFIED,california_tuolumne,584.0
1997,california,shasta,NOT SPECIFIED,california_shasta,14868.0
1997,california,siskiyou,NOT SPECIFIED,california_siskiyou,89318.0
1997,california,trinity,NOT SPECIFIED,california_trinity,961.0
1997,california,imperial,NOT SPECIFIED,california_imperial,436351.0
1997,california,los angeles,NOT SPECIFIED,california_los angeles,25123.75
1997,california,orange,NOT SPECIFIED,california_orange,7135.5
1997,california,riverside,NOT SPECIFIED,california_riverside,219946.0
1997,california,san bernardino,NOT SPECIFIED,california_san bernardino,40254.0
1997,california,san diego,NOT SPECIFIED,california_san diego,72466.0
1997,california,santa barbara,NOT SPECIFIED,california_santa barbara,97914.0
1997,california,ventura,NOT SPECIFIED,california_ventura,110252.0
1997,colorado,adams,NOT SPECIFIED,colorado_adams,24701.0
1997,colorado,arapahoe,NOT SPECIFIED,colorado_arapahoe,3763.0
1997,colorado,cheyenne,NOT SPECIFIED,colorado_cheyenne,28566.0
1997,colorado,denver,NOT SPECIFIED,colorado_denver,14.0
1997,colorado,douglas,NOT SPECIFIED,colorado_douglas,2477.0
1997,colorado,el paso,NOT SPECIFIED,colorado_el paso,12392.0
1997,colorado,elbert,NOT SPECIFIED,colorado_elbert,5195.0
1997,colorado,kiowa,NOT SPECIFIED,colorado_kiowa,5793.0
1997,colorado,kit carson,NOT SPECIFIED,colorado_kit carson,146776.0
1997,colorado,lincoln,NOT SPECIFIED,colorado_lincoln,4649.0
1997,colorado,phillips,NOT SPECIFIED,colorado_phillips,87813.0
1997,colorado,washington,NOT SPECIFIED,colorado_washington,51993.0
1997,colorado,yuma,NOT SPECIFIED,colorado_yuma,269510.0
1997,colorado,boulder,NOT SPECIFIED,colorado_boulder,31086.0
1997,colorado,jefferson,NOT SPECIFIED,colorado_jefferson,1459.0
1997,colorado,larimer,NOT SPECIFIED,colorado_larimer,67331.0
1997,colorado,logan,NOT SPECIFIED,colorado_logan,102409.0
1997,colorado,morgan,NOT SPECIFIED,colorado_morgan,134466.0
1997,colorado,sedgwick,NOT SPECIFIED,colorado_sedgwick,50091.0
1997,colorado,weld,NOT SPECIFIED,colorado_weld,369847.0
1997,colorado,chaffee,NOT SPECIFIED,colorado_chaffee,15200.0
1997,colorado,clear creek,NOT SPECIFIED,colorado_clear creek,124.0
1997,colorado,eagle,NOT SPECIFIED,colorado_eagle,11034.0
1997,colorado,gilpin,NOT SPECIFIED,colorado_gilpin,38259.44207650273
1997,colorado,grand,NOT SPECIFIED,colorado_grand,26559.0
1997,colorado,gunnison,NOT SPECIFIED,colorado_gunnison,27341.0
1997,colorado,jackson,NOT SPECIFIED,colorado_jackson,77596.0
1997,colorado,lake,NOT SPECIFIED,colorado_lake,359.0
1997,colorado,moffat,NOT SPECIFIED,colorado_moffat,15916.0
1997,colorado,park,NOT SPECIFIED,colorado_park,8950.0
1997,colorado,pitkin,NOT SPECIFIED,colorado_pitkin,5517.0
1997,colorado,rio blanco,NOT SPECIFIED,colorado_rio blanco,20866.0
1997,colorado,routt,NOT SPECIFIED,colorado_routt,28407.0
1997,colorado,summit,NOT SPECIFIED,colorado_summit,5767.0
1997,colorado,teller,NOT SPECIFIED,colorado_teller,1131.0
1997,colorado,alamosa,NOT SPECIFIED,colorado_alamosa,76923.0
1997,colorado,conejos,NOT SPECIFIED,colorado_conejos,89515.0
1997,colorado,costilla,NOT SPECIFIED,colorado_costilla,32934.0
1997,colorado,mineral,NOT SPECIFIED,colorado_mineral,757.0
1997,colorado,rio grande,NOT SPECIFIED,colorado_rio grande,107177.0
1997,colorado,saguache,NOT SPECIFIED,colorado_saguache,117588.0
1997,colorado,baca,NOT SPECIFIED,colorado_baca,65231.0
1997,colorado,bent,NOT SPECIFIED,colorado_bent,55975.0
1997,colorado,crowley,NOT SPECIFIED,colorado_crowley,14825.0
1997,colorado,custer,NOT SPECIFIED,colorado_custer,13744.0
1997,colorado,fremont,NOT SPECIFIED,colorado_fremont,8955.0
1997,colorado,huerfano,NOT SPECIFIED,colorado_huerfano,10912.0
1997,colorado,las animas,NOT SPECIFIED,colorado_las animas,16947.0
1997,colorado,otero,NOT SPECIFIED,colorado_otero,51443.0
1997,colorado,prowers,NOT SPECIFIED,colorado_prowers,105966.0
1997,colorado,pueblo,NOT SPECIFIED,colorado_pueblo,28885.0
1997,colorado,archuleta,NOT SPECIFIED,colorado_archuleta,3556.0
1997,colorado,delta,NOT SPECIFIED,colorado_delta,43981.0
1997,colorado,dolores,NOT SPECIFIED,colorado_dolores,6358.0
1997,colorado,garfield,NOT SPECIFIED,colorado_garfield,34419.0
1997,colorado,hinsdale,NOT SPECIFIED,colorado_hinsdale,753.0
1997,colorado,la plata,NOT SPECIFIED,colorado_la plata,31341.0
1997,colorado,mesa,NOT SPECIFIED,colorado_mesa,55254.0
1997,colorado,montezuma,NOT SPECIFIED,colorado_montezuma,41859.0
1997,colorado,montrose,NOT SPECIFIED,colorado_montrose,61921.0
1997,colorado,ouray,NOT SPECIFIED,colorado_ouray,9220.0
1997,colorado,san juan,NOT SPECIFIED,colorado_san juan,38259.44207650273
1997,colorado,san miguel,NOT SPECIFIED,colorado_san miguel,5032.0
1997,connecticut,fairfield,NOT SPECIFIED,connecticut_fairfield,331.0
1997,connecticut,hartford,NOT SPECIFIED,connecticut_hartford,3952.0
1997,connecticut,litchfield,NOT SPECIFIED,connecticut_litchfield,322.0
1997,connecticut,middlesex,NOT SPECIFIED,connecticut_middlesex,677.5
1997,connecticut,new haven,NOT SPECIFIED,connecticut_new haven,1354.0
1997,connecticut,new london,NOT SPECIFIED,connecticut_new london,448.0
1997,connecticut,tolland,NOT SPECIFIED,connecticut_tolland,351.0
1997,connecticut,windham,NOT SPECIFIED,connecticut_windham,257.0
1997,delaware,kent,NOT SPECIFIED,delaware_kent,31794.0
1997,delaware,new castle,NOT SPECIFIED,delaware_new castle,4881.0
1997,delaware,sussex,NOT SPECIFIED,delaware_sussex,50645.0
1997,florida,alachua,NOT SPECIFIED,florida_alachua,7910.0
1997,florida,bradford,NOT SPECIFIED,florida_bradford,265.0
1997,florida,citrus,NOT SPECIFIED,florida_citrus,756.0
1997,florida,clay,NOT SPECIFIED,florida_clay,1191.0
1997,florida,flagler,NOT SPECIFIED,florida_flagler,4447.75
1997,florida,gilchrist,NOT SPECIFIED,florida_gilchrist,7851.5
1997,florida,hernando,NOT SPECIFIED,florida_hernando,1109.0
1997,florida,hillsborough,NOT SPECIFIED,florida_hillsborough,46353.0
1997,florida,lake,NOT SPECIFIED,florida_lake,25645.0
1997,florida,levy,NOT SPECIFIED,florida_levy,13047.0
1997,florida,marion,NOT SPECIFIED,florida_marion,4997.0
1997,florida,orange,NOT SPECIFIED,florida_orange,25465.0
1997,florida,osceola,NOT SPECIFIED,florida_osceola,15749.333333333334
1997,florida,pasco,NOT SPECIFIED,florida_pasco,13471.0
1997,florida,pinellas,NOT SPECIFIED,florida_pinellas,261.0
1997,florida,polk,NOT SPECIFIED,florida_polk,113849.0
1997,florida,putnam,NOT SPECIFIED,florida_putnam,5462.75
1997,florida,seminole,NOT SPECIFIED,florida_seminole,2839.0
1997,florida,st. johns,NOT SPECIFIED,florida_st. johns,19881.0
1997,florida,sumter,NOT SPECIFIED,florida_sumter,1788.0
1997,florida,union,NOT SPECIFIED,florida_union,1024.0
1997,florida,volusia,NOT SPECIFIED,florida_volusia,10697.0
1997,florida,baker,NOT SPECIFIED,florida_baker,811.0
1997,florida,columbia,NOT SPECIFIED,florida_columbia,3405.25
1997,florida,dixie,NOT SPECIFIED,florida_dixie,2981.0
1997,florida,duval,NOT SPECIFIED,florida_duval,1725.75
1997,florida,hamilton,NOT SPECIFIED,florida_hamilton,5876.333333333333
1997,florida,lafayette,NOT SPECIFIED,florida_lafayette,2900.0
1997,florida,madison,NOT SPECIFIED,florida_madison,4042.0
1997,florida,nassau,NOT SPECIFIED,florida_nassau,42.0
1997,florida,suwannee,NOT SPECIFIED,florida_suwannee,14751.0
1997,florida,taylor,NOT SPECIFIED,florida_taylor,301.0
1997,florida,bay,NOT SPECIFIED,florida_bay,1682.0
1997,florida,calhoun,NOT SPECIFIED,florida_calhoun,1992.75
1997,florida,escambia,NOT SPECIFIED,florida_escambia,1080.0
1997,florida,franklin,NOT SPECIFIED,florida_franklin,25.0
1997,florida,gadsden,NOT SPECIFIED,florida_gadsden,3035.5
1997,florida,gulf,NOT SPECIFIED,florida_gulf,40.0
1997,florida,holmes,NOT SPECIFIED,florida_holmes,718.25
1997,florida,jackson,NOT SPECIFIED,florida_jackson,17430.0
1997,florida,jefferson,NOT SPECIFIED,florida_jefferson,2247.6666666666665
1997,florida,leon,NOT SPECIFIED,florida_leon,1647.6666666666667
1997,florida,liberty,NOT SPECIFIED,florida_liberty,6.0
1997,florida,okaloosa,NOT SPECIFIED,florida_okaloosa,171.0
1997,florida,santa rosa,NOT SPECIFIED,florida_santa rosa,5288.0
1997,florida,wakulla,NOT SPECIFIED,florida_wakulla,168.33333333333334
1997,florida,walton,NOT SPECIFIED,florida_walton,1119.5
1997,florida,washington,NOT SPECIFIED,florida_washington,764.0
1997,florida,brevard,NOT SPECIFIED,florida_brevard,16079.0
1997,florida,broward,NOT SPECIFIED,florida_broward,2148.0
1997,florida,charlotte,NOT SPECIFIED,florida_charlotte,25165.0
1997,florida,collier,NOT SPECIFIED,florida_collier,53200.0
1997,florida,de soto,NOT SPECIFIED,florida_de soto,71191.0
1997,florida,glades,NOT SPECIFIED,florida_glades,22301.0
1997,florida,hardee,NOT SPECIFIED,florida_hardee,53253.0
1997,florida,hendry,NOT SPECIFIED,florida_hendry,179947.0
1997,florida,highlands,NOT SPECIFIED,florida_highlands,87018.0
1997,florida,indian river,NOT SPECIFIED,florida_indian river,73684.0
1997,florida,lee,NOT SPECIFIED,florida_lee,15125.0
1997,florida,manatee,NOT SPECIFIED,florida_manatee,57547.0
1997,florida,martin,NOT SPECIFIED,florida_martin,60912.0
1997,florida,miami-dade,NOT SPECIFIED,florida_miami-dade,58436.0
1997,florida,monroe,NOT SPECIFIED,florida_monroe,33.0
1997,florida,okeechobee,NOT SPECIFIED,florida_okeechobee,22810.0
1997,florida,palm beach,NOT SPECIFIED,florida_palm beach,413704.0
1997,florida,sarasota,NOT SPECIFIED,florida_sarasota,3061.5
1997,florida,st. lucie,NOT SPECIFIED,florida_st. lucie,115911.0
1997,georgia,baldwin,NOT SPECIFIED,georgia_baldwin,5.0
1997,georgia,bibb,NOT SPECIFIED,georgia_bibb,159.0
1997,georgia,bleckley,NOT SPECIFIED,georgia_bleckley,12215.0
1997,georgia,butts,NOT SPECIFIED,georgia_butts,90.66666666666667
1997,georgia,crawford,NOT SPECIFIED,georgia_crawford,3315.5
1997,georgia,dodge,NOT SPECIFIED,georgia_dodge,11457.666666666666
1997,georgia,greene,NOT SPECIFIED,georgia_greene,94.0
1997,georgia,hancock,NOT SPECIFIED,georgia_hancock,223.25
1997,georgia,houston,NOT SPECIFIED,georgia_houston,5602.333333333333
1997,georgia,jasper,NOT SPECIFIED,georgia_jasper,24.0
1997,georgia,johnson,NOT SPECIFIED,georgia_johnson,5413.5
1997,georgia,jones,NOT SPECIFIED,georgia_jones,37.0
1997,georgia,laurens,NOT SPECIFIED,georgia_laurens,6833.0
1997,georgia,monroe,NOT SPECIFIED,georgia_monroe,279.0
1997,georgia,montgomery,NOT SPECIFIED,georgia_montgomery,4865.5
1997,georgia,morgan,NOT SPECIFIED,georgia_morgan,1220.3333333333333
1997,georgia,newton,NOT SPECIFIED,georgia_newton,106.75
1997,georgia,peach,NOT SPECIFIED,georgia_peach,5541.5
1997,georgia,pulaski,NOT SPECIFIED,georgia_pulaski,16090.5
1997,georgia,putnam,NOT SPECIFIED,georgia_putnam,794.0
1997,georgia,rockdale,NOT SPECIFIED,georgia_rockdale,42.5
1997,georgia,treutlen,NOT SPECIFIED,georgia_treutlen,725.0
1997,georgia,twiggs,NOT SPECIFIED,georgia_twiggs,922.0
1997,georgia,washington,NOT SPECIFIED,georgia_washington,5071.0
1997,georgia,wheeler,NOT SPECIFIED,georgia_wheeler,3299.5
1997,georgia,bulloch,NOT SPECIFIED,georgia_bulloch,11766.333333333334
1997,georgia,burke,NOT SPECIFIED,georgia_burke,24931.0
1997,georgia,candler,NOT SPECIFIED,georgia_candler,3278.5
1997,georgia,columbia,NOT SPECIFIED,georgia_columbia,76.0
1997,georgia,effingham,NOT SPECIFIED,georgia_effingham,333.0
1997,georgia,emanuel,NOT SPECIFIED,georgia_emanuel,5262.0
1997,georgia,glascock,NOT SPECIFIED,georgia_glascock,346.0
1997,georgia,jefferson,NOT SPECIFIED,georgia_jefferson,13703.0
1997,georgia,jenkins,NOT SPECIFIED,georgia_jenkins,14090.0
1997,georgia,mcduffie,NOT SPECIFIED,georgia_mcduffie,489.0
1997,georgia,richmond,NOT SPECIFIED,georgia_richmond,53.333333333333336
1997,georgia,screven,NOT SPECIFIED,georgia_screven,18707.5
1997,georgia,warren,NOT SPECIFIED,georgia_warren,102.0
1997,georgia,barrow,NOT SPECIFIED,georgia_barrow,58.5
1997,georgia,cherokee,NOT SPECIFIED,georgia_cherokee,117.0
1997,georgia,clarke,NOT SPECIFIED,georgia_clarke,104.5
1997,georgia,cobb,NOT SPECIFIED,georgia_cobb,21.666666666666668
